Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
TS047_RoL_RNA_439_2 - polya	(1, 0.020344366769828117)	(2, 0.02595845500456779)	(3, 0.028817061284269915)	(4, 0.031914915997193864)	(5, 0.034757022384949654)	(6, 0.037541379150893284)	(7, 0.0401813618623065)	(8, 0.047989935725908414)	(9, 0.056136757374410144)	(10, 0.06661831373331795)	(12, 0.07433613819121501)	(14, 0.08408963681799089)	(16, 0.09282014214409413)	(18, 0.10197345720132214)	(20, 0.11120720923178853)	(22, 0.12123708104866548)	(24, 0.13076370616117927)	(26, 0.1412287626281407)	(28, 0.15058213887521804)	(30, 0.16014795123110437)	(32, 0.17112862932138873)	(34, 0.18135649984162167)	(36, 0.19010556754616453)	(38, 0.20036643785029012)	(40, 0.20917531766313846)	(42, 0.21856169369410844)	(44, 0.22763869675108467)	(46, 0.23555245742584444)	(48, 0.24398802718340698)	(50, 0.25333315348451113)	(52, 0.26335683784190816)	(54, 0.2724647781962838)	(56, 0.28153353130728687)	(58, 0.29033828614714857)	(60, 0.2997638494214911)	(62, 0.3087480405862692)	(64, 0.3191017227825929)	(66, 0.32788172778453517)	(68, 0.33680816932750113)	(70, 0.34610379595276625)	(72, 0.35464455252148663)	(74, 0.36357924401042574)	(76, 0.37193437679474994)	(78, 0.38073088168863856)	(80, 0.39000382096247743)	(82, 0.39887457537012455)	(84, 0.4073183950736603)	(86, 0.41632733607635786)	(88, 0.4255260258364383)	(90, 0.42776794865464624)
TS047_RoL_RNA_442_1 - polya	(1, 0.0032227789320330383)	(2, 0.007371762493037111)	(3, 0.010622086544147355)	(4, 0.013321508213713489)	(5, 0.015628411936429446)	(6, 0.01756689969148778)	(7, 0.020775906063982216)	(8, 0.024522042258482157)	(9, 0.029962203276230236)	(10, 0.037607695390097076)	(12, 0.04254515798468615)	(14, 0.04837783694928441)	(16, 0.0535408252063181)	(18, 0.05853682117894625)	(20, 0.06320571886253257)	(22, 0.06869752697855042)	(24, 0.07436665679862775)	(26, 0.07992216300251163)	(28, 0.08592183425151545)	(30, 0.09157719151205419)	(32, 0.09699497212055204)	(34, 0.10231806638222199)	(36, 0.10760672924504544)	(38, 0.11315362759921768)	(40, 0.11864887885512018)	(42, 0.12435588321392868)	(44, 0.12981670307098467)	(46, 0.1350433894158844)	(48, 0.14027524047061113)	(50, 0.1462663038699033)	(52, 0.15185624147263369)	(54, 0.15792821865921516)	(56, 0.16344585032436787)	(58, 0.16885157994326944)	(60, 0.1743915920176724)	(62, 0.18032756517881018)	(64, 0.18582109486477033)	(66, 0.19081536926745615)	(68, 0.19565986708515964)	(70, 0.20093820052832917)	(72, 0.20546248633676015)	(74, 0.21077008646894918)	(76, 0.21590208646702103)	(78, 0.22069149404657012)	(80, 0.22485769330699745)	(82, 0.2290325004171364)	(84, 0.23321247223710234)	(86, 0.23724266747208594)	(88, 0.24119539205966495)	(90, 0.2420492907510583)
TS047_RoL_RNA_442_2 - polya	(1, 0.009988548805371629)	(2, 0.012898002007901456)	(3, 0.014278701101646378)	(4, 0.01600027104397172)	(5, 0.01737408385794734)	(6, 0.01873756725226901)	(7, 0.020345513578400882)	(8, 0.025004081842333253)	(9, 0.030358164362965064)	(10, 0.03609787855067775)	(12, 0.0398715598642549)	(14, 0.04443544178135938)	(16, 0.04854310766374764)	(18, 0.053265374015546055)	(20, 0.05847312309108021)	(22, 0.06364988390765251)	(24, 0.06820515797504537)	(26, 0.07326313046559721)	(28, 0.07776847900466263)	(30, 0.08267667491023217)	(32, 0.08862814220085088)	(34, 0.09400632670067524)	(36, 0.09903847564209223)	(38, 0.10449585235926355)	(40, 0.10911482451452245)	(42, 0.1140574518189385)	(44, 0.11892433004589223)	(46, 0.12312151756528142)	(48, 0.12738928945230593)	(50, 0.13263491306657124)	(52, 0.13777552091435472)	(54, 0.1419882025632248)	(56, 0.1466725943762921)	(58, 0.15128640182172398)	(60, 0.1563271586128526)	(62, 0.16103220926522777)	(64, 0.16658943703905393)	(66, 0.1712049660544282)	(68, 0.17572753029291688)	(70, 0.1812124521291654)	(72, 0.18591750278154057)	(74, 0.19063632599345431)	(76, 0.19487138805157467)	(78, 0.1998622193143758)	(80, 0.20496667419337045)	(82, 0.20980084259142)	(84, 0.2141340341362529)	(86, 0.21914896737824663)	(88, 0.22383852390114084)	(90, 0.22500230518215278)
TS047_RoL_RNA_468_1 - polya	(1, 0.00269004804631046)	(2, 0.006703130622209579)	(3, 0.010668569295381129)	(4, 0.013717779069945573)	(5, 0.01651044475290003)	(6, 0.018496829005080234)	(7, 0.021483735214539394)	(8, 0.025610430173865793)	(9, 0.03063136453823273)	(10, 0.03862637790747833)	(12, 0.04380490364240568)	(14, 0.049782380976918436)	(16, 0.05540985887216327)	(18, 0.060909064721603116)	(20, 0.06657868914618388)	(22, 0.07214203101852623)	(24, 0.07803704775216433)	(26, 0.08482630389084297)	(28, 0.09095954013811894)	(30, 0.09730350903207453)	(32, 0.10353203308480563)	(34, 0.10968176145225653)	(36, 0.11519196204847965)	(38, 0.12112546039585925)	(40, 0.1268042471094261)	(42, 0.13312622650981512)	(44, 0.1380628678155102)	(46, 0.1432762102485846)	(48, 0.1487919082181994)	(50, 0.15544922739547862)	(52, 0.16105471579715688)	(54, 0.16740418206450414)	(56, 0.1733816593990169)	(58, 0.17891201703100934)	(60, 0.18508923226541846)	(62, 0.19193346213801354)	(64, 0.1979274315927012)	(66, 0.2034284698999383)	(68, 0.20920437687675747)	(70, 0.2146027975473505)	(72, 0.21920043416056095)	(74, 0.2243734625220967)	(76, 0.22846900569887046)	(78, 0.232716642872813)	(80, 0.23726113820990424)	(82, 0.24223626112934082)	(84, 0.24735065084136568)	(86, 0.2515854608107277)	(88, 0.25510194732358177)	(90, 0.2559467103680975)
TS047_RoL_RNA_468_2 - polya	(1, 0.013255999705047592)	(2, 0.017331385846051997)	(3, 0.018995257525922498)	(4, 0.021018290934046984)	(5, 0.022847083815666767)	(6, 0.024613573132181266)	(7, 0.02640938177345119)	(8, 0.0324198433483138)	(9, 0.03867585426800311)	(10, 0.04622191547693122)	(12, 0.05119154102297616)	(14, 0.05719650522444712)	(16, 0.06276351201238389)	(18, 0.06857423568735016)	(20, 0.07541663310214802)	(22, 0.08269515547268286)	(24, 0.08866347051820953)	(26, 0.09553518725776283)	(28, 0.10193962725902649)	(30, 0.1083642242960595)	(32, 0.11571604497848292)	(34, 0.12281865140048519)	(36, 0.12967021110426913)	(38, 0.1366958542987884)	(40, 0.1427044834158538)	(42, 0.15011860766338248)	(44, 0.15677042946727004)	(46, 0.16264895408073327)	(48, 0.16849266199604937)	(50, 0.17534238924203607)	(52, 0.18261174932358487)	(54, 0.18866802234337782)	(56, 0.19428450549183937)	(58, 0.19986433948435664)	(60, 0.20586563877023317)	(62, 0.2116067290489053)	(64, 0.2178352531016364)	(66, 0.22366979872796644)	(68, 0.22962711902670985)	(70, 0.23622396709668098)	(72, 0.24168835624797375)	(74, 0.2472626928670994)	(76, 0.25231661147181617)	(78, 0.2579587490294387)	(80, 0.26372549371727183)	(82, 0.2692192021933201)	(84, 0.2747843765234596)	(86, 0.28069771783506986)	(88, 0.2862427351294401)	(90, 0.2877581777277362)
TS047_RoL_RNA_469_1 - polya	(1, 0.002453645118939391)	(2, 0.005836750508099531)	(3, 0.008865621039028687)	(4, 0.01129976699145995)	(5, 0.014218142245509716)	(6, 0.016246055562354988)	(7, 0.018751698458649387)	(8, 0.02290177106379588)	(9, 0.027607569914424007)	(10, 0.03400654639017455)	(12, 0.038262239480573404)	(14, 0.0431662798573675)	(16, 0.04763971364044044)	(18, 0.0525535036004886)	(20, 0.057889775501546184)	(22, 0.06269794497634198)	(24, 0.06770923076893079)	(26, 0.07291225836551617)	(28, 0.07845977123707848)	(30, 0.08422664973185721)	(32, 0.08940042857868041)	(34, 0.09408835319334274)	(36, 0.09897126947308638)	(38, 0.104213295402688)	(40, 0.10933182661107152)	(42, 0.11511820427235839)	(44, 0.12056497145029535)	(46, 0.1256006312010193)	(48, 0.13024793255212308)	(50, 0.1352510936920001)	(52, 0.14043462212207738)	(54, 0.1455352790944951)	(56, 0.15065056044179392)	(58, 0.15509474547510466)	(60, 0.16013690494799798)	(62, 0.16532530816970228)	(64, 0.16969637132860754)	(66, 0.17358158025535197)	(68, 0.17850999459028122)	(70, 0.1829574294846767)	(72, 0.18675164230104985)	(74, 0.19059460303369333)	(76, 0.19573750820021196)	(78, 0.19973646226492048)	(80, 0.20359404737244507)	(82, 0.20731513831441273)	(84, 0.21106385307560027)	(86, 0.21459645207465605)	(88, 0.2176139480917888)	(90, 0.21835166655801297)
TS047_RoL_RNA_469_2 - polya	(1, 0.008855871455774622)	(2, 0.011985487680329105)	(3, 0.013451175029523362)	(4, 0.015102104460544835)	(5, 0.01636955028357313)	(6, 0.017731242078057374)	(7, 0.0190441859562713)	(8, 0.023356751615652187)	(9, 0.027929306161808113)	(10, 0.03308033598103849)	(12, 0.0363919444263355)	(14, 0.040631388211310904)	(16, 0.04457509463757972)	(18, 0.04872679217326856)	(20, 0.05298736005529443)	(22, 0.057325924603352826)	(24, 0.06157349304103996)	(26, 0.06618992071183917)	(28, 0.07116383310195407)	(30, 0.07582738375848125)	(32, 0.08120752878418212)	(34, 0.08596207555108057)	(36, 0.09066949933225105)	(38, 0.09564341172236593)	(40, 0.09975286106395381)	(42, 0.1043351651933638)	(44, 0.10886709647596113)	(46, 0.11319266157968078)	(48, 0.11709736967293333)	(50, 0.12153505498407471)	(52, 0.12661458785944196)	(54, 0.13070453803452173)	(56, 0.1344028799488966)	(58, 0.13873331984424325)	(60, 0.14263315314586877)	(62, 0.14725608053883738)	(64, 0.1523681120250515)	(66, 0.1568447956692091)	(68, 0.16118823500889456)	(70, 0.1655804222648503)	(72, 0.1694916300802722)	(74, 0.17354420685287808)	(76, 0.17753666119541722)	(78, 0.18158436317639604)	(80, 0.1858628052943877)	(82, 0.18975938873492854)	(84, 0.19396308404797236)	(86, 0.1981407804723387)	(88, 0.20248096995093945)	(90, 0.2034478036236341)
TS047_RoL_RNA_46_1 - polya	(1, 0.0010109572602653863)	(2, 0.0024301857217917944)	(3, 0.0037055471885881278)	(4, 0.004763164014711917)	(5, 0.006015195698579049)	(6, 0.006823961506791358)	(7, 0.00831317931710537)	(8, 0.010292322568932607)	(9, 0.011956513751215628)	(10, 0.015481255122102446)	(12, 0.017258206921876608)	(14, 0.019311227819646313)	(16, 0.021348695528796556)	(18, 0.023117870734260977)	(20, 0.025056186865962116)	(22, 0.026975061511888915)	(24, 0.029379973302174074)	(26, 0.031586581937561024)	(28, 0.03383596184165151)	(30, 0.036431400192525144)	(32, 0.03847664449598512)	(34, 0.040811566937482675)	(36, 0.04343422336844038)	(38, 0.04600244363922995)	(40, 0.048619267624455356)	(42, 0.051337187335707295)	(44, 0.05377903794896369)	(46, 0.05600508807012497)	(48, 0.05826224456852519)	(50, 0.06086545951370856)	(52, 0.06318482876658665)	(54, 0.06576860222599568)	(56, 0.06825905655368791)	(58, 0.070403452434597)	(60, 0.07290168335659897)	(62, 0.07519577867797042)	(64, 0.07776205480018256)	(66, 0.08011641872745444)	(68, 0.08226664705409581)	(70, 0.08451213866103144)	(72, 0.0865048909529007)	(74, 0.08841404485594034)	(76, 0.0904126295935419)	(78, 0.09228873297076517)	(80, 0.0940054161646389)	(82, 0.09581153019307456)	(84, 0.0976215325186651)	(86, 0.09940626091274898)	(88, 0.10100823934055414)	(90, 0.10130958237005631)
TS047_RoL_RNA_477_1 - polya	(1, 0.003460619036379)	(2, 0.007393461036988943)	(3, 0.011132480179145888)	(4, 0.013853048301431617)	(5, 0.016196542862726968)	(6, 0.01823696895444127)	(7, 0.020774286374189616)	(8, 0.024728272686630796)	(9, 0.03018350513908975)	(10, 0.03784831817791289)	(12, 0.04327535821459686)	(14, 0.04896317809719941)	(16, 0.05436907382205215)	(18, 0.060204903887473356)	(20, 0.06615174159000856)	(22, 0.0718924222521892)	(24, 0.07803132078719145)	(26, 0.08464596633839652)	(28, 0.09159715885291544)	(30, 0.09841619941848914)	(32, 0.10521233364624566)	(34, 0.11128427519378234)	(36, 0.1173896952350518)	(38, 0.12334886711948856)	(40, 0.12938204409533463)	(42, 0.13574824398252266)	(44, 0.14134443851385653)	(46, 0.14689482036955606)	(48, 0.15276941500666785)	(50, 0.15911270855603873)	(52, 0.1650524981546302)	(54, 0.17118787263766055)	(56, 0.1775329282130174)	(58, 0.18269918840378277)	(60, 0.18846629945575244)	(62, 0.1942897953392721)	(64, 0.20021020265201828)	(66, 0.20561962242884288)	(68, 0.21119467264834552)	(70, 0.21651070504791547)	(72, 0.22144085375656541)	(74, 0.2264044809589481)	(76, 0.2317645640081665)	(78, 0.23672819121054922)	(80, 0.24125483596841968)	(82, 0.24576386046643084)	(84, 0.25065524460339017)	(86, 0.25535632993386836)	(88, 0.2598107316263154)	(90, 0.2607727978146367)
TS047_RoL_RNA_477_2 - polya	(1, 0.012531528811979352)	(2, 0.016034436472020824)	(3, 0.01787751565331025)	(4, 0.019921465796996423)	(5, 0.02132403848180176)	(6, 0.02302615558421628)	(7, 0.024802277778040123)	(8, 0.030102451943736678)	(9, 0.03598409468479223)	(10, 0.04182697285415718)	(12, 0.04598359215498104)	(14, 0.0513859638278619)	(16, 0.05619805679545409)	(18, 0.061933451379676915)	(20, 0.06781509412073247)	(22, 0.074112574994469)	(24, 0.07929997949706563)	(26, 0.08509704499079623)	(28, 0.09051879894952239)	(30, 0.09637224927480297)	(32, 0.10285121882509093)	(34, 0.10881920083945737)	(36, 0.1151889247786173)	(38, 0.12124500809228053)	(40, 0.12645003285473655)	(42, 0.13300300749643384)	(44, 0.13923176935671885)	(46, 0.14482091578410897)	(48, 0.1501193279238196)	(50, 0.15559922874008164)	(52, 0.1619178539256494)	(54, 0.16729379520874121)	(56, 0.1724195288018301)	(58, 0.1772633382371691)	(60, 0.18245074273976575)	(62, 0.1875183294753187)	(64, 0.19339468613841643)	(66, 0.19883582238298791)	(68, 0.20394569774220334)	(70, 0.20953132011762157)	(72, 0.21467114991859793)	(74, 0.22008761779936628)	(76, 0.22491909305280378)	(78, 0.2302950343358956)	(80, 0.23583484403567948)	(82, 0.24087071430348556)	(84, 0.24569866550495117)	(86, 0.2510111738525493)	(88, 0.25590079596352266)	(90, 0.2571535964395234)
TS047_RoL_RNA_478_1 - polya	(1, 0.002928471967845517)	(2, 0.006736876724129176)	(3, 0.010378337710274374)	(4, 0.013456363472202262)	(5, 0.0160787718614606)	(6, 0.018210782925937204)	(7, 0.02112882090814907)	(8, 0.02489896771710933)	(9, 0.02945861943901607)	(10, 0.03716063983425823)	(12, 0.042556749404462885)	(14, 0.04824501057240985)	(16, 0.052940304107554084)	(18, 0.057868623321849916)	(20, 0.0630160562344525)	(22, 0.06835477888367206)	(24, 0.07430215069485475)	(26, 0.08018691859223553)	(28, 0.08673946157017015)	(30, 0.09343981934458154)	(32, 0.09872811106323844)	(34, 0.10366686426316793)	(36, 0.10866996037450496)	(38, 0.11447995137484454)	(40, 0.12021864347335418)	(42, 0.1262477481720005)	(44, 0.13164385774220516)	(46, 0.13709039824297248)	(48, 0.14263953960247072)	(50, 0.14866864430111704)	(52, 0.1542421316270938)	(54, 0.1604590480671459)	(56, 0.16622730312495088)	(58, 0.1715016828627629)	(60, 0.17675693362691325)	(62, 0.1823338989481012)	(64, 0.18760306169309643)	(66, 0.19247573298401277)	(68, 0.19769272580083969)	(70, 0.20276190382118986)	(72, 0.20744328537548923)	(74, 0.21238899456584115)	(76, 0.21664432170676634)	(78, 0.22107702660346362)	(80, 0.22525931584495318)	(82, 0.2297546246554524)	(84, 0.23418211255933286)	(86, 0.2383765747840617)	(88, 0.24225975643738656)	(90, 0.24324055108695003)
TS047_RoL_RNA_478_2 - polya	(1, 0.01181127173729617)	(2, 0.0154979466611872)	(3, 0.017212598300317652)	(4, 0.019386345307328873)	(5, 0.0210766509799808)	(6, 0.022596534887283044)	(7, 0.024300752540779843)	(8, 0.029865544878728566)	(9, 0.035663362895828894)	(10, 0.04208548105334285)	(12, 0.04620516638103051)	(14, 0.05185690859925969)	(16, 0.05639395335229351)	(18, 0.061207498724619155)	(20, 0.06690967187341099)	(22, 0.07267792693121597)	(24, 0.07758885616945571)	(26, 0.08311886855529227)	(28, 0.08907841334971422)	(30, 0.09410411642992417)	(32, 0.10043058971912963)	(34, 0.10713616448635785)	(36, 0.1135791506151391)	(38, 0.11987606094504921)	(40, 0.12513478970441075)	(42, 0.13087000380770913)	(44, 0.1363826262174896)	(46, 0.1411057437143236)	(48, 0.1459697200172119)	(50, 0.15197969574219652)	(52, 0.15841746487816094)	(54, 0.16343099497513164)	(56, 0.1685592989140725)	(58, 0.1733606713031589)	(60, 0.1781672606850621)	(62, 0.183184268777244)	(64, 0.1888029700409666)	(66, 0.19380954414751483)	(68, 0.1984491897592796)	(70, 0.20413397293201535)	(72, 0.20866927868744356)	(74, 0.2135367329855431)	(76, 0.21832245439617898)	(78, 0.22321251566315142)	(80, 0.22859123525730002)	(82, 0.23368128124891746)	(84, 0.2383365778391327)	(86, 0.2434700987708904)	(88, 0.24880534342489874)	(90, 0.2501791515333298)
TS047_RoL_RNA_498_1 - polya	(1, 0.003120396365399487)	(2, 0.007316668224481958)	(3, 0.011159080701921188)	(4, 0.014483214287054662)	(5, 0.01713537248078481)	(6, 0.019598090803534234)	(7, 0.022368202124478796)	(8, 0.026417926158840328)	(9, 0.03162216110502779)	(10, 0.040400733239530806)	(12, 0.04601780413096872)	(14, 0.0517206591149262)	(16, 0.05705535736848717)	(18, 0.06279753006151613)	(20, 0.06865586871316534)	(22, 0.07440697724916508)	(24, 0.08145557018452337)	(26, 0.08808417850025457)	(28, 0.09480035807709952)	(30, 0.1011251477318239)	(32, 0.10708535499334011)	(34, 0.1126488108269533)	(36, 0.1183588144852874)	(38, 0.12425110934022562)	(40, 0.13009693781171572)	(42, 0.13649142704161227)	(44, 0.14173319252827704)	(46, 0.14758438250554962)	(48, 0.153104946292903)	(50, 0.15922242439070505)	(52, 0.1645499739698894)	(54, 0.17072106712551624)	(56, 0.1770941103322829)	(58, 0.18287917507157164)	(60, 0.18947025284682553)	(62, 0.19578431948998498)	(64, 0.20154078953176718)	(66, 0.20631610401535677)	(68, 0.21127549686414462)	(70, 0.21676567878539732)	(72, 0.22134797906081788)	(74, 0.2257962416916766)	(76, 0.23053045129760058)	(78, 0.2351091772358328)	(80, 0.23968790317406505)	(82, 0.24414331447930038)	(84, 0.24852366470358112)	(86, 0.25260198343544915)	(88, 0.25658022072604436)	(90, 0.2574773793603116)
TS047_RoL_RNA_498_2 - polya	(1, 0.01031911146266703)	(2, 0.013875576965041016)	(3, 0.015498326048536282)	(4, 0.01737842740959027)	(5, 0.018983304807143955)	(6, 0.020345127275892185)	(7, 0.021957153347822504)	(8, 0.026921907702392823)	(9, 0.032451407332717)	(10, 0.039071079805477416)	(12, 0.04313331401999806)	(14, 0.04868068533626381)	(16, 0.05372586227757123)	(18, 0.05899264812455421)	(20, 0.06468299292835258)	(22, 0.07092557282774573)	(24, 0.07662127913732657)	(26, 0.0824152797195861)	(28, 0.08843267637611535)	(30, 0.09385494589079006)	(32, 0.1011591039351129)	(34, 0.10761614406580497)	(36, 0.1140374408246139)	(38, 0.120415845537163)	(40, 0.12505176087040829)	(42, 0.13112455975335643)	(44, 0.13738858567587947)	(46, 0.14284123705665486)	(48, 0.14793645471859868)	(50, 0.153977084566852)	(52, 0.15986223074741357)	(54, 0.16466435275991553)	(56, 0.16951472832445974)	(58, 0.17439012424932218)	(60, 0.1793709631212399)	(62, 0.18414806477342366)	(64, 0.19000282908788454)	(66, 0.1956860252173063)	(68, 0.20116369695839992)	(70, 0.20695591037206526)	(72, 0.21182773195973936)	(74, 0.21705341292905672)	(76, 0.2220414004753511)	(78, 0.22733320668265228)	(80, 0.2327429660171679)	(82, 0.23760763893046538)	(84, 0.24244729148344465)	(86, 0.24757825251727164)	(88, 0.25266810867343303)	(90, 0.2539352112066909)
TS047_RoL_RNA_500_1 - polya	(1, 0.0024960326077996782)	(2, 0.0062454225307855)	(3, 0.01001973717310741)	(4, 0.012800623716176665)	(5, 0.015271731604640256)	(6, 0.017522077693269925)	(7, 0.02052728671036397)	(8, 0.024625622704055026)	(9, 0.029596323874509167)	(10, 0.03747431552180844)	(12, 0.04260168635666084)	(14, 0.04819016449923087)	(16, 0.053289049940556325)	(18, 0.057937510096736755)	(20, 0.06304885789773025)	(22, 0.06817622873258265)	(24, 0.07364720462685398)	(26, 0.0791431052404614)	(28, 0.08500753563282384)	(30, 0.09035922894170105)	(32, 0.09586403124078564)	(34, 0.10110178297555501)	(36, 0.10611165156210872)	(38, 0.11141883644360004)	(40, 0.11697526851845225)	(42, 0.12182846744060769)	(44, 0.12667810568857227)	(46, 0.1317965748379475)	(48, 0.13689546027927293)	(50, 0.14257117493951926)	(52, 0.1484089002754502)	(54, 0.1553290705654055)	(56, 0.16160297848971797)	(58, 0.16708641674365735)	(60, 0.17260368140240998)	(62, 0.17857671235759395)	(64, 0.18315751970414784)	(66, 0.18777927480389678)	(68, 0.1931078237305333)	(70, 0.1978114743366722)	(72, 0.2021857625801557)	(74, 0.20677191093799588)	(76, 0.21154677502795216)	(78, 0.21601008012620737)	(80, 0.22014046218761626)	(82, 0.22405008244919122)	(84, 0.2282766027137536)	(86, 0.23184973926429137)	(88, 0.23558844716470456)	(90, 0.2364928584091855)
TS047_RoL_RNA_500_2 - polya	(1, 0.00896577761260997)	(2, 0.012191748429537944)	(3, 0.013605336083313225)	(4, 0.015196957446631992)	(5, 0.016589181055262057)	(6, 0.018020572079991685)	(7, 0.01977242378189959)	(8, 0.024906915965133735)	(9, 0.029902541854923963)	(10, 0.03497116156562702)	(12, 0.03870096778056306)	(14, 0.04355772737690936)	(16, 0.04742996055948019)	(18, 0.051763301049768645)	(20, 0.056632523005783)	(22, 0.061295225858726904)	(24, 0.06575853095698211)	(26, 0.07037138437125384)	(28, 0.0751854158773097)	(30, 0.07992823389954817)	(32, 0.08522295642137147)	(34, 0.08978061938568471)	(36, 0.09495249864792299)	(38, 0.10036116274385411)	(40, 0.1045431745810306)	(42, 0.1094711476611943)	(44, 0.11434393029139953)	(46, 0.11837639381255949)	(48, 0.12240707699662401)	(50, 0.12711784895114467)	(52, 0.1320315793345449)	(54, 0.13594654060740616)	(56, 0.1400039288479022)	(58, 0.14375865978217434)	(60, 0.14767006038084474)	(62, 0.151585021653706)	(64, 0.15631003630499013)	(66, 0.16056148128888859)	(68, 0.16464557458581613)	(70, 0.1691978965388431)	(72, 0.17326062579062546)	(74, 0.17750316908904673)	(76, 0.18160862643111952)	(78, 0.18592950456173996)	(80, 0.18996018774580448)	(82, 0.19401935632339595)	(84, 0.19775094287542744)	(86, 0.2024634951670435)	(88, 0.20700335476040244)	(90, 0.20795049409517377)
TS047_RoL_RNA_502_1 - polya	(1, 0.00416017166115536)	(2, 0.00819403830034016)	(3, 0.012472620919592921)	(4, 0.01571313413952513)	(5, 0.018851024529106263)	(6, 0.021219243691054285)	(7, 0.02468473773137156)	(8, 0.0291843541390728)	(9, 0.03481676871257252)	(10, 0.04512838964688787)	(12, 0.05141995855379645)	(14, 0.05782007083896098)	(16, 0.06457146896648114)	(18, 0.07099328992729687)	(20, 0.07802690083828248)	(22, 0.08487105421631227)	(24, 0.09203491718120504)	(26, 0.09931127055629034)	(28, 0.10763161387860107)	(30, 0.11565987683760486)	(32, 0.12205209505889622)	(34, 0.12860219455765082)	(36, 0.13499835981087877)	(38, 0.14201618259411805)	(40, 0.14865311679547738)	(42, 0.15600051674542115)	(44, 0.16248549021722214)	(46, 0.1689230993057842)	(48, 0.17555016592730208)	(50, 0.18344225628449384)	(52, 0.19040679413658934)	(54, 0.1980423274179034)	(56, 0.20627978306954597)	(58, 0.21288908804734924)	(60, 0.21941155832254772)	(62, 0.22587482311869755)	(64, 0.23163156919819955)	(66, 0.23759750797034027)	(68, 0.24359107596603707)	(70, 0.24936953072119022)	(72, 0.2550986475771362)	(74, 0.2609007845239088)	(76, 0.26728313516535873)	(78, 0.2728819999673975)	(80, 0.2784295533542608)	(82, 0.2834975423608295)	(84, 0.2884037030579985)	(86, 0.29330789023919923)	(88, 0.2980778783345562)	(90, 0.2990823979624158)
TS047_RoL_RNA_502_2 - polya	(1, 0.018866812656852583)	(2, 0.024167676547679574)	(3, 0.026472743198642314)	(4, 0.028655451859571076)	(5, 0.03083421348856326)	(6, 0.03308402169241388)	(7, 0.03534172396013766)	(8, 0.04177538601676312)	(9, 0.04905765993975329)	(10, 0.05798979321223392)	(12, 0.06385310915402356)	(14, 0.07160902690940334)	(16, 0.07823214649898465)	(18, 0.08554599667746746)	(20, 0.09353281580113716)	(22, 0.10112887876308545)	(24, 0.10791974720997141)	(26, 0.11616904395742368)	(28, 0.12440649960906622)	(30, 0.1321229470450802)	(32, 0.1414754392188066)	(34, 0.1505121688376066)	(36, 0.15883053864394903)	(38, 0.1683468326430435)	(40, 0.17585014035448215)	(42, 0.18458886906207034)	(44, 0.19265660234043996)	(46, 0.20010662512073477)	(48, 0.20746389265051995)	(50, 0.21559872547181141)	(52, 0.2245249381963872)	(54, 0.2312250249087318)	(56, 0.23833165591054414)	(58, 0.2447495298394233)	(60, 0.251810769973965)	(62, 0.25894305668336515)	(64, 0.2675416657572047)	(66, 0.27539231227906247)	(68, 0.28324098528495184)	(70, 0.29182183271507683)	(72, 0.29929751120295944)	(74, 0.30690936229265403)	(76, 0.31337065357283556)	(78, 0.3208088352573206)	(80, 0.3284858123739688)	(82, 0.3354858735134935)	(84, 0.34213267529469427)	(86, 0.34976623506004006)	(88, 0.35641698387317744)	(90, 0.357999743679746)
TS047_RoL_RNA_506_1 - polya	(1, 0.002511302078431621)	(2, 0.0058306791668440135)	(3, 0.008575347735226979)	(4, 0.011006538929048437)	(5, 0.013754690579370973)	(6, 0.015687801055833596)	(7, 0.018321011002150247)	(8, 0.022169816545377627)	(9, 0.02687546024573979)	(10, 0.034386726448427433)	(12, 0.03904012391969601)	(14, 0.04437968853306033)	(16, 0.04921246472421689)	(18, 0.05389198531003226)	(20, 0.0589772849418078)	(22, 0.06411657234364672)	(24, 0.06953102321871185)	(26, 0.07508479737135985)	(28, 0.081451871156898)	(30, 0.08754203992824015)	(32, 0.0922859975299376)	(34, 0.09718146919600647)	(36, 0.10225109495905393)	(38, 0.10787278920952362)	(40, 0.11366167139309276)	(42, 0.11961599996879159)	(44, 0.12497297999185376)	(46, 0.12953930041463305)	(48, 0.1343459534912428)	(50, 0.13994326616813546)	(52, 0.1452305845524062)	(54, 0.15127373171756414)	(56, 0.15774181487934985)	(58, 0.1635097985712816)	(60, 0.169263849935455)	(62, 0.17593395184973593)	(64, 0.18126132567631176)	(66, 0.1859460708850365)	(68, 0.19098434891062782)	(70, 0.1957230818894159)	(72, 0.200184909854008)	(74, 0.20454398690138273)	(76, 0.2095752987630949)	(78, 0.21420257311981672)	(80, 0.2185268193477957)	(82, 0.22276747160922494)	(84, 0.227034246985201)	(86, 0.23109377898577252)	(88, 0.23485028285760123)	(90, 0.23577678265352747)
