Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
TS047_RoL_RNA_478_2 - illumina_universal_adapter	(1, 9.036224765386588e-05)	(2, 0.00010078866084469656)	(3, 0.00035102257742463284)	(4, 0.001195562045881918)	(5, 0.001963641150939778)	(6, 0.0022660071334738674)	(7, 0.0025753240581351776)	(8, 0.002797754206206232)	(9, 0.003027135296404507)	(10, 0.003468520121483006)	(12, 0.0038508219384801308)	(14, 0.004153187921014221)	(16, 0.004401684102062351)	(18, 0.004740542530764349)	(20, 0.0048621840179907064)	(22, 0.005037695306703022)	(24, 0.005171500942652016)	(26, 0.005289666958814764)	(28, 0.005404357503913902)	(30, 0.005550327288585531)	(32, 0.005727576312829653)	(34, 0.0060108272045138866)	(36, 0.006214142261735085)	(38, 0.006495655417887512)	(40, 0.006846677995312146)	(42, 0.007251570374222737)	(44, 0.007884106107799799)	(46, 0.008798154997529287)	(48, 0.00991725668001178)	(50, 0.011632401649903427)	(52, 0.01383932577529592)	(54, 0.016923806344249996)	(56, 0.02195107523776219)	(58, 0.029087955066885787)	(60, 0.038480415616292424)	(62, 0.05283063563793905)	(64, 0.07323512625239469)	(66, 0.10133257206615157)	(68, 0.1382229596708423)	(70, 0.18926372771102207)	(72, 0.25943870169190797)	(74, 0.3517906565296907)	(76, 0.469763784048408)	(78, 0.6162618403217063)	(80, 0.7958168396165332)	(82, 1.015551759877758)	(84, 1.2835992033942285)	(86, 1.6022269150349504)	(88, 1.9652659336620157)	(90, 2.2685998348873206)
TS047_RoL_RNA_478_2 - polya	(1, 0.011858307269038092)	(2, 0.015556208480719372)	(3, 0.017283517599333654)	(4, 0.019466113427280878)	(5, 0.021158667835259055)	(6, 0.022705252458565608)	(7, 0.02441170875079823)	(8, 0.029975937923638202)	(9, 0.03578345007093089)	(10, 0.042239137571586885)	(12, 0.04636278398856042)	(14, 0.05205039238415855)	(16, 0.056622374568337804)	(18, 0.06145849255335143)	(20, 0.06716869151086304)	(22, 0.07295882630283768)	(24, 0.077895732948696)	(26, 0.08345996212153597)	(28, 0.08946557611945444)	(30, 0.09453107519466634)	(32, 0.10089466271213668)	(34, 0.1076388143110723)	(36, 0.11410840369598274)	(38, 0.12045982706473043)	(40, 0.12575818270120423)	(42, 0.13154310428658345)	(44, 0.13711775987261426)	(46, 0.14190695899826916)	(48, 0.14682648828880943)	(50, 0.15288770982374567)	(52, 0.15940421806801483)	(54, 0.16447493034982213)	(56, 0.16966554638332404)	(58, 0.17452946813684656)	(60, 0.17938470121271002)	(62, 0.1844693153787718)	(64, 0.19017256339415617)	(66, 0.19527629265106777)	(68, 0.19998208047119603)	(70, 0.20574267375912997)	(72, 0.21034419744734992)	(74, 0.21529153050639907)	(76, 0.22015197678885798)	(78, 0.22511147399662979)	(80, 0.23057491450862505)	(82, 0.23573772677361804)	(84, 0.24048869571757323)	(86, 0.24576793626319715)	(88, 0.2514920371049632)	(90, 0.25560004390215046)
TS047_RoL_RNA_478_2 - polyg	(1, 0.07435075246381356)	(2, 0.08154845303655035)	(3, 0.08218793971225463)	(4, 0.08288650939604028)	(5, 0.08310198860198412)	(6, 0.0833661244028185)	(7, 0.08364763755897092)	(8, 0.08391524883086891)	(9, 0.08413767897893996)	(10, 0.08444873363913308)	(12, 0.08490402034846603)	(14, 0.08514904105845054)	(16, 0.08539232403290326)	(18, 0.08603528617967116)	(20, 0.08874615360928713)	(22, 0.08926399879776506)	(24, 0.08981659869687908)	(26, 0.09034660803407964)	(28, 0.09080363247894438)	(30, 0.09135101917146299)	(32, 0.09191578321929966)	(34, 0.09234847936671912)	(36, 0.09276206042328874)	(38, 0.09321734713262168)	(40, 0.09365178101557295)	(42, 0.09404972245235632)	(44, 0.09444766388913971)	(46, 0.09481432608635058)	(48, 0.09515492225058439)	(50, 0.0954642391752457)	(52, 0.09577703157097062)	(54, 0.09613152961945885)	(56, 0.09646865031262905)	(58, 0.09678144270835397)	(60, 0.09702472568280668)	(62, 0.09727322186385481)	(64, 0.09752171804490295)	(66, 0.09778759158126912)	(68, 0.09807084247295336)	(70, 0.09839232354633731)	(72, 0.09871206688418946)	(74, 0.09907872908140034)	(76, 0.09946103089839745)	(78, 0.10014396096239686)	(80, 0.10180697386633436)	(82, 0.10300601138327989)	(84, 0.10396176592577269)	(86, 0.10480978086529359)	(88, 0.10558654864801048)	(90, 0.10609918062989299)
TS047_RoL_RNA_498_1 - illumina_universal_adapter	(1, 0.00012143996943713146)	(2, 0.00012858349705108037)	(3, 0.0003714634359253433)	(4, 0.0013965596485270117)	(5, 0.00202876184236149)	(6, 0.0023073594193054976)	(7, 0.0026109593428983264)	(8, 0.0028324086989307425)	(9, 0.0030217121807003884)	(10, 0.003557476751746557)	(12, 0.0039003660772161043)	(14, 0.004202180118905446)	(16, 0.004471848286332018)	(18, 0.004666509413812124)	(20, 0.004775448209924846)	(22, 0.004884387006037567)	(24, 0.0050040410935712105)	(26, 0.005093335188745572)	(28, 0.0052058457486652675)	(30, 0.005302283371453578)	(32, 0.0054076504037593245)	(34, 0.005559450365555739)	(36, 0.005763040902553283)	(38, 0.005975560849068262)	(40, 0.00633809487547617)	(42, 0.006877431210329313)	(44, 0.007543565160330048)	(46, 0.008409717883521354)	(48, 0.009602686995050822)	(50, 0.01134927949666133)	(52, 0.013601276576958723)	(54, 0.01685515340511245)	(56, 0.021505589881793193)	(58, 0.028154428208476138)	(60, 0.03870541849427868)	(62, 0.05277638201185454)	(64, 0.07240679589498614)	(66, 0.1008666099089586)	(68, 0.14010243532857297)	(70, 0.19228233278466278)	(72, 0.2625800021516305)	(74, 0.35708172895656065)	(76, 0.4798986133412807)	(78, 0.633321941787965)	(80, 0.8201680500584126)	(82, 1.0507200461529032)	(84, 1.329664084186187)	(86, 1.6617006053282428)	(88, 2.0422041754490388)	(90, 2.353320875973645)
TS047_RoL_RNA_498_1 - polya	(1, 0.003118149803488699)	(2, 0.007311400512876709)	(3, 0.011151046605374247)	(4, 0.01447278694586049)	(5, 0.01712660745444251)	(6, 0.019587552717447908)	(7, 0.02235566966785311)	(8, 0.026402478061155168)	(9, 0.03160653792791695)	(10, 0.040382361601653184)	(12, 0.04599538842431354)	(14, 0.05170306698785872)	(16, 0.05704106799738204)	(18, 0.06278089243518999)	(20, 0.0686385850786281)	(22, 0.07439091068976045)	(24, 0.08144693009043849)	(26, 0.0880725519523761)	(28, 0.09479461143710202)	(30, 0.10112377690306076)	(32, 0.10708326481499764)	(34, 0.11266057399958825)	(36, 0.11838075373645783)	(38, 0.12428487930938661)	(40, 0.13013364254330728)	(42, 0.13653960093111597)	(44, 0.14179545137307886)	(46, 0.14766564518984138)	(48, 0.15321795202778316)	(50, 0.15934888460245483)	(52, 0.16470295854910955)	(54, 0.1708910393446928)	(56, 0.17728806832298402)	(58, 0.18310289980073846)	(60, 0.18973566519029)	(62, 0.19606483065624875)	(64, 0.2018421586140299)	(66, 0.20664260917060356)	(68, 0.21162521968133297)	(70, 0.21715073829072243)	(72, 0.22178688771217528)	(74, 0.2263033830460945)	(76, 0.23110561948457162)	(78, 0.23574355478792797)	(80, 0.24035648774463547)	(82, 0.24487476896045815)	(84, 0.24934661724679014)	(86, 0.2535345103104677)	(88, 0.2578545586350033)	(90, 0.2609352049185188)
TS047_RoL_RNA_498_2 - illumina_universal_adapter	(1, 0.0001321552608580548)	(2, 0.00014287055227897818)	(3, 0.0004000375463811389)	(4, 0.001446564341824654)	(5, 0.002075194771852158)	(6, 0.0023537923487961655)	(7, 0.0026609640361959686)	(8, 0.0028824133922283847)	(9, 0.0030610015825771075)	(10, 0.003598552035526763)	(12, 0.00396108606193467)	(14, 0.004280758922658884)	(16, 0.004559356499602891)	(18, 0.004759375272793461)	(20, 0.00486295642319572)	(22, 0.004966537573597979)	(24, 0.005095121070649059)	(26, 0.0052058457486652675)	(28, 0.005323713954295425)	(30, 0.005461226860863941)	(32, 0.005602311531239431)	(34, 0.005746967965421897)	(36, 0.005945200856708979)	(38, 0.006179151386065807)	(40, 0.006539899530570227)	(42, 0.007089951156844292)	(44, 0.007777515689686875)	(46, 0.008649026058588642)	(48, 0.009822350469179751)	(50, 0.011549298269851899)	(52, 0.013762005948272572)	(54, 0.017046242768785583)	(56, 0.021703822773080274)	(58, 0.028427668139709684)	(60, 0.03899115959883663)	(62, 0.05316213250300778)	(64, 0.0727746875671045)	(66, 0.10110770396592937)	(68, 0.14002564240672305)	(70, 0.19192337052206188)	(72, 0.26189243761878794)	(74, 0.35586554338028586)	(76, 0.47791628442840994)	(78, 0.6306824083346108)	(80, 0.8160873099089443)	(82, 1.0446855512010198)	(84, 1.321093636931352)	(86, 1.6502441729173725)	(88, 2.0281260684038487)	(90, 2.338644498490787)
TS047_RoL_RNA_498_2 - polya	(1, 0.01034382798499802)	(2, 0.013908448264358527)	(3, 0.015533600796531903)	(4, 0.017426635614228365)	(5, 0.01905178814640174)	(6, 0.020416201920665983)	(7, 0.022034210925225412)	(8, 0.026998962616919902)	(9, 0.03252805299011636)	(10, 0.039171533671088846)	(12, 0.04325405970246064)	(14, 0.048820653595630335)	(16, 0.05388541467392011)	(18, 0.059182340399663226)	(20, 0.06489537660891886)	(22, 0.07117632326348344)	(24, 0.07689293123654606)	(26, 0.08270597683239699)	(28, 0.08877440354044658)	(30, 0.09422491510988959)	(32, 0.10156846149702908)	(34, 0.1080672857438191)	(36, 0.11452146294302193)	(38, 0.12093635074034806)	(40, 0.1256117895636776)	(42, 0.13173557861073532)	(44, 0.1380433134938522)	(46, 0.14355097328420682)	(48, 0.14869074140244307)	(50, 0.15480024339427287)	(52, 0.16075437366049927)	(54, 0.16560661479227407)	(56, 0.1704963594440221)	(58, 0.17541110644241895)	(60, 0.18045800870167383)	(62, 0.18531382159725562)	(64, 0.1912179471701844)	(66, 0.19695777160799235)	(68, 0.20252257961925857)	(70, 0.20838205814460015)	(72, 0.2133128780801284)	(74, 0.218611589687775)	(76, 0.22364956253751245)	(78, 0.22899113531084275)	(80, 0.23449522333739037)	(82, 0.2394171138634012)	(84, 0.2443247173341841)	(86, 0.2495537795475947)	(88, 0.2550221499360726)	(90, 0.2589171583675782)
TS047_RoL_RNA_498_2 - polyg	(1, 0.07062805751911287)	(2, 0.08258632274486334)	(3, 0.08561875021698465)	(4, 0.08893691879366392)	(5, 0.08952983158562168)	(6, 0.08991201031296794)	(7, 0.09038705489929555)	(8, 0.09075494657141392)	(9, 0.09117284293682992)	(10, 0.0916371722317366)	(12, 0.09211043093616073)	(14, 0.0925318990653837)	(16, 0.09283371310707306)	(18, 0.09348198823803891)	(20, 0.09606437347048144)	(22, 0.09664121332530781)	(24, 0.09713054496686332)	(26, 0.09763416366364672)	(28, 0.09808777766713248)	(30, 0.09855746460774961)	(32, 0.0990896574149888)	(34, 0.09949326672517692)	(36, 0.09996116778389058)	(38, 0.1004058523778589)	(40, 0.10089161225560742)	(42, 0.10123450158107697)	(44, 0.10170954616740457)	(46, 0.102066722548102)	(48, 0.10237032247169484)	(50, 0.10270606826955045)	(52, 0.1030328846578886)	(54, 0.10330969635292912)	(56, 0.10362401156794288)	(58, 0.10395797148389499)	(60, 0.1041794208399274)	(62, 0.10443658783402957)	(64, 0.10474375952142936)	(66, 0.10504378768121522)	(68, 0.10536703230574641)	(70, 0.1057331380959613)	(72, 0.1060813850671413)	(74, 0.10646356379448757)	(76, 0.10687074486848266)	(78, 0.10767439172505192)	(80, 0.10932454660387411)	(82, 0.11046215337639548)	(84, 0.11132830609958677)	(86, 0.1123176846741187)	(88, 0.11308204212881123)	(90, 0.11361423493605043)
TS047_RoL_RNA_500_1 - illumina_universal_adapter	(1, 8.540284593597035e-05)	(2, 9.251974976396788e-05)	(3, 0.00030958531651789254)	(4, 0.0011778475835335911)	(5, 0.0017471998897733935)	(6, 0.0020994866292592712)	(7, 0.0024482149168311503)	(8, 0.0027222157142090552)	(9, 0.002946398184790977)	(10, 0.0033929838999978224)	(12, 0.003681218505031722)	(14, 0.0038751541343446548)	(16, 0.004065531311743588)	(18, 0.004216765518088536)	(20, 0.004337752883164494)	(22, 0.0044195972771864656)	(24, 0.004521013156735431)	(26, 0.004634883617983391)	(28, 0.004730961819661358)	(30, 0.004851949184737315)	(32, 0.004987170357469269)	(34, 0.005113495400416225)	(36, 0.0053163271595141545)	(38, 0.005593886408806059)	(40, 0.005880341787882959)	(42, 0.0062112778158848435)	(44, 0.006745045602984659)	(46, 0.007406917658988429)	(48, 0.00858476524252202)	(50, 0.009878262513260572)	(52, 0.011984866046347839)	(54, 0.014949056490708811)	(56, 0.018916730374817434)	(58, 0.024805968292485388)	(60, 0.03373590337066529)	(62, 0.046414667540242885)	(64, 0.06440442119146364)	(66, 0.08853428362028927)	(68, 0.12078809176877407)	(70, 0.1655978974958035)	(72, 0.22538166887693978)	(74, 0.30832206608842294)	(76, 0.41174491251688305)	(78, 0.541681784156548)	(80, 0.7016110677533515)	(82, 0.9008665826777122)	(84, 1.143843017043419)	(86, 1.4304051496777395)	(88, 1.7583716495573927)	(90, 2.0325557072088682)
TS047_RoL_RNA_500_1 - polya	(1, 0.0024944747917131343)	(2, 0.006245083109067832)	(3, 0.010020600589820522)	(4, 0.012799751534653557)	(5, 0.0152693171629687)	(6, 0.017518258772615918)	(7, 0.020521592188030877)	(8, 0.024617370341043453)	(9, 0.029595644568727725)	(10, 0.03748295323610599)	(12, 0.04261424089609221)	(14, 0.048199231175113266)	(16, 0.0532984927678735)	(18, 0.05795116864542689)	(20, 0.06306466404584311)	(22, 0.06819595170582933)	(24, 0.07367062997551643)	(26, 0.07916665895668751)	(28, 0.08503454616287148)	(30, 0.09038645784152563)	(32, 0.09589494140439572)	(34, 0.1011418787515869)	(36, 0.10615573749841115)	(38, 0.1114702854319683)	(40, 0.11704282112929038)	(42, 0.12190544566976969)	(44, 0.126778745565991)	(46, 0.1319331631634182)	(48, 0.13706800927531843)	(50, 0.14277398691941545)	(52, 0.1486472118034704)	(54, 0.155591530713639)	(56, 0.1618917698273738)	(58, 0.16741804564981388)	(60, 0.17296389295778097)	(62, 0.17897055978861087)	(64, 0.1835947680508523)	(66, 0.18826701541393265)	(68, 0.19364917393385578)	(70, 0.19840504491691513)	(72, 0.2028246421941016)	(74, 0.207459525812085)	(76, 0.21230969577086528)	(78, 0.21686273499482672)	(80, 0.22107060438313025)	(82, 0.22505784975276588)	(84, 0.2293689142465754)	(86, 0.2330358989439511)	(88, 0.23711032638547969)	(90, 0.24041968666549854)
TS047_RoL_RNA_500_2 - illumina_universal_adapter	(1, 8.18443940219716e-05)	(2, 8.896129784996913e-05)	(3, 0.000302468412689895)	(4, 0.0011422630643936034)	(5, 0.0016831477553214157)	(6, 0.002024759139065297)	(7, 0.0023628120708951796)	(8, 0.0026439297721010824)	(9, 0.0028681122426830043)	(10, 0.00331291873193285)	(12, 0.0036171663705797446)	(14, 0.003825335807548672)	(16, 0.0040157129849476055)	(18, 0.004166947191292554)	(20, 0.004295051460196509)	(22, 0.004398246565702473)	(24, 0.004503220897165436)	(26, 0.004622429036284395)	(28, 0.004741637175403354)	(30, 0.004883975251963305)	(32, 0.005024534102566256)	(34, 0.005165092953169206)	(36, 0.005394613101622127)	(38, 0.005686406158570026)	(40, 0.005979978441474925)	(42, 0.006312693695433809)	(44, 0.006853578386361621)	(46, 0.007533242701935386)	(48, 0.008753791708436962)	(50, 0.01002415904173452)	(52, 0.012139658704606787)	(54, 0.01509317379322576)	(56, 0.01909643219647437)	(58, 0.02497677398435733)	(60, 0.03391204674040823)	(62, 0.04654277180914684)	(64, 0.06455031771993759)	(66, 0.08868373860067721)	(68, 0.12080054635047308)	(70, 0.16547691013072757)	(72, 0.22515926563231484)	(74, 0.3079270779259691)	(76, 0.41075566288479143)	(78, 0.5404808066355734)	(80, 0.6997126336572331)	(82, 0.8975501054938655)	(84, 1.1389038857867888)	(86, 1.4239216502904337)	(88, 1.7503971588181213)	(90, 2.024759139065297)
TS047_RoL_RNA_500_2 - polya	(1, 0.008995766438588878)	(2, 0.012230399228413754)	(3, 0.01365377999401326)	(4, 0.0152693171629687)	(5, 0.016667788765170215)	(6, 0.018108961790339714)	(7, 0.019859720132027105)	(8, 0.024998124695841322)	(9, 0.029997749635009587)	(10, 0.035073881290328825)	(12, 0.038824489607683525)	(14, 0.043713802537517825)	(16, 0.04760674893143248)	(18, 0.05197830710777995)	(20, 0.05688541229718425)	(22, 0.06159502340536162)	(24, 0.06609646507657005)	(26, 0.07073846559838146)	(28, 0.07560286936481775)	(30, 0.0803872079631891)	(32, 0.08573556118992924)	(34, 0.09034731487047165)	(36, 0.09556044692447983)	(38, 0.10103334596820993)	(40, 0.10526612451991146)	(42, 0.11025507410333774)	(44, 0.11515684161487102)	(46, 0.11922237292661461)	(48, 0.1232879042383582)	(50, 0.12806156748098754)	(52, 0.13302204944910184)	(54, 0.13698082720342547)	(56, 0.14110685219770702)	(58, 0.1449037203899437)	(60, 0.14887495272596635)	(62, 0.15286397732155893)	(64, 0.15768923811694127)	(66, 0.16200919874053576)	(68, 0.16615123676843033)	(70, 0.17074519818940273)	(72, 0.17487656086155529)	(74, 0.17917161232175183)	(76, 0.18333500106113038)	(78, 0.18771723459321984)	(80, 0.19180767506836144)	(82, 0.195914128577116)	(84, 0.19971099676935267)	(86, 0.204516686079208)	(88, 0.20932415461502035)	(90, 0.21254633282314622)
TS047_RoL_RNA_500_2 - polyg	(1, 0.07504419241431995)	(2, 0.08631380962595404)	(3, 0.0890217915325071)	(4, 0.09125649933449832)	(5, 0.0918899037751901)	(6, 0.09221016444744999)	(7, 0.09262650332138785)	(8, 0.09297167315704573)	(9, 0.09336310286758559)	(10, 0.09380613013087843)	(12, 0.09437726166307524)	(14, 0.09472776917660411)	(16, 0.09497330235867003)	(18, 0.09572947339039478)	(20, 0.09889293714193967)	(22, 0.0996686796591914)	(24, 0.1005689679934331)	(26, 0.1013945288374808)	(28, 0.10203327095604359)	(30, 0.10267023384864936)	(32, 0.10323246925106117)	(34, 0.10373421097093499)	(36, 0.10424484882059382)	(38, 0.10468609685792966)	(40, 0.10518250089993249)	(42, 0.10558282674025735)	(44, 0.1060454254890772)	(46, 0.10643151752174605)	(48, 0.10681227187654392)	(50, 0.10715210403433081)	(52, 0.10746346857680569)	(54, 0.10772501479248461)	(56, 0.1080043532677335)	(58, 0.10826767870936942)	(60, 0.10847584814633834)	(62, 0.10872849823223227)	(64, 0.10906477193810515)	(66, 0.10941172099972002)	(68, 0.10969995560475393)	(70, 0.10998107330595983)	(72, 0.11028354171864971)	(74, 0.11061447774665159)	(76, 0.11089915389977151)	(78, 0.11154679214811927)	(80, 0.11296127678393378)	(82, 0.1140875268147144)	(84, 0.1149646852115151)	(86, 0.11576711611812182)	(88, 0.11634358532818961)	(90, 0.1166496121927935)
TS047_RoL_RNA_502_1 - illumina_universal_adapter	(1, 7.493705681632991e-05)	(2, 7.493705681632991e-05)	(3, 0.00029580417164340754)	(4, 0.0008519160143330137)	(5, 0.001262097799011872)	(6, 0.0015500138594114555)	(7, 0.0018024334192138299)	(8, 0.0019523075328464897)	(9, 0.0020982375908572375)	(10, 0.0024729228749388868)	(12, 0.00275097879628369)	(14, 0.0029757899667326795)	(16, 0.0031927130259378454)	(18, 0.003344559167381461)	(20, 0.0034589367804169118)	(22, 0.0035930346715619234)	(24, 0.00370938431240833)	(26, 0.0037902374526575283)	(28, 0.0038947549266381987)	(30, 0.004007160511862694)	(32, 0.004115622041465277)	(34, 0.004229999654500728)	(36, 0.004431146491218244)	(38, 0.004640181439179586)	(40, 0.004861048554006663)	(42, 0.005103607974754258)	(44, 0.00542702053575105)	(46, 0.005872698821027117)	(48, 0.00643078269152768)	(50, 0.007152544870337594)	(52, 0.008049817524322597)	(54, 0.009215285960597622)	(56, 0.010848124988069231)	(58, 0.01293650243987169)	(60, 0.015957649046256357)	(62, 0.019605900496525053)	(64, 0.024685844137547836)	(66, 0.03156822119778445)	(68, 0.040594192488530294)	(70, 0.05206350623705068)	(72, 0.06747293155186125)	(74, 0.08787355925620159)	(76, 0.1153517947740632)	(78, 0.1514951204932657)	(80, 0.19780227755013563)	(82, 0.25745414680374523)	(84, 0.33743170670487876)	(86, 0.43882943268861696)	(88, 0.5657432265183155)	(90, 0.6786891473630123)
TS047_RoL_RNA_502_1 - polya	(1, 0.004160978681117266)	(2, 0.008191803526711432)	(3, 0.01246715982086415)	(4, 0.015705229486453982)	(5, 0.018840753705874104)	(6, 0.021207187079021365)	(7, 0.024685844137547836)	(8, 0.029189955657771455)	(9, 0.034822067085861934)	(10, 0.045125912398107294)	(12, 0.051414709087246144)	(14, 0.0578237994728533)	(16, 0.06457405066975586)	(18, 0.07099102916660685)	(20, 0.07802919642390899)	(22, 0.08487410495573744)	(24, 0.09203650996512981)	(26, 0.09931132055974667)	(28, 0.10763130589417026)	(30, 0.11566929125162712)	(32, 0.12206852149817951)	(34, 0.1286195978861755)	(36, 0.1350306602995936)	(38, 0.1420629114734629)	(40, 0.14870667316857383)	(42, 0.15605839284781797)	(44, 0.16255622448491816)	(46, 0.16900081137112255)	(48, 0.1756426010384225)	(50, 0.18356423675503297)	(52, 0.190562963456116)	(54, 0.19822034744605832)	(56, 0.20649892019645183)	(58, 0.2131269056690751)	(60, 0.21969573030736972)	(62, 0.22619158991665894)	(64, 0.2319814635696259)	(66, 0.23797840014274327)	(68, 0.2440206933555126)	(70, 0.24982831525877816)	(72, 0.2556122728283123)	(74, 0.2615066639552599)	(76, 0.267965055036141)	(78, 0.27362083079796296)	(80, 0.2792509701982424)	(82, 0.28443937536886776)	(84, 0.2894246616749647)	(86, 0.29443952839822596)	(88, 0.29973245104283197)	(90, 0.3037198912765851)
TS047_RoL_RNA_502_2 - illumina_universal_adapter	(1, 7.493705681632991e-05)	(2, 9.071327930397831e-05)	(3, 0.000315524449752968)	(4, 0.0009071327930397831)	(5, 0.0013173145777186416)	(6, 0.001581566304386752)	(7, 0.0018300418085672146)	(8, 0.0019799159221998743)	(9, 0.002125845980210622)	(10, 0.002522223570212788)	(12, 0.002823943825289064)	(14, 0.0030408668844942293)	(16, 0.0032479298046446145)	(18, 0.0034037200017101423)	(20, 0.003535845865044198)	(22, 0.00368966403429877)	(24, 0.003811929758578045)	(26, 0.0038927828988272427)	(28, 0.004007160511862694)	(30, 0.004129426236141969)	(32, 0.004241831821366464)	(34, 0.004370013629078607)	(36, 0.0045790485770399484)	(38, 0.0047959716362451135)	(40, 0.005034587001370796)	(42, 0.005304754811471775)	(44, 0.00566169184525482)	(46, 0.006154698797993833)	(48, 0.006712782668494394)	(50, 0.007438488902926222)	(52, 0.008371258057508432)	(54, 0.009556446771893018)	(56, 0.011203089994041321)	(58, 0.013234278639326053)	(60, 0.01620612455043682)	(62, 0.019818879500108307)	(64, 0.024963900058892638)	(66, 0.03182261278539778)	(68, 0.04082491974241215)	(70, 0.05223704468441481)	(72, 0.06768788258325548)	(74, 0.08801554525859043)	(76, 0.11542475980306857)	(78, 0.15164499460689834)	(80, 0.19774114468799603)	(82, 0.2571682027711566)	(84, 0.3365285179674609)	(86, 0.4372064538002001)	(88, 0.5634398980351188)	(90, 0.6762596090999144)
TS047_RoL_RNA_502_2 - polya	(1, 0.018903858595824698)	(2, 0.02420466935167456)	(3, 0.026507997834871226)	(4, 0.02870878087189818)	(5, 0.030893787686437482)	(6, 0.03316556372465885)	(7, 0.0354294516516364)	(8, 0.04187403853784077)	(9, 0.04915870927151242)	(10, 0.05809988336638715)	(12, 0.06397652624303618)	(14, 0.07175025987382494)	(16, 0.07839007751331395)	(18, 0.0857417971925581)	(20, 0.09375414618847253)	(22, 0.10137603367781767)	(24, 0.10819727787591464)	(26, 0.1164738785984972)	(28, 0.12475047932107972)	(30, 0.1325044926737589)	(32, 0.1419051492485864)	(34, 0.15097056109555138)	(36, 0.15933984712524885)	(38, 0.16890812606400762)	(40, 0.17645113244091448)	(42, 0.1852325722831018)	(44, 0.193343522669564)	(46, 0.20085300457368466)	(48, 0.20828952144879992)	(50, 0.216497101197999)	(52, 0.22552701654436674)	(54, 0.23232459640873226)	(56, 0.23950672169623421)	(58, 0.2459907491386577)	(60, 0.25313146184212953)	(62, 0.2603333074077411)	(64, 0.2690200899150025)	(66, 0.27695552982628957)	(68, 0.2848751935150891)	(70, 0.29352056343832045)	(72, 0.30106751387084923)	(74, 0.30877814261168735)	(76, 0.3153371071109272)	(78, 0.3228544771262917)	(80, 0.3306045464233489)	(82, 0.33766637801438254)	(84, 0.3443811327106879)	(86, 0.3521489502580438)	(88, 0.3592364182106198)	(90, 0.36492769047303897)
TS047_RoL_RNA_502_2 - polyg	(1, 0.07027912712685172)	(2, 0.07896788166192407)	(3, 0.07995783962302401)	(4, 0.08097146191785541)	(5, 0.08128698636760838)	(6, 0.08153151781616694)	(7, 0.08190620310024858)	(8, 0.08224144782811112)	(9, 0.08258063661159555)	(10, 0.08299081839627442)	(12, 0.083458188987471)	(14, 0.08377962952065683)	(16, 0.08409712599822075)	(18, 0.08472620286991574)	(20, 0.08677513976549908)	(22, 0.0872089858839094)	(24, 0.08780059422719622)	(26, 0.08832515362491053)	(28, 0.08881027246640572)	(30, 0.08939004864282679)	(32, 0.08993827237427257)	(34, 0.09030309751929945)	(36, 0.09076455202706316)	(38, 0.09133052400880755)	(40, 0.09175056593254119)	(42, 0.09211144702194615)	(44, 0.09255120922378934)	(46, 0.09295153086941343)	(48, 0.09335776859847036)	(50, 0.0937285098269301)	(52, 0.09412685944474322)	(54, 0.09457056570220834)	(56, 0.0949669432922105)	(58, 0.09530021599226207)	(60, 0.09560982435858217)	(62, 0.09596478936455427)	(64, 0.09632764248177017)	(66, 0.09670627182147375)	(68, 0.09716969835704842)	(70, 0.09762523678137926)	(72, 0.09804330667730193)	(74, 0.09831939057083579)	(76, 0.09866252340994214)	(78, 0.09935470517158772)	(80, 0.10054580996940518)	(82, 0.10153971198612702)	(84, 0.10226936227618076)	(86, 0.10310747409583709)	(88, 0.10367541810539242)	(90, 0.10409940408474798)
TS047_RoL_RNA_506_1 - illumina_universal_adapter	(1, 5.5682498117322536e-05)	(2, 6.960312264665317e-05)	(3, 0.0003445354571009332)	(4, 0.0013189791741540775)	(5, 0.0019697683709002847)	(6, 0.00230386335960422)	(7, 0.002620557567646492)	(8, 0.002989454117673754)	(9, 0.0031773825488197174)	(10, 0.0037568285448531047)	(12, 0.0042092488420563505)	(14, 0.0044963617229737945)	(16, 0.004712131403178419)	(18, 0.004926161005316878)	(20, 0.0051262699829260055)	(22, 0.005267216306285479)	(24, 0.005369880912189292)	(26, 0.005505607001350266)	(28, 0.005599571216923248)	(30, 0.005691795354430063)	(32, 0.005820561131326372)	(34, 0.005945846752090348)	(36, 0.0060954934657806515)	(38, 0.006311263145985276)	(40, 0.006666239071483207)	(42, 0.007162161320340611)	(44, 0.007765968409300328)	(46, 0.00855248369520751)	(48, 0.009676574125950958)	(50, 0.011247864619699153)	(52, 0.013769237737574163)	(54, 0.017148469342069175)	(56, 0.021773596841939278)	(58, 0.02846593708441498)	(60, 0.0381494715226306)	(62, 0.053023658832220384)	(64, 0.07327468736626412)	(66, 0.10087928580792677)	(68, 0.1388269082748821)	(70, 0.19063077238271986)	(72, 0.2595239431783772)	(74, 0.35251023487817346)	(76, 0.47089818618786583)	(78, 0.6187091175183648)	(80, 0.7992839787567094)	(82, 1.0233085893072271)	(84, 1.2960814868813948)	(86, 1.6181577563823193)	(88, 1.9846007963362866)	(90, 2.2895912393055236)
