Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
TS047_RoL_RNA_262_2 - polya	(1, 0.010928721350374355)	(2, 0.014184750573045506)	(3, 0.015731103832478444)	(4, 0.017704876082720936)	(5, 0.01930682856047056)	(6, 0.02088793133135143)	(7, 0.022444709444218745)	(8, 0.02718454280571656)	(9, 0.03249774310610524)	(10, 0.038525045866748896)	(12, 0.04292607149162938)	(14, 0.048406069446968125)	(16, 0.0533682996817327)	(18, 0.058334004867642064)	(20, 0.06336920907644729)	(22, 0.06953550988288268)	(24, 0.07496512104662192)	(26, 0.08085516323704625)	(28, 0.08614925130613857)	(30, 0.09168484847979401)	(32, 0.09827335585032176)	(34, 0.10459081703155565)	(36, 0.10965382084951922)	(38, 0.1151233939514236)	(40, 0.12000396283428552)	(42, 0.1256090590308368)	(44, 0.13119330552051936)	(46, 0.13618333536444227)	(48, 0.14098398037097398)	(50, 0.14673502451560658)	(52, 0.15326793266781763)	(54, 0.15825969998731296)	(56, 0.1631837057594848)	(58, 0.16881833904076685)	(60, 0.17417323875489304)	(62, 0.1799920444468491)	(64, 0.1864589285273091)	(66, 0.19213178627118388)	(68, 0.19743282424256575)	(70, 0.20278772395669198)	(72, 0.20808007455021188)	(74, 0.2140344033368149)	(76, 0.21891149726853204)	(78, 0.22395017642848206)	(80, 0.22945797399297913)	(82, 0.23469993779489956)	(84, 0.23955270706860315)	(86, 0.24499969298806634)	(88, 0.2507350998525474)	(90, 0.2551691375133034)
TS047_RoL_RNA_286_1 - illumina_universal_adapter	(1, 8.738307895788052e-05)	(2, 0.00011915874403347344)	(3, 0.0004011677715793606)	(4, 0.0017039700396786703)	(5, 0.0025698569129885772)	(6, 0.003264949586517172)	(7, 0.0036859771487687785)	(8, 0.004043453380869199)	(9, 0.004297658701473942)	(10, 0.004992751375002537)	(12, 0.005465414393001982)	(14, 0.0059082877249930586)	(16, 0.006261791998959029)	(18, 0.0065497589637065895)	(20, 0.006758286765765169)	(22, 0.006901277258605337)	(24, 0.0070561836258488525)	(26, 0.00717732834894955)	(28, 0.007270669365109105)	(30, 0.007371954297537557)	(32, 0.007507000874108827)	(34, 0.007705598780831283)	(36, 0.007928028436360434)	(38, 0.008202093547637422)	(40, 0.008503962365855555)	(42, 0.009044148672140633)	(44, 0.0097610871154087)	(46, 0.010549520805096848)	(48, 0.011876154822002853)	(50, 0.01364367619183271)	(52, 0.016100332297989486)	(54, 0.019589697519103035)	(56, 0.02454272931276108)	(58, 0.03171807168264341)	(60, 0.04181478926041306)	(62, 0.05549222709638858)	(64, 0.07498063968306316)	(66, 0.10272675323125746)	(68, 0.14042857984344845)	(70, 0.19105714420420408)	(72, 0.2570512286080761)	(74, 0.34571327808524926)	(76, 0.4574265865956978)	(78, 0.5984311003686414)	(80, 0.7698707433468013)	(82, 0.9807062530814947)	(84, 1.236468581274942)	(86, 1.5402379814604088)	(88, 1.8916768371964665)	(90, 2.185593795229432)
TS047_RoL_RNA_286_1 - polya	(1, 0.003920322678701276)	(2, 0.008853494681687077)	(3, 0.012849284564942887)	(4, 0.016042738905039974)	(5, 0.019117034501103587)	(6, 0.021472405674831913)	(7, 0.02476118701015578)	(8, 0.029003238297747435)	(9, 0.03490954004367327)	(10, 0.043661749792931887)	(12, 0.049707070073563446)	(14, 0.0561734179164466)	(16, 0.062365700648052774)	(18, 0.06851429184018)	(20, 0.07488332670876915)	(22, 0.08106766552410644)	(24, 0.08748833584844343)	(26, 0.09432804775596479)	(28, 0.10213493146922453)	(30, 0.10937581114832527)	(32, 0.11699005489206421)	(34, 0.12345243077681294)	(36, 0.1296546434037552)	(38, 0.1357893327424119)	(40, 0.14212063400872377)	(42, 0.14934959781342116)	(44, 0.15556372631476678)	(46, 0.16200425642977606)	(48, 0.16917959879965835)	(50, 0.17671440338070832)	(52, 0.18315493349571757)	(54, 0.189853640889466)	(56, 0.19753143596335615)	(58, 0.2039322464970209)	(60, 0.2112426354434745)	(62, 0.21798702035576908)	(64, 0.22427860204073646)	(66, 0.2300856048333011)	(68, 0.2366194759644699)	(70, 0.24234306763621105)	(72, 0.24749668331565877)	(74, 0.2530594106829548)	(76, 0.25853475497129286)	(78, 0.2639783235945554)	(80, 0.2690981776298603)	(82, 0.2745496901693917)	(84, 0.2796119508117471)	(86, 0.28474570670052257)	(88, 0.2897503739499285)	(90, 0.29371041620997423)
TS047_RoL_RNA_286_2 - illumina_universal_adapter	(1, 8.738307895788052e-05)	(2, 0.00011915874403347344)	(3, 0.000417055604117157)	(4, 0.0017595774535609577)	(5, 0.002629436285005314)	(6, 0.0033086411259961126)	(7, 0.003709808897575473)	(8, 0.004055369255272546)	(9, 0.004297658701473942)	(10, 0.004968919626195842)	(12, 0.005415764916321368)	(14, 0.005844736394841872)	(16, 0.0061942687106733944)	(18, 0.0065020954660932)	(20, 0.0067384269750929236)	(22, 0.006899291279538112)	(24, 0.007076043416521098)	(26, 0.0071932161814873465)	(28, 0.007292515134848574)	(30, 0.007411673878882048)	(32, 0.007558636329856665)	(34, 0.007794967838856387)	(36, 0.00801342553625109)	(38, 0.008321252291670895)	(40, 0.008660854712166294)	(42, 0.009214942871921945)	(44, 0.009929895336122787)	(46, 0.010754076649020977)	(48, 0.012128374163540371)	(50, 0.013903839449639126)	(52, 0.016402201116207618)	(54, 0.01998887931161517)	(56, 0.024914107398332073)	(58, 0.032069589977542154)	(60, 0.042154391680908454)	(62, 0.055889422909833494)	(64, 0.07536591962210473)	(66, 0.10293925299145049)	(68, 0.1405874581688264)	(70, 0.1912835458178677)	(72, 0.257394802986706)	(74, 0.3458681844524928)	(76, 0.45730742785166434)	(78, 0.598542315196406)	(80, 0.7696979631679528)	(82, 0.979893987643)	(84, 1.234796386900339)	(86, 1.5377257179403698)	(88, 1.8879292946966137)	(90, 2.1825314155077717)
TS047_RoL_RNA_286_2 - polya	(1, 0.014326852990957956)	(2, 0.018334558748617114)	(3, 0.0199670335418757)	(4, 0.022620301575687708)	(5, 0.024657916098660103)	(6, 0.02660814754267462)	(7, 0.02893968696759625)	(8, 0.03662542595775529)	(9, 0.04370742731147806)	(10, 0.051287909411074195)	(12, 0.0560919927746904)	(14, 0.06201418235315403)	(16, 0.06657001833336716)	(18, 0.07200564304036078)	(20, 0.07879173351306709)	(22, 0.08501380593068163)	(24, 0.09092010767660746)	(26, 0.09781939895614558)	(28, 0.1037654202834159)	(30, 0.10997954878476154)	(32, 0.11785991372350857)	(34, 0.12492801322376078)	(36, 0.13185908016837447)	(38, 0.1381208721673335)	(40, 0.1438782254832175)	(42, 0.15109328743444433)	(44, 0.15786944801181452)	(46, 0.1639167542715133)	(48, 0.1699660465102793)	(50, 0.17622982448830554)	(52, 0.18349254993714575)	(54, 0.18919230986008023)	(56, 0.19498541079917425)	(58, 0.20014498441582368)	(60, 0.2054038569858343)	(62, 0.21079976211148344)	(64, 0.21662066675751857)	(66, 0.2225666880847889)	(68, 0.22831212552626956)	(70, 0.23471690801806877)	(72, 0.24020814013894465)	(74, 0.24590392810374467)	(76, 0.25068020776041977)	(78, 0.25621513142077457)	(80, 0.26195659690412076)	(82, 0.2673127824484254)	(84, 0.2725140616254865)	(86, 0.2781661580508076)	(88, 0.2834945398881711)	(90, 0.2878398620872584)
TS047_RoL_RNA_286_2 - polyg	(1, 0.07954243360047797)	(2, 0.08828074149626602)	(3, 0.08944849718779406)	(4, 0.09059242113051541)	(5, 0.09090620582313688)	(6, 0.09126368205523731)	(7, 0.09167676570122002)	(8, 0.09201438214264819)	(9, 0.09236788641661416)	(10, 0.09282664758114303)	(12, 0.0934383291338482)	(14, 0.09381765113568809)	(16, 0.09411753397483899)	(18, 0.09477886500422478)	(20, 0.09701904939205408)	(22, 0.0975294460123308)	(24, 0.09815701539757374)	(26, 0.09864755222717822)	(28, 0.09905864989409369)	(30, 0.0995193970376898)	(32, 0.10011519075785716)	(34, 0.10055806408984824)	(36, 0.1010088813381082)	(38, 0.10142593694222536)	(40, 0.10191647377182983)	(42, 0.10230969762714029)	(44, 0.10282208022648423)	(46, 0.10321331810272746)	(48, 0.1036363316440463)	(50, 0.10394813035760056)	(52, 0.1042341113432809)	(54, 0.10463329313579303)	(56, 0.10496495164001952)	(58, 0.10525490458383432)	(60, 0.1055369136113802)	(62, 0.10589438984348062)	(64, 0.10626973988718606)	(66, 0.10669473940757213)	(68, 0.10705817357687421)	(70, 0.1073799021857646)	(72, 0.10777908397827674)	(74, 0.1081484760847805)	(76, 0.10852382612848593)	(78, 0.10906997037197269)	(80, 0.11070244516523128)	(82, 0.11273608773006921)	(84, 0.11393760506574008)	(86, 0.11518678589902433)	(88, 0.11610033626994762)	(90, 0.11670407390638389)
TS047_RoL_RNA_288_1 - illumina_universal_adapter	(1, 7.002045453077855e-05)	(2, 8.16905302859083e-05)	(3, 0.00034621224740218276)	(4, 0.0013731789138536014)	(5, 0.0020772734844130966)	(6, 0.002493506186346058)	(7, 0.0028513885095033708)	(8, 0.0031509204538850344)	(9, 0.0034348922972598584)	(10, 0.004162327019329613)	(12, 0.0046388551126640785)	(14, 0.005103713130243414)	(16, 0.005362399809482124)	(18, 0.005638591602353528)	(20, 0.005864213066952702)	(22, 0.006035374178027939)	(24, 0.006198755238599756)	(26, 0.006292115844640794)	(28, 0.006443826829457481)	(30, 0.006599427839525877)	(32, 0.00674141376121329)	(34, 0.0069145198849143805)	(36, 0.007112911172751587)	(38, 0.007340477649976617)	(40, 0.007665294758494395)	(42, 0.008027067106903419)	(44, 0.008701986488075089)	(46, 0.009446926323777537)	(48, 0.010563363571018284)	(50, 0.012092143494940283)	(52, 0.014101341537448457)	(54, 0.017230866852449088)	(56, 0.021579915083860778)	(58, 0.027623069312392133)	(60, 0.036235585219677895)	(62, 0.04834912385350258)	(64, 0.06587368761245577)	(66, 0.08944724063781788)	(68, 0.12297925830755738)	(70, 0.16815995659354221)	(72, 0.22943563435847686)	(74, 0.31002334248552543)	(76, 0.4143363146227528)	(78, 0.5470464710974625)	(80, 0.7116178793963023)	(82, 0.9127010647076914)	(84, 1.1560046390885141)	(86, 1.4433024540535504)	(88, 1.7753783496910192)	(90, 2.050385629873278)
TS047_RoL_RNA_288_1 - polya	(1, 0.0031898207064021337)	(2, 0.007636119569106571)	(3, 0.011448344315782292)	(4, 0.014762645830239143)	(5, 0.017944686486137857)	(6, 0.020442082697735623)	(7, 0.023826404666723252)	(8, 0.028521665145537126)	(9, 0.033275276003126644)	(10, 0.04066826899400135)	(12, 0.046701698159403435)	(14, 0.052931573600016865)	(16, 0.058276468295866295)	(18, 0.06365442820635527)	(20, 0.06936304026323956)	(22, 0.07522530831756641)	(24, 0.0812198372304514)	(26, 0.08786400036037194)	(28, 0.09412110597774734)	(30, 0.10058243792083751)	(32, 0.10658474688422592)	(34, 0.11238088450927369)	(36, 0.11817896714694734)	(38, 0.12378254852203549)	(40, 0.13012912472020022)	(42, 0.13631426487041898)	(44, 0.14206177717982038)	(46, 0.14813605161036542)	(48, 0.15438148715198569)	(50, 0.16086032420870858)	(52, 0.16629079946009562)	(54, 0.1722289230068308)	(56, 0.17828763733636901)	(58, 0.18417130052958025)	(60, 0.19076294831860272)	(62, 0.1982298517892599)	(64, 0.2039345738208925)	(66, 0.2091121974309184)	(68, 0.21515146163419804)	(70, 0.22126269130463433)	(72, 0.22665815632875597)	(74, 0.2318318899135302)	(76, 0.23721762987452255)	(78, 0.24250028416634464)	(80, 0.24733947557947178)	(82, 0.25235177311629997)	(84, 0.25715595430216176)	(86, 0.26173840404867604)	(88, 0.26635391900982985)	(90, 0.26961765019601447)
TS047_RoL_RNA_288_2 - illumina_universal_adapter	(1, 8.947058078932814e-05)	(2, 0.00010114065654445789)	(3, 0.00036177234840902245)	(4, 0.0013731789138536014)	(5, 0.002057823358154547)	(6, 0.0024701660348357985)	(7, 0.002828048357993111)	(8, 0.003119800251871355)	(9, 0.003411552145749599)	(10, 0.004119536741560804)	(12, 0.00459606483489527)	(14, 0.005070647915603879)	(16, 0.005329334594842588)	(18, 0.0056016363624622825)	(20, 0.005807807700802909)	(22, 0.005973133774000581)	(24, 0.0061287347840689775)	(26, 0.00625516060474955)	(28, 0.006420486677947221)	(30, 0.006589702776396603)	(32, 0.00675308383696842)	(34, 0.006965090213186609)	(36, 0.007151811425268686)	(38, 0.007385212940371281)	(40, 0.007731425187773464)	(42, 0.008130152776073731)	(44, 0.00882452228350395)	(46, 0.009571407131832256)	(48, 0.010687844379073002)	(50, 0.01219717417673645)	(52, 0.014210262244496334)	(54, 0.017355347660503805)	(56, 0.02169856085403793)	(58, 0.027726154981562445)	(60, 0.03647482177265805)	(62, 0.048697281113530624)	(64, 0.06641829114769515)	(66, 0.08994710888266261)	(68, 0.12337798589585763)	(70, 0.16851978392932537)	(72, 0.2300385882724919)	(74, 0.3106846467783161)	(76, 0.41449969568332456)	(78, 0.5476941603018721)	(80, 0.7115517489670233)	(82, 0.9118102489250499)	(84, 1.1540829666141694)	(86, 1.4399550873244538)	(88, 1.771680880689269)	(90, 2.0472658296214066)
TS047_RoL_RNA_288_2 - polya	(1, 0.010160745957466308)	(2, 0.013587858204222748)	(3, 0.015081627900879356)	(4, 0.016956620072203537)	(5, 0.018578760602166573)	(6, 0.02017756098061935)	(7, 0.02200587284892301)	(8, 0.027214616660962594)	(9, 0.03316246527082706)	(10, 0.03911031388069153)	(12, 0.04274359746578859)	(14, 0.04737078250269754)	(16, 0.051770401062381455)	(18, 0.056525956932596835)	(20, 0.06152852940629579)	(22, 0.0668656440516418)	(24, 0.07172234057840163)	(26, 0.07714892580453697)	(28, 0.0821573333161135)	(30, 0.08691677921158057)	(32, 0.09337616614204489)	(34, 0.09906338306004481)	(36, 0.1052601932860187)	(38, 0.11130918255242761)	(40, 0.11567768091009786)	(42, 0.12108092598472293)	(44, 0.12656780660225977)	(46, 0.13189325117185063)	(48, 0.1360672482669354)	(50, 0.14121764170019935)	(52, 0.14730164119387365)	(54, 0.15213499756912324)	(56, 0.15708116467667238)	(58, 0.16157803386764907)	(60, 0.1663044145484766)	(62, 0.17158706884029867)	(64, 0.17694946864978078)	(66, 0.18221850785322188)	(68, 0.18750505217029567)	(70, 0.19310474352013207)	(72, 0.1975471523575848)	(74, 0.20247775936412712)	(76, 0.20718857994394785)	(78, 0.21212113196311602)	(80, 0.21676387710103182)	(82, 0.2209864995117629)	(84, 0.2258081858112574)	(86, 0.23126005620152884)	(88, 0.23644740487468402)	(90, 0.24038022040416274)
TS047_RoL_RNA_288_2 - polyg	(1, 0.06779147006154876)	(2, 0.07887804202892203)	(3, 0.08119260705368943)	(4, 0.08386505440161414)	(5, 0.08445244821462235)	(6, 0.08479866046202453)	(7, 0.08518377296194381)	(8, 0.08561945579013532)	(9, 0.08595399796178237)	(10, 0.08646553628238222)	(12, 0.08703542498175773)	(14, 0.08737191216603063)	(16, 0.0877103443629294)	(18, 0.08841443893348888)	(20, 0.09074845408451485)	(22, 0.09127555250612154)	(24, 0.09181237599085751)	(26, 0.09229668413469538)	(28, 0.09288213293507773)	(30, 0.09342479145769128)	(32, 0.09401607529595118)	(34, 0.09445564814939439)	(36, 0.09486215578819808)	(38, 0.09524337826286565)	(40, 0.09562654575015908)	(42, 0.09595914290918028)	(44, 0.09638315566161666)	(46, 0.09678382826254278)	(48, 0.09707363514379516)	(50, 0.09732065174727875)	(52, 0.09762018369166042)	(54, 0.09791582561079037)	(56, 0.09826398287081842)	(58, 0.09851099947430199)	(60, 0.09876579612828898)	(62, 0.09909450326205847)	(64, 0.09934735490341962)	(66, 0.09969356715082181)	(68, 0.10002616430984301)	(70, 0.1003412563552315)	(72, 0.10066023842587171)	(74, 0.10097338545863437)	(76, 0.1013429378575468)	(78, 0.10207620761749413)	(80, 0.10378003867774308)	(82, 0.10496455136688874)	(84, 0.10603430831110897)	(86, 0.10718575578561511)	(88, 0.10806490149250154)	(90, 0.1087495459368025)
TS047_RoL_RNA_289_1 - illumina_universal_adapter	(1, 0.00010872148247869298)	(2, 0.0001120160728568352)	(3, 0.0003096914955453679)	(4, 0.0010213230172240856)	(5, 0.0017131869966339499)	(6, 0.00205582439596074)	(7, 0.002414934747178241)	(8, 0.002790518050286453)	(9, 0.0030639690516722565)	(10, 0.003538390066124735)	(12, 0.003945271977825298)	(14, 0.004375216022172857)	(16, 0.004795276295385989)	(18, 0.005045665164124797)	(20, 0.0052664027194603245)	(22, 0.005399833629775084)	(24, 0.005518438883388204)	(26, 0.005618923889921542)	(28, 0.005742471029101874)	(30, 0.005872607349038492)	(32, 0.0060241585064330335)	(34, 0.006172415073449433)	(36, 0.006351970249058184)	(38, 0.006696254943574045)	(40, 0.007065249065925972)	(42, 0.007633565906155503)	(44, 0.008295778572162089)	(46, 0.009210027402096553)	(48, 0.01041255289011846)	(50, 0.011998898157193934)	(52, 0.014537380043552508)	(54, 0.017840206897640078)	(56, 0.022763972217773612)	(58, 0.029339974612545464)	(60, 0.03950213863392511)	(62, 0.05401151465926341)	(64, 0.0742913657319178)	(66, 0.10300701546780532)	(68, 0.1414005244394856)	(70, 0.19327549723852377)	(72, 0.2639329297833507)	(74, 0.357858406873807)	(76, 0.47886871146297044)	(78, 0.62946608494304)	(80, 0.8151310784080552)	(82, 1.0398040219502742)	(84, 1.313933708953975)	(86, 1.6403007736983097)	(88, 2.0153750625930993)	(90, 2.3245509547442875)
TS047_RoL_RNA_289_1 - polya	(1, 0.0026850911581859024)	(2, 0.005811657427042861)	(3, 0.008671361875270301)	(4, 0.011148893839633243)	(5, 0.013283788404669396)	(6, 0.015566939536721948)	(7, 0.018396992671546108)	(8, 0.021879374701242425)	(9, 0.02668288747257377)	(10, 0.034748044718265904)	(12, 0.03977723693049999)	(14, 0.044949743824183264)	(16, 0.04993775365669057)	(18, 0.05514485374934434)	(20, 0.06088238289287899)	(22, 0.06629210029378851)	(24, 0.07213176173904558)	(26, 0.07787423276814745)	(28, 0.0839824033292231)	(30, 0.08995879027517309)	(32, 0.09558430334585091)	(34, 0.10071068597424018)	(36, 0.1059326117235956)	(38, 0.11124019682278269)	(40, 0.11678334513400697)	(42, 0.12238414877684872)	(44, 0.12738698426605766)	(46, 0.13242770754461525)	(48, 0.1376315130468909)	(50, 0.14316971947254792)	(52, 0.148892422959381)	(54, 0.15486057342938558)	(56, 0.16106428711142734)	(58, 0.16665026509756747)	(60, 0.17199079610053603)	(62, 0.17748123096571)	(64, 0.18330606675426542)	(66, 0.18817547133315962)	(68, 0.19320301625020464)	(70, 0.19835081371605184)	(72, 0.20301265910112307)	(74, 0.20772062875148828)	(76, 0.21255214554103385)	(78, 0.21686311705083292)	(80, 0.22109007650598939)	(82, 0.2254685871185404)	(84, 0.22943692122901266)	(86, 0.2331301570429101)	(88, 0.2371660302561343)	(90, 0.2404095544834153)
TS047_RoL_RNA_289_2 - illumina_universal_adapter	(1, 0.00011860525361311961)	(2, 0.00012189984399126183)	(3, 0.0003162806763016523)	(4, 0.001011439246089659)	(5, 0.0016440005986929635)	(6, 0.0019866379980197535)	(7, 0.0023457483492372545)	(8, 0.0027213316523454667)	(9, 0.0029881934729749857)	(10, 0.003439552354780469)	(12, 0.0038266667242121788)	(14, 0.004256610768559738)	(16, 0.004668434565827513)	(18, 0.004907292368242824)	(20, 0.005139560989901849)	(22, 0.00528781755691825)	(24, 0.005404775515342298)	(26, 0.005492082160363066)	(28, 0.005638691432190395)	(30, 0.005785300704017723)	(32, 0.00594508833735762)	(34, 0.006111465151453803)	(36, 0.006299256803007908)	(38, 0.006666603630170765)	(40, 0.007038892342900835)	(42, 0.007607209183130367)	(44, 0.008271069144326022)	(46, 0.009188612564638626)	(48, 0.010379606986337038)	(50, 0.011937948235198302)	(52, 0.01449455036863666)	(54, 0.017843501488018217)	(56, 0.022740910085126617)	(58, 0.029313617889520326)	(60, 0.03943789412155134)	(62, 0.05410870507541861)	(64, 0.07449398304017354)	(66, 0.1029625384977004)	(68, 0.1415010094460189)	(70, 0.1931585392800997)	(72, 0.26366936255309936)	(74, 0.35711218215315776)	(76, 0.4773614363649703)	(78, 0.6279736355017416)	(80, 0.8126617829196376)	(82, 1.0364089465655988)	(84, 1.3094332984974328)	(86, 1.6342716733063094)	(88, 2.0079062262058507)	(90, 2.3174148719852314)
TS047_RoL_RNA_289_2 - polya	(1, 0.010516332487029939)	(2, 0.014038249601263963)	(3, 0.015708606922982066)	(4, 0.017408615558103444)	(5, 0.01899660812036799)	(6, 0.020597779044145104)	(7, 0.02213635275073752)	(8, 0.02636660679627212)	(9, 0.031618183859030806)	(10, 0.03740018997267039)	(12, 0.04140311728211317)	(14, 0.046346650144515555)	(16, 0.05072021887149934)	(18, 0.055741174607788074)	(20, 0.06089061936882435)	(22, 0.06606642085288578)	(24, 0.07117633052938434)	(26, 0.07659263711105013)	(28, 0.08171572514906127)	(30, 0.08702001565787024)	(32, 0.09332091975606721)	(34, 0.09938461334703795)	(36, 0.10528851930466879)	(38, 0.11172614890355867)	(40, 0.11648847929516323)	(42, 0.12248957566894927)	(44, 0.12831111686712657)	(46, 0.1331327498855377)	(48, 0.13775341289088214)	(50, 0.14298851700175014)	(52, 0.1486272084339405)	(54, 0.15332858890354945)	(56, 0.15865758884019449)	(58, 0.1634116827558537)	(60, 0.1681937806897271)	(62, 0.17299564616586938)	(64, 0.1786491632547614)	(66, 0.18384802687146984)	(68, 0.18893652171051045)	(70, 0.19421775008667244)	(72, 0.19922223287107044)	(74, 0.2045677057596062)	(76, 0.20964796412270148)	(78, 0.21504615045728748)	(80, 0.2203257315382604)	(82, 0.22504193766457098)	(84, 0.22951763869327715)	(86, 0.2345270633632424)	(88, 0.23955790287066556)	(90, 0.24294968366496295)
