Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	keep_duplicates	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_bootstraps	num_processed	num_mapped	num_decoy_fragments	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	call	start_time	end_time
TS047_RoL_RNA_506	1.10.3	none	vb	[]	1	['ISR']	1001	181.90734266388603	70.04610996791084	False	False	4096	mapping	False	121117	26	100728	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	28710206	25209430	1179591	174291	1625139	15914999	87.80651033991188	quant	Fri May 16 00:49:37 2025	Fri May 16 00:56:09 2025
TS047_RoL_RNA_51	1.10.3	none	vb	[]	1	['ISR']	1001	178.84645880871244	69.57370694265812	False	False	4096	mapping	False	121117	26	105573	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	24511022	21219780	1069542	203646	1487169	16506670	86.57239995949577	quant	Fri May 16 00:30:29 2025	Fri May 16 00:40:16 2025
TS047_RoL_RNA_526	1.10.3	none	vb	[]	1	['ISR']	1001	187.32724423557042	73.4317818062639	False	False	4096	mapping	False	121117	26	112686	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	37156512	34234828	963160	281156	1384247	17333172	92.13681843979327	quant	Fri May 16 00:40:30 2025	Fri May 16 00:46:57 2025
TS047_RoL_RNA_528	1.10.3	none	vb	[]	1	['ISR']	1001	180.77051893108808	68.58551652599382	False	False	4096	mapping	False	121117	26	121872	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	34285690	29475321	1624306	230672	2290066	24290135	85.96974714523756	quant	Fri May 16 00:49:37 2025	Fri May 16 00:58:49 2025
TS047_RoL_RNA_530	1.10.3	none	vb	[]	1	['ISR']	1001	180.69612322097953	70.65222014355874	False	False	4096	mapping	False	121117	26	108182	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	25654216	21980541	1252535	163055	1695265	15512189	85.68003403417201	quant	Fri May 16 00:49:38 2025	Fri May 16 00:56:11 2025
TS047_RoL_RNA_532	1.10.3	none	vb	[]	1	['ISR']	1001	184.03999592263932	71.09017490358258	False	False	4096	mapping	False	121117	26	102571	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	26283248	23283210	1018777	148856	1441370	15540357	88.58574100126438	quant	Fri May 16 00:49:38 2025	Fri May 16 00:55:36 2025
TS047_RoL_RNA_559	1.10.3	none	vb	[]	1	['ISR']	1001	184.52254114071405	72.1098296115625	False	False	4096	mapping	False	121117	26	84798	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	25603055	23504298	752583	154482	1056203	11499465	91.80270870019223	quant	Fri May 16 00:49:37 2025	Fri May 16 00:54:52 2025
TS047_RoL_RNA_561	1.10.3	none	vb	[]	1	['ISR']	1001	183.8012411792067	71.9623505816339	False	False	4096	mapping	False	121117	26	104339	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	30718792	26955381	1277227	195216	1723112	16731231	87.74883139935972	quant	Fri May 16 00:49:39 2025	Fri May 16 00:56:53 2025
TS047_RoL_RNA_562	1.10.3	none	vb	[]	1	['ISR']	1001	178.0951729179262	68.61969318699586	False	False	4096	mapping	False	121117	26	88289	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	26356885	23526620	960115	180548	1332705	13827995	89.26176215436688	quant	Fri May 16 00:49:36 2025	Fri May 16 00:55:18 2025
TS047_RoL_RNA_586	1.10.3	none	vb	[]	1	['ISR']	1001	172.78440966330774	66.27295794468915	False	False	4096	mapping	False	121117	26	67817	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	22579926	20430270	674350	121077	963071	10446562	90.47979165210728	quant	Fri May 16 00:40:34 2025	Fri May 16 00:44:29 2025
TS047_RoL_RNA_616	1.10.3	none	vb	[]	1	['ISR']	1001	186.79280710069074	68.37377641398626	False	False	4096	mapping	False	121117	26	81686	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	21428057	19581226	653885	92617	887152	9215732	91.38124842583721	quant	Fri May 16 00:40:37 2025	Fri May 16 00:44:48 2025
TS047_RoL_RNA_618	1.10.3	none	vb	[]	1	['ISR']	1001	187.78878508475685	68.99808057139785	False	False	4096	mapping	False	121117	26	86818	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	28305343	26067771	798287	157777	1121908	11598041	92.0948776349398	quant	Fri May 16 00:49:36 2025	Fri May 16 00:54:50 2025
TS047_RoL_RNA_646	1.10.3	none	vb	[]	1	['ISR']	1001	189.1854332310629	69.69673364297599	False	False	4096	mapping	False	121117	26	97854	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	22812960	20142320	899172	167826	1266430	11033540	88.29332098947265	quant	Fri May 16 00:47:37 2025	Fri May 16 00:52:49 2025
TS047_RoL_RNA_651	1.10.3	none	vb	[]	1	['ISR']	1001	189.8317984099582	69.74112152336328	False	False	4096	mapping	False	121117	26	101605	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	27391644	24489385	968626	132751	1370630	13108317	89.40458265301638	quant	Fri May 16 00:49:38 2025	Fri May 16 00:55:43 2025
TS047_RoL_RNA_652	1.10.3	none	vb	[]	1	['ISR']	1001	189.00677808341092	70.34062376250509	False	False	4096	mapping	False	121117	26	102660	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	21671118	18647950	1013272	148560	1414094	12536198	86.04978294151691	quant	Fri May 16 00:49:39 2025	Fri May 16 00:55:32 2025
TS047_RoL_RNA_655	1.10.3	none	vb	[]	1	['ISR']	1001	193.2127604561927	70.86728138861025	False	False	4096	mapping	False	121117	26	102803	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	27968411	25678291	723997	141008	1072222	11957969	91.81176220558258	quant	Fri May 16 00:49:36 2025	Fri May 16 00:55:02 2025
TS047_RoL_RNA_676	1.10.3	none	vb	[]	1	['ISR']	1001	187.29522189214987	68.30909328111002	False	False	4096	mapping	False	121117	26	98228	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	24733059	21791664	992921	171659	1394991	12997497	88.10743547735036	quant	Fri May 16 00:40:44 2025	Fri May 16 00:46:08 2025
TS047_RoL_RNA_677	1.10.3	none	vb	[]	1	['ISR']	1001	189.9270181040252	69.8242034634323	False	False	4096	mapping	False	121117	26	99176	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	23945320	20921815	943522	160121	1377881	12684453	87.37329465632533	quant	Fri May 16 00:49:38 2025	Fri May 16 00:55:06 2025
TS047_RoL_RNA_678	1.10.3	none	vb	[]	1	['ISR']	1001	191.06682132466295	69.17711445264544	False	False	4096	mapping	False	121117	26	100244	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	23934487	21102117	886522	151456	1296667	11864198	88.16615538908354	quant	Fri May 16 00:40:39 2025	Fri May 16 00:46:05 2025
TS047_RoL_RNA_679	1.10.3	none	vb	[]	1	['ISR']	1001	190.95345998174295	69.50971977510584	False	False	4096	mapping	False	121117	26	102229	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	26035884	23239323	953310	159188	1355195	12457501	89.25882063386055	quant	Fri May 16 00:49:14 2025	Fri May 16 00:54:40 2025
TS047_RoL_RNA_683	1.10.3	none	vb	[]	1	['ISR']	1001	183.83602628842215	66.02434312111163	False	False	4096	mapping	False	121117	26	90596	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	20177187	16931246	1069111	112365	1391762	9548137	83.9128169848453	quant	Fri May 16 00:47:51 2025	Fri May 16 00:52:20 2025
TS047_RoL_RNA_707	1.10.3	none	vb	[]	1	['ISR']	1001	189.3636961638375	70.09671471554032	False	False	4096	mapping	False	121117	26	104421	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	26506113	22832187	1172314	190616	1641413	14150750	86.13932567177994	quant	Fri May 16 00:49:05 2025	Fri May 16 00:55:13 2025
TS047_RoL_RNA_708	1.10.3	none	vb	[]	1	['ISR']	1001	185.3028726651904	66.0850126377683	False	False	4096	mapping	False	121117	26	112305	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	33705806	29796856	1285930	212648	1838298	16960918	88.40273987217515	quant	Fri May 16 00:49:37 2025	Fri May 16 00:56:40 2025
TS047_RoL_RNA_710	1.10.3	none	vb	[]	1	['ISR']	1001	187.71741999482487	69.4985779262415	False	False	4096	mapping	False	121117	26	101078	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	26476796	23259834	1070847	148084	1495359	12891416	87.8498818361557	quant	Fri May 16 00:49:39 2025	Fri May 16 00:55:35 2025
TS047_RoL_RNA_79	1.10.3	none	vb	[]	1	['ISR']	1001	174.92258748381576	68.78556418112025	False	False	4096	mapping	False	121117	26	83590	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	24752414	21584329	1030646	184901	1411168	14425160	87.20090492991915	quant	Fri May 16 00:30:30 2025	Fri May 16 00:40:01 2025
TS047_RoL_RNA_85	1.10.3	none	vb	[]	1	['ISR']	1001	180.36707917254822	69.86780404269784	False	False	4096	mapping	False	121117	26	77226	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	27136491	25491751	549052	109693	802418	11871177	93.93901002159785	quant	Fri May 16 00:30:29 2025	Fri May 16 00:39:57 2025
