feature	Oleiharenicola	Halomonas	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Exiguobacterium	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rhodovarius	Chitinophagales_Genus	Mycobacterium	SWB02	Blfdi19_Genus	Streptococcus	Chloroflexaceae_Genus	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Bacillus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	Luteolibacter	Babeliaceae_Genus	Ideonella	Paracaedibacteraceae_Genus	Sphingorhabdus	SH.PL14	Hyphomonadaceae_Genus	env.OPS_17_Genus	Lysobacter	Luteimonas	Terrimonas	Psychromonas	Sediminibacterium	Altererythrobacter	Crenobacter	Acinetobacter	Rubrivivax	Deinococcus	Aeromonas	Larkinella	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Pseudomonas	Brevibacterium	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Devosia	Saprospiraceae_Genus	Ilumatobacter	Peptostreptococcus	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Paucibacter	Unknown_Family_Genus	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Uliginosibacterium	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Sphingomonas	Gemmataceae_Genus	P3OB.42	Limnobacter	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Hydrogenophaga	Legionella	Burkholderiales_Genus	SM2D12_Genus	Turicibacter	Clostridium	Chitinilyticum	Sphaerotilus	Stagnimonas	Vibrio	Candidatus_Ovatusbacter	Vampirovibrio	Shewanella	Bryobacteraceae_Genus	Polyangiia_Genus	Granulicatella	Sphingobium	Roseomonas	Dinghuibacter	IMCC26207	Truepera	Caulobacter	Tetragenococcus	Abditibacterium	Chitinivorax	Enterovirga	Saccharimonadales_Genus	Fundidesulfovibrio	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Rickettsiaceae_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Chryseobacterium	Micrococcus	Micavibrionales_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Gaiellales_Genus	Cytophagales_Genus	Kinneretia	X0319.6G20_Genus	Lactobacillus	cvE6_Genus	Pir4_lineage	JG30.KF.CM45_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	Methylibium	Polymorphobacter	Dyadobacter	Caedibacter	Aquihabitans	Chitinophagaceae_Genus	Agromyces	Bosea	LiUU.11.161_Genus	Pararhodobacter	Ligilactobacillus	Neisseriaceae_Genus	TM7a	Mariniblastus	Holosporaceae_Genus	Parvibium	Afipia	Pseudolysobacter	Culicoidibacter	Undibacterium	Arthrospira_PCC.7345	Neochlamydia	Citrobacter	Loigolactobacillus	Glutamicibacter	Rhizobium	Candidatus_Megaira	alphaI_cluster	Haliangiaceae_Genus	NS11.12_marine_group_Genus	Dietzia	Candidatus_Finniella	Cellvibrio	Candidatus_Alysiosphaera	Geminicoccaceae_Genus	Bacilli_Genus	Gemmatimonas	TRA3.20_Genus	SM1A02	Aquicella	KD4.96_Genus	Curvibacter	Brucella	Alphaproteobacteria_Genus	Gemmata	CM1G08	Bradyrhizobium	Nocardioides	Aerococcus	Chloracidobacterium	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Candidatus_Paracaedibacter	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Aeromicrobium	CL500.3	Ruminiclostridium	Aquabacterium	Sphingomonadaceae_Genus	DEV007_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Vagococcus	Acetobacteroides	Variovorax	Blastocatella	Bryobacter	Candidatus_Obscuribacter	Trueperella	Oligoflexaceae_Genus	bacteriap25_Genus	Pirellula	Sandaracinus	Babeliales_Genus	Weeksellaceae_Genus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	Caldilineaceae_Genus	OM190_Genus	Cloacibacterium	Enterococcus	Allomeiothermus	Paraconexibacter	Silvanigrellaceae_Genus	Defluviimonas	Microbulbifer	Rheinheimera	Terrisporobacter	Rhodovastum	Massilia	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Chloronema	Fuscovulum	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Weissella	Gemmobacter	MBNT15_Genus	Runella	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Vibrionaceae_Genus	Leuconostoc	Stenotrophomonas	Planococcus	Armatimonadota_Genus	DEV114	Simkaniaceae_Genus	Arthrobacter	Azospira	Eremiobacteria_Genus	Hirschia	Plesiomonas	OLB12	Thermus	Sporomusaceae_Genus	Chitinimonas	Levilactobacillus	Lysinibacillus	Lactococcus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	AAP99	Acidovorax	Pirellulaceae_Genus	Ferruginibacter	Rhodopseudomonas	Pediococcus	Methylocystis	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Nannocystis	WY65	Chthoniobacter	Turneriella	Permianibacter	Pseudoduganella	Nordella	Sporocytophaga	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Marinomonas	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Pseudoxanthomonas	Vogesella	Flectobacillus	Rubripirellula	Candidatus_Accumulibacter	Burkholderia.Caballeronia.Paraburkholderia	Lacibacter	Propionivibrio	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	AKYH767_Genus	Lautropia	Methyloversatilis	Bordetella	Haliscomenobacter	Ramlibacter	Panacibacter	Niveibacterium	Blastococcus	Elsteraceae_Genus	Perlucidibaca	Obscuribacteraceae_Genus	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Limosilactobacillus	CL500.29_marine_group
f347	0	0	53	13	21	0	11	0	561	10	0	740	0	0	40	0	5	0	0	0	12	0	35	0	0	0	0	0	0	0	0	21	0	419	0	0	0	0	0	0	120	0	354	0	58611	0	0	0	0	0	3	6583	0	0	0	168	0	0	0	4	0	0	71	20	0	0	136	63	43	14	0	0	0	0	0	35	0	0	88	0	15	0	406	0	0	1106	339	37	0	0	0	115	14	0	29	0	81	0	0	193	0	8	0	0	21	0	0	0	17	263	0	0	38	0	0	671	0	0	0	0	249	81	0	0	0	0	0	62	0	0	0	0	0	721	0	0	0	0	0	55	0	0	0	17	0	0	0	0	0	0	0	3	0	16	0	0	0	0	59	0	0	137	0	3	9	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	3	21	0	0	0	0	212	5	0	0	0	0	0	0	0	0	0	0	7	0	9	4	0	0	5	0	11	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	9	0	0	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	2	0	0	0	79	0	0	0	59	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	57	5	0	7	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	0	19	0	0	0	37	0	0	0	0
f348	0	0	90	0	28	0	9	0	551	4	0	331	0	0	9	0	0	0	0	0	0	0	31	0	0	20	6	0	0	0	0	21	0	500	0	0	0	0	0	0	201	0	250	0	54293	0	0	0	0	0	0	9490	0	0	0	127	0	0	0	0	0	0	68	18	0	0	103	106	30	76	0	0	0	0	0	39	0	0	96	0	47	0	237	0	0	683	140	35	0	0	0	38	21	0	7	0	154	0	0	205	0	38	0	0	23	0	0	0	28	99	0	0	9	0	0	1008	0	0	0	0	152	129	0	0	0	0	0	55	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	13	0	0	0	0	0	0	0	29	0	0	88	0	3	8	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	19	0	17	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	0	0	0	9	0	0	0	0	0	0	9	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	24	0	0	0	0	0	111	0	0	0	69	0	0	0	49	0	0	0	0	0	0	0	0	27	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	23	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	44	0	0	5	0	164	0	0	0	1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	16	0	0	0	45	0	0	0	0
f349	0	0	9	0	3	0	0	0	341	0	0	71	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	109	0	64	0	79172	0	0	0	0	0	0	4682	0	0	0	23	0	0	0	0	0	0	13	7	0	0	18	63	10	0	0	0	0	0	0	0	0	0	8	0	0	0	129	0	0	83	12	19	0	0	0	0	0	0	0	0	31	0	0	193	0	2	0	0	0	0	0	0	0	201	0	0	8	0	0	282	0	0	0	0	19	13	0	0	0	0	0	5	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	16	0	0	0	0	15	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
f350	0	2	111	19	40	0	9	0	365	0	0	706	0	0	14	0	0	0	7	0	9	0	22	0	0	22	8	0	0	0	0	27	0	580	0	20	0	0	0	0	190	0	384	0	49122	0	0	15	24	0	61	3716	0	0	0	164	0	0	0	0	6	0	45	54	0	0	166	110	56	61	7	0	0	0	0	28	30	0	86	0	16	0	234	2	19	1084	411	40	14	0	0	56	26	0	0	0	146	0	0	228	0	21	13	0	46	0	0	0	22	148	6	0	49	0	0	1219	0	0	0	0	223	91	0	0	0	0	0	10	0	0	0	0	0	732	0	0	0	0	0	16	0	0	0	46	0	0	0	0	176	0	8	0	0	0	8	0	0	0	66	0	0	119	0	0	10	0	0	0	0	2	0	0	0	0	0	77	0	0	0	0	0	0	20	0	13	18	0	0	0	66	15	0	0	0	0	0	0	0	0	0	0	42	0	16	0	0	0	0	0	0	5	0	0	0	0	0	16	0	5	257	0	0	0	0	25	0	0	0	0	0	29	0	0	0	24	0	0	0	5	0	0	0	6	0	0	0	11	0	0	14	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	42	0	7	0	0	0	107	4	12	11	92	0	0	0	73	0	0	0	0	0	0	0	0	30	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	5	0	0	0	3	135	0	0	12	0	0	0	0	0	51	0	0	10	0	178	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	109	0	0	0	37	0	0	0	99	0	0	0	0
f466	0	0	0	0	0	0	253	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	196	0	0	19888	0	0	0	0	0	0	3876	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1031	45	0	0	0	0	0	0	0	0	0	145	0	0	0	1706	0	0	57	0	18	0	0	0	26	0	0	0	0	0	0	0	18835	0	18	28	0	0	0	0	0	30	86	0	0	0	0	0	2368	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	2876	0	0	0	429	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
f467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1388	68	0	0	25398	0	0	0	0	0	7	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	58	0	0	0	0	0	0	0	0	0	177	0	13	0	513	0	0	20	0	21	0	0	0	0	0	0	0	0	0	0	0	26134	0	17	0	0	0	0	0	0	0	30	0	0	0	0	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	0	0	0	0	0	0	1963	0	0	0	34	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
f468	0	0	0	3	0	0	9	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	557	445	0	0	78342	0	0	0	0	0	0	4097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	13	0	0	0	16	0	0	0	0	0	86	0	21	0	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1014	0	0	12	0	0	0	0	0	100	53	0	0	8	0	0	1901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	8	0	0	0	0	0	0	0	1552	9	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
f469	0	0	6	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1239	58	0	0	15714	0	0	0	0	0	5	1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	163	0	0	0	0	0	0	0	0	0	746	0	12	0	1394	0	0	161	0	84	0	0	0	0	0	0	0	0	0	0	0	27807	15	70	33	0	0	0	0	0	0	139	0	0	0	0	0	1005	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	26	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	21	0	0	0	0	0	0	0	0	0	0	4287	18	0	0	25	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
f470	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	114	0	0	34479	0	0	0	0	0	3	1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	46	0	0	0	0	0	0	0	0	0	102	0	0	0	495	0	0	0	8	20	0	0	0	0	0	0	4	0	0	0	0	22287	0	0	9	0	0	0	0	0	0	85	0	0	0	0	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	3275	11	0	0	13	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	5	0	0	3	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
f496	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	156	0	0	62782	0	0	0	0	0	19	11425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	18	0	0	0	656	0	0	0	0	0	0	0	2	168	0	0	0	4	0	0	0	350	0	3	32	0	0	0	0	0	0	24	0	0	341	0	0	2147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	38	0	69	0	0	0	0	0	0	0	4	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	26	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	5	0	0	11	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
f497	0	80	7	0	0	0	0	0	7	0	0	3	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1255	64	39	0	52279	0	0	0	0	0	0	4642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	942	0	0	0	0	0	0	0	0	0	0	26	0	0	0	877	0	0	36	0	26	0	6	0	181	0	0	0	0	0	0	0	2276	0	123	258	0	0	0	0	0	5	67	0	0	5665	0	0	2670	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	3	0	0	0	820	10	0	0	0	0	0	0	12	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0
f498	0	365	65	0	13	0	42	0	38	0	0	45	0	4	23	0	0	0	0	0	0	0	80	0	0	8	0	0	0	0	0	0	0	107	0	16	0	0	0	0	2507	136	131	0	47270	0	0	3	0	0	0	5614	0	0	0	40	0	0	0	0	0	0	0	17	0	0	39	437	108	0	0	0	0	0	0	27	0	0	183	0	18	0	1245	0	0	267	20	96	0	110	0	409	0	0	0	0	127	0	0	13714	0	221	810	0	57	0	0	0	3	251	0	0	42	0	0	3442	0	0	0	0	115	101	0	0	5	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	13	0	0	31	0	0	0	0	5	0	0	19	0	7	20	0	0	0	0	0	0	8	0	0	0	597	13	7	0	0	0	0	28	114	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	216	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	13	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	23	0	0	0	0	0	56	0	0	0	0	0	0	0	83	0	0	0	0	0	0	3	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	7	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	19	38	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	415	0	0	0	0
f499	0	270	20	0	0	0	30	0	0	0	0	17	0	0	10	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	9	0	66	0	0	0	0	0	0	1633	95	177	0	28320	0	0	0	0	0	0	2192	0	0	0	0	0	0	0	0	0	0	0	20	0	0	52	237	44	0	0	0	0	0	0	14	0	0	208	0	47	0	830	0	0	241	16	95	0	19	0	284	0	0	0	0	78	0	0	21467	0	116	665	0	0	0	0	0	5	88	0	0	68	0	0	2027	0	0	0	0	71	59	4	0	0	0	0	0	0	0	0	0	0	18	0	0	11	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	25	3	0	0	0	0	0	0	30	0	5	22	0	0	0	0	0	0	6	0	0	0	1414	0	0	0	32	0	0	0	117	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11	0	0	0	24	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	2	0	58	0	0	28	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0
f500	8	474	95	0	65	0	78	0	87	0	0	34	0	0	56	0	0	0	0	0	0	0	95	0	16	25	0	0	0	7	24	9	0	272	0	189	0	0	89	0	2558	169	257	0	30301	0	0	83	41	0	2530	3145	0	0	0	115	0	4	0	5	3	0	13	11	0	0	55	1511	309	0	35	0	10	0	0	16	149	529	302	0	48	0	1798	0	7	499	2	177	5	74	139	1106	0	0	0	0	92	0	0	3515	0	210	1340	0	69	0	0	0	6	163	0	0	71	0	0	1536	0	0	0	0	106	88	0	0	4	0	0	0	0	0	0	6	0	374	0	0	43	0	0	0	0	0	0	26	0	0	0	0	1848	0	34	0	0	52	11	0	0	0	0	0	0	64	19	12	35	0	0	0	0	0	0	26	0	0	0	299	32	198	0	0	0	0	25	230	7	1165	0	0	0	579	0	0	0	0	0	0	0	0	18	0	0	4	0	0	0	0	0	0	6	0	0	2	0	0	7	0	824	4	8	71	0	0	0	0	74	0	0	13	0	0	0	0	0	0	49	0	10	0	37	0	0	0	31	11	0	0	0	0	0	22	6	0	0	0	0	0	0	0	0	34	0	0	0	0	0	206	0	0	0	0	0	62	0	0	0	0	0	3	0	61	0	0	0	0	0	0	0	0	0	0	0	18	8	0	0	0	0	0	0	0	0	0	0	11	69	39	0	9	0	0	6	10	0	0	0	178	0	55	0	0	0	0	0	829	21	5	0	0	2	6	3	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	585	0	0	0	0
