feature	Oleiharenicola	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Fluviicoccus	Dechloromonas	Rickettsiaceae_Genus	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	SWB02	Noviherbaspirillum	Crenobacter	Streptococcus	Rhodospirillales_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	JGI_0001001.H03	Obscuribacteraceae_Genus	Candidatus_Bealeia	Luteolibacter	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Candidatus_Obscuribacter	Lysobacter	env.OPS_17_Genus	Luteimonas	Terrimonas	Leuconostoc	Sediminibacterium	Altererythrobacter	SM1A02	Aeromonas	Burkholderia.Caballeronia.Paraburkholderia	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Alphaproteobacteria_Genus	Microscillaceae_Genus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Sphingomonas	Devosia	Saprospiraceae_Genus	Chryseobacterium	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Haliangiaceae_Genus	Paucibacter	Telmatocola	Paenirhodobacter	Nitrosomonas	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	A21b_Genus	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Legionella	Exiguobacterium	Burkholderiales_Genus	AAP99	SM2D12_Genus	Babeliaceae_Genus	Turicibacter	Chitinilyticum	Rickettsiella	Stagnimonas	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Shewanella	Bryobacteraceae_Genus	Fimbriiglobus	Dinghuibacter	Truepera	Caulobacter	Tetragenococcus	Nocardia	Abditibacterium	Enterovirga	Rubrivivax	Neochlamydia	Blfdi19_Genus	Sandaracinaceae_Genus	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Anaerovorax	X37.13_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Cytophagales_Genus	Kinneretia	Marinomonas	cvE6_Genus	Pir4_lineage	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	IMCC26207	Dyadobacter	Caedibacter	Aquihabitans	Agromyces	Bosea	LiUU.11.161_Genus	Undibacterium	Ligilactobacillus	Stella	Neisseriaceae_Genus	TM7a	Bacillus	X0319.6G20_Genus	Parvibium	Afipia	Pseudolysobacter	Glutamicibacter	Rhizobium	Rothia	Candidatus_Megaira	alphaI_cluster	Runella	Chitinophagaceae_Genus	NS11.12_marine_group_Genus	Blastococcus	Cellvibrio	Candidatus_Alysiosphaera	Parachlamydiaceae_Genus	Deinococcus	Gaiellales_Genus	Bacilli_Genus	Fimbriimonadaceae_Genus	Gemmatimonas	TRA3.20_Genus	KD4.96_Genus	Curvibacter	Gemmata	Bradyrhizobium	Nocardioides	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Acinetobacter	Candidatus_Paracaedibacter	Paracoccaceae_Genus	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	CL500.3	Ruminiclostridium	Aquabacterium	Bdellovibrio	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Holosporaceae_Genus	Variovorax	Blastocatella	Sphingobium	Ottowia	Oscillospiraceae_Genus	Oligoflexaceae_Genus	Stenotrophomonas	Pirellula	Sandaracinus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	OM190_Genus	Unknown_Family_Genus	Cloacibacterium	Allomeiothermus	Paraconexibacter	Defluviimonas	JG30.KF.CM45_Genus	Ellin6055	Rhodovastum	Massilia	X11.24_Genus	Thermomicrobiales_Genus	Thermodesulfobacteriota_Genus	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Gemmobacter	MBNT15_Genus	Brevitalea	Rhizobiaceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodopseudomonas	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	DEV114	Simkaniaceae_Genus	Eremiobacteria_Genus	Hirschia	Plesiomonas	Arthrospira_PCC.7345	Knoellia	Anoxybacillus	OLB12	Thermus	Rheinheimera	Sporomusaceae_Genus	Chitinimonas	Frisingicoccus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	Acidovorax	Ferruginibacter	Methylobacterium	Kocuria	Peptoniphilus	Methylocystis	Mesorhizobium	Micavibrionales_Genus	Hassallia	Nannocystis	WY65	Fuscovulum	Turneriella	Permianibacter	Hyphomonadaceae_Genus	Pseudoduganella	Lactococcus	Nordella	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Flectobacillus	Desulfotomaculum	KD3.10	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Bryobacter	Enhydrobacter	AKYH767_Genus	Methyloversatilis	Bordetella	Hyphomicrobiales_Genus	Haliscomenobacter	Sphingomonadaceae_Genus	Hydrogenophaga	Dongia	Babeliales_Genus	Panacibacter	Pseudoxanthomonas	Niveibacterium	Elsteraceae_Genus	Methylibium	Perlucidibaca	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Vogesella	CL500.29_marine_group
f23	0	0	0	0	0	507	0	0	3266	25	0	0	0	1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	65482	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	72	38	0	0	0	0	0	0	0	0	3	177	0	25	39	349	0	147	0	0	0	0	0	0	0	0	0	0	19041	0	131	10	40	0	0	0	0	0	0	181	0	0	0	59	0	169	0	0	58	0	5	0	0	0	0	18	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	8	0	5	0	0	0	0	0	5	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	3	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	233	0	0	0	0
f24	0	1083	71	366	0	2161	0	84	328	488	163	14	0	2616	0	11	4	0	51	0	560	44	0	147	138	72	30	0	21	0	166	0	0	99	540	197	0	379	709	0	9	167	0	31	2192	0	303	392	6	1009	190	587	15	52	25	17	133	275	23	4	0	855	0	0	102	115	1223	0	140	1931	0	164	29	210	1393	21	2484	11	248	432	2206	359	776	164	152	669	127	0	0	291	9	74	3	1909	0	960	3426	115	9	0	229	0	0	0	25	0	5	0	760	0	42	0	0	2062	0	0	0	73	3	0	1347	39	49	17	415	8	193	35	0	118	0	0	128	0	8	9	291	0	0	0	39	0	94	0	0	0	161	28	34	0	4551	0	10	0	0	0	83	46	0	91	0	59	0	0	207	830	15	0	3	394	83	13	95	0	0	52	5	0	4	0	79	39	21	0	26	449	22	0	0	0	7	3254	78	35	1007	32	0	48	35	0	57	0	53	100	3	0	0	0	13	641	0	238	9	0	0	709	89	179	0	549	0	0	0	48	0	60	0	2011	0	27	0	0	0	0	1253	4	4	374	18	28	17	0	0	0	0	5	31	62	0	0	0	27	0	0	0	0	0	0	17	0	6	112	1053	0	0	0	0	11	4	55	7	0	628	129	4	10	134	0	22	0	0	73	440	0	0	10	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	0	0	0	3	0	186	501	8	0	13	7	0	0	588	0	4	0	9
f25	0	0	0	0	0	0	0	0	43	1477	0	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	134	0	0	0	0	0	7	0	0	229	240	56	0	0	0	15	0	0	3	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	109	0	0	309	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	43	0	0	0	31	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f26	13	516	0	210	0	872	0	0	178	187	200	170	0	777	0	11	4	4	11	122	84	45	0	313	5	67	0	0	0	5	0	0	0	157	21	24	0	152	841	18	0	114	0	0	1583	0	115	21	0	1336	14873	572	0	143	8	26	22	137	0	91	0	35	0	15	365	539	208	0	87	657	0	11	0	9	125	70	905	25	249	9787	2267	212	1226	661	38	1870	0	54	0	102	8	0	0	493	20	262	34	78	30	0	114	0	0	0	71	0	0	5	190	0	0	0	334	451	0	0	0	104	0	0	73	11	0	29	312	0	0	6	36	159	0	0	10	0	0	24	1131	0	0	4	32	0	14	0	0	0	56	0	40	0	280	0	5	0	0	0	14	0	0	0	25	232	0	0	0	1039	164	0	0	74	0	0	83	3	0	0	0	5	0	50	652	267	17	0	65	0	9	0	0	12	19	1388	4	15	27	0	0	185	94	14	50	0	0	10	0	0	0	10	19	124	10	0	0	0	0	0	80	382	0	0	0	0	21	20	0	73	0	96	0	0	0	0	0	0	225	9	0	75	0	0	103	0	0	0	0	24	191	21	0	0	0	22	0	0	48	0	0	0	0	0	8	194	24	0	0	0	0	0	0	41	0	9	2450	28	0	189	28	0	14	29	0	100	8	0	0	0	213	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2480	0	14	0	0	0	15	316	6	0	0	0	0	0	404	0	3	0	0
f27	0	201	0	141	0	1407	0	0	298	27	15	58	8	3529	0	31	5	0	0	127	0	0	29	160	132	84	0	0	0	0	0	0	0	53	0	0	0	3734	117	0	0	44	0	0	596	8	0	107	0	286	1293	84	0	71	0	0	0	282	33	0	0	0	0	30	0	385	81	0	0	118	0	17	0	27	0	49	8278	0	39	2018	871	226	3109	94	0	1980	0	30	0	0	0	0	0	860	0	225	0	278	0	0	0	0	0	0	0	0	0	0	1024	0	0	0	0	1151	0	0	0	47	0	0	100	0	0	0	1242	0	0	0	28	18	0	0	59	68	0	0	26	0	0	0	34	0	0	49	0	20	284	0	180	0	0	0	0	0	0	0	165	0	0	0	0	76	0	30	0	539	0	0	19	3	0	0	306	0	0	46	0	0	0	0	91	133	109	0	0	0	0	0	0	0	0	2730	112	387	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0	0	0	13	0	167	0	0	0	0	0	0	0	0	196	0	0	104	0	0	0	0	0	0	0	24	0	25	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	79	0	0	659	0	0	64	0	0	0	0	0	12	19	0	0	0	699	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1206	0	0	0	0	0	0	1644	0	0	0	0	0	0	1431	0	0	0	0
f28	0	31	0	50	0	1522	0	0	3738	23	48	0	0	1378	0	0	0	0	0	15	0	14	0	13	30	0	0	3	0	0	0	0	0	0	7	0	0	224	34	0	0	63	0	0	56875	0	20	11	0	228	788	934	0	48	0	15	0	34	0	0	0	0	0	0	0	484	113	0	0	128	0	0	0	0	41	19	552	0	61	220	2934	0	533	18	0	109	0	0	0	0	3	0	0	12637	0	422	19	44	0	0	0	0	0	0	135	0	0	0	147	0	1087	0	0	268	0	0	0	11	0	0	45	5	0	2	39	0	19	0	0	0	0	0	0	0	0	0	8	0	0	0	11	0	0	4	0	0	95	0	27	0	41	0	0	0	0	0	0	0	0	0	0	12	0	0	0	196	0	0	0	66	0	0	165	0	0	0	0	0	0	0	22	17	4	0	3	0	0	0	0	30	5	1247	0	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	19	0	21	0	0	0	0	0	21	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	117	0	0	0	0	0	0	0	0	8	15	0	0	8	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	270	0	0	0	0	0	0	576	0	0	0	0
f29	0	0	0	0	0	150	0	0	374	4	0	0	0	1855	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	81307	0	0	0	0	22	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	34	0	0	33	331	0	0	0	0	0	0	0	0	0	0	0	0	1542	0	111	3	0	0	0	0	0	0	0	116	0	0	0	9	0	56	0	0	32	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	63	0	0	0	0	0	0	72	0	0	0	0
f30	0	10	0	0	0	242	0	0	14344	0	8	0	0	350	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	45821	0	0	0	0	21	19	50	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	0	0	0	0	0	0	0	0	6	171	0	0	42	101	0	140	0	0	0	0	0	0	0	0	0	0	18970	0	147	0	0	3	0	0	0	0	0	56	0	0	0	65	0	450	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	20	0	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	176	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	17	0	0	0	0	0	0	178	0	0	0	0
f51	0	0	0	0	0	650	0	0	238	200	251	0	0	807	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	62298	0	0	0	0	351	0	1217	0	0	0	0	13	0	0	0	0	0	0	0	0	320	159	0	0	0	0	21	0	0	0	0	782	0	164	179	1183	0	643	0	0	0	0	0	0	0	0	0	0	5860	0	50	0	96	0	0	0	0	0	0	44	0	0	0	37	0	106	0	0	194	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	17	0	0	190	0	0	0	19	0	0	31	0	0	147	0	30	0	93	0	0	3	0	0	0	0	0	0	0	264	0	0	17	0	0	0	14	1228	0	0	55	0	0	0	0	0	0	0	0	188	64	0	0	0	0	0	0	0	0	1767	0	0	5	0	113	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	6	0	910	37	0	51	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	169	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	615	0	0	0	0
f81	4	173	0	146	12	1056	0	0	151	164	54	13	0	376	0	11	0	0	0	26	55	30	0	78	4	44	3	0	3	0	2	0	0	63	19	14	0	97	497	10	0	54	0	0	832	0	41	23	0	610	3131	237	9	0	0	0	62	36	0	35	0	65	0	0	8	333	186	0	116	180	0	75	4	0	110	0	731	0	464	4366	6034	46	563	154	41	456	0	24	0	99	5	0	155	338	0	71	0	54	8	0	47	0	0	0	19	0	16	0	127	0	24	6	126	205	0	19	0	39	0	0	37	0	0	0	78	0	0	0	3	48	0	2	15	10	11	0	394	0	0	0	22	0	9	9	3	0	35	0	72	0	25187	0	0	0	0	7	8	0	0	15	0	118	0	0	0	698	56	0	0	226	0	0	83	0	0	0	0	0	0	14	257	137	0	0	17	0	10	0	0	141	12	961	2	16	10	0	0	113	13	0	80	0	0	12	0	0	0	0	0	24	0	17	0	0	0	9	19	208	0	22	0	0	0	58	0	38	0	34	0	0	0	0	0	0	217	0	0	112	0	4	45	0	0	0	0	60	52	24	0	0	0	0	0	0	2	0	0	0	0	5	0	130	18	0	0	0	0	0	0	22	6	0	787	11	0	50	419	0	21	0	0	146	10	0	0	3	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186	0	0	0	0	0	0	92	0	0	0	0	0	0	318	0	0	0	0
f82	0	216	0	54	0	1268	0	0	1313	202	286	6	0	1519	0	8	0	0	28	17	19	67	0	133	0	22	6	0	0	0	3	0	0	45	25	0	0	102	463	0	0	16	0	0	20803	0	12	33	0	1540	2001	783	0	19	5	6	12	85	0	0	0	0	0	0	32	352	306	0	40	384	0	0	0	18	129	26	896	0	107	4431	2634	77	748	106	33	435	0	20	6	34	27	0	0	3135	0	192	18	101	0	0	55	0	0	0	1110	0	0	0	252	0	54	0	90	387	0	0	0	24	0	0	87	9	0	8	57	0	43	0	0	14	0	0	23	0	0	0	3549	0	0	5	26	0	2	13	0	0	111	237	42	0	97	0	0	0	0	0	21	0	0	37	0	74	0	0	21	762	80	0	0	84	0	0	59	0	0	0	0	0	2	0	186	74	3	0	18	0	0	0	0	21	18	1435	0	9	33	0	14	92	44	0	3	0	0	15	0	0	0	0	4	64	0	4	0	0	0	20	65	174	0	0	0	0	0	13	0	49	0	326	0	0	0	0	0	0	612	0	0	68	0	7	38	0	0	0	0	11	23	82	0	0	0	0	0	0	53	0	0	0	0	0	4	94	0	0	0	0	0	0	0	0	0	0	541	0	0	30	9	0	0	0	0	246	41	0	0	8	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542	0	0	0	0	0	0	177	0	0	0	0	0	0	484	0	0	0	0
f83	22	222	0	744	0	1018	0	0	934	835	75	101	0	913	0	11	0	0	5	111	128	22	0	186	0	105	5	0	16	0	0	0	0	397	38	310	53	85	891	0	0	596	0	0	10921	0	59	61	0	1218	8537	934	0	28	89	34	0	29	0	23	0	17	0	0	167	324	294	0	16	1313	0	0	0	0	104	19	2432	0	321	7683	2653	657	510	708	167	436	0	24	0	500	108	7	0	1632	0	41	37	185	0	9	47	14	0	0	161	0	0	5	65	0	85	0	1009	189	0	0	0	168	0	0	0	0	0	113	340	0	11	0	3	27	0	0	6	0	0	0	2062	0	0	3	0	0	0	0	0	0	38	301	60	0	68	0	0	0	0	0	23	0	0	127	0	1578	0	0	0	548	238	0	0	28	0	0	0	0	0	0	0	0	0	140	799	605	3	0	33	0	46	0	0	0	28	1827	4	92	0	0	0	51	31	173	0	14	0	52	0	0	0	15	0	177	0	0	0	0	0	0	107	837	0	0	0	0	16	22	0	6	0	50	0	0	0	8	0	0	523	10	0	130	0	0	185	0	0	0	0	117	49	95	0	0	0	0	0	0	30	0	0	0	0	0	20	164	0	0	0	0	0	0	0	23	9	0	505	10	0	74	0	0	56	0	0	1530	7	0	0	15	376	0	0	0	0	0	7	0	9	0	0	0	0	0	3	4092	0	0	0	0	0	0	69	6	0	0	0	0	0	119	0	0	0	0
f84	0	0	0	0	0	0	0	0	1812	38	0	0	0	1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57750	0	0	0	0	12	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	188	44	0	0	0	0	0	0	0	0	0	43	0	12	0	1449	0	95	0	0	0	0	0	0	3	0	0	0	3785	0	0	19	5	0	0	0	0	0	0	5412	0	0	6	0	0	207	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	24	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
f85	0	0	0	0	0	89	0	0	1604	93	0	0	0	2787	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72187	0	0	0	0	6	0	4041	0	0	0	0	0	0	0	0	0	0	0	0	0	275	99	0	0	0	0	0	0	0	0	0	94	0	25	9	922	0	146	0	0	0	0	0	9	0	0	0	0	4784	0	0	23	14	0	0	0	0	0	0	207	0	0	0	44	0	221	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	6	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	23	338	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	2	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	88	0	0	4	0
f86	0	0	0	0	0	30	0	0	4423	392	0	0	0	2659	0	0	0	0	7	0	0	28	0	4	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	49396	0	0	0	0	0	0	2653	3	0	0	0	0	0	0	0	0	0	0	0	6	278	320	0	0	0	0	0	0	0	2	0	415	0	101	53	16793	0	508	0	0	0	0	0	7	34	0	0	0	3926	0	0	62	89	0	0	0	0	0	0	1483	0	0	0	121	0	155	0	0	25	0	0	0	81	0	0	0	11	0	0	0	0	20	0	0	33	0	0	22	0	0	0	0	0	0	0	6	0	0	0	0	0	26	1226	195	0	0	0	0	0	0	0	0	0	0	0	12	34	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	23	0	0	0	0	0	0	0	0	0	2050	0	0	6	0	0	0	0	0	0	8	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	6	20	0	0	0	0	0	0	0	0	0	0	670	6	0	0	0	0	12	0	0	0	4	0	0	192	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	15	344	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0
f87	0	0	0	0	0	71	0	0	1534	51	0	0	0	1722	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81360	0	0	0	0	0	0	1813	0	0	0	0	0	0	0	0	0	0	0	0	0	143	51	0	0	0	0	0	0	0	0	0	80	0	23	10	1861	0	80	0	0	6	0	0	8	4	0	0	0	2823	0	0	38	0	0	14	0	0	0	0	160	0	0	0	35	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	184	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
