feature	Oleiharenicola	Halomonas	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Exiguobacterium	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rickettsiaceae_Genus	Rhodovarius	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	SWB02	Noviherbaspirillum	Crenobacter	Blfdi19_Genus	Streptococcus	Rhodospirillales_Genus	Chloroflexaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Bacillus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	JGI_0001001.H03	Obscuribacteraceae_Genus	Candidatus_Bealeia	Luteolibacter	Babeliaceae_Genus	Ideonella	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Candidatus_Obscuribacter	Hyphomonadaceae_Genus	env.OPS_17_Genus	Lysobacter	Luteimonas	Terrimonas	Leuconostoc	Psychromonas	Sediminibacterium	Altererythrobacter	SM1A02	Acinetobacter	Rubrivivax	Deinococcus	Aeromonas	Larkinella	Burkholderia.Caballeronia.Paraburkholderia	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Brevibacterium	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Alphaproteobacteria_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Sphingomonas	Devosia	Saprospiraceae_Genus	Ilumatobacter	Chryseobacterium	Peptostreptococcus	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Haliangiaceae_Genus	Paucibacter	Unknown_Family_Genus	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Uliginosibacterium	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	Limnobacter	A21b_Genus	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Hydrogenophaga	Legionella	Burkholderiales_Genus	AAP99	SM2D12_Genus	Turicibacter	Chitinilyticum	Rickettsiella	Stagnimonas	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Vampirovibrio	Shewanella	Bryobacteraceae_Genus	Granulicatella	Sphingobium	Dinghuibacter	IMCC26207	Truepera	Caulobacter	Tetragenococcus	Abditibacterium	Chitinivorax	Enterovirga	Saccharimonadales_Genus	Fundidesulfovibrio	Neochlamydia	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Anaerovorax	Micavibrionales_Genus	X37.13_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Gaiellales_Genus	Cytophagales_Genus	Kinneretia	X0319.6G20_Genus	Lactobacillus	Marinomonas	cvE6_Genus	Pir4_lineage	JG30.KF.CM45_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	Methylibium	Polymorphobacter	Dyadobacter	Caedibacter	Aquihabitans	Chitinophagaceae_Genus	Agromyces	Bosea	LiUU.11.161_Genus	Undibacterium	Pararhodobacter	Ligilactobacillus	Stella	Neisseriaceae_Genus	TM7a	Mariniblastus	Holosporaceae_Genus	Parvibium	Afipia	Pseudolysobacter	Arthrospira_PCC.7345	Citrobacter	Loigolactobacillus	Glutamicibacter	Rhizobium	Rothia	Candidatus_Megaira	alphaI_cluster	Runella	NS11.12_marine_group_Genus	Blastococcus	Dietzia	Candidatus_Finniella	Cellvibrio	Candidatus_Alysiosphaera	Geminicoccaceae_Genus	Bacilli_Genus	Gemmatimonas	TRA3.20_Genus	Aquicella	KD4.96_Genus	Curvibacter	Brucella	Gemmata	CM1G08	Bradyrhizobium	Nocardioides	Aerococcus	Chloracidobacterium	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Candidatus_Paracaedibacter	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Aeromicrobium	CL500.3	Ruminiclostridium	Aquabacterium	Sphingomonadaceae_Genus	DEV007_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Vagococcus	Acetobacteroides	Variovorax	Blastocatella	Bryobacter	Trueperella	Ottowia	Oscillospiraceae_Genus	Oligoflexaceae_Genus	Stenotrophomonas	bacteriap25_Genus	Pirellula	Sandaracinus	Babeliales_Genus	Weeksellaceae_Genus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	Caldilineaceae_Genus	OM190_Genus	Cloacibacterium	Enterococcus	Allomeiothermus	Paraconexibacter	Silvanigrellaceae_Genus	Defluviimonas	Microbulbifer	Rheinheimera	Ellin6055	Terrisporobacter	Rhodovastum	Massilia	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Chloronema	Fuscovulum	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Weissella	Gemmobacter	MBNT15_Genus	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Vibrionaceae_Genus	Rhodopseudomonas	Planococcus	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	DEV114	Simkaniaceae_Genus	Azospira	Eremiobacteria_Genus	Hirschia	Plesiomonas	Knoellia	Anoxybacillus	OLB12	Thermus	Sporomusaceae_Genus	Chitinimonas	Levilactobacillus	Lysinibacillus	Frisingicoccus	Lactococcus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	Acidovorax	Pirellulaceae_Genus	Ferruginibacter	Methylobacterium	Pediococcus	Peptoniphilus	Methylocystis	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Nannocystis	WY65	Chthoniobacter	Turneriella	Permianibacter	Pseudoduganella	Nordella	Sporocytophaga	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Pseudoxanthomonas	Vogesella	Flectobacillus	Desulfotomaculum	Rubripirellula	Candidatus_Accumulibacter	KD3.10	Lacibacter	Propionivibrio	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Enhydrobacter	AKYH767_Genus	Lautropia	Methyloversatilis	Bordetella	Haliscomenobacter	Dongia	Ramlibacter	Panacibacter	Niveibacterium	Elsteraceae_Genus	Perlucidibaca	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Limosilactobacillus	CL500.29_marine_group
f438	0	0	30	21	19	0	0	0	534	0	0	0	12794	53	2	0	0	5474	0	0	0	0	0	0	0	0	0	17	0	0	35	0	5	4	0	0	0	107	0	0	0	0	0	137	13	0	0	0	0	0	0	0	0	0	0	11	46	0	10089	0	0	0	0	0	0	0	0	2709	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	10	0	845	0	0	0	0	0	0	0	0	19	0	0	1867	0	167	0	0	2711	0	0	1176	0	817	0	0	0	0	0	0	0	673	0	0	0	0	15482	0	158	907	0	56	0	0	0	0	705	0	0	0	206	0	0	222	0	0	0	686	90	0	135	0	0	0	0	0	0	0	0	0	0	0	44	0	0	20	0	0	0	43	0	0	0	0	0	0	14	0	0	0	41	13	0	0	0	0	0	0	57	0	3	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	5	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	23	0	57	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	8	6	0	0	13	15	0	0	171	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	577	4	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2484	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	179	0	0	0	0
f439	0	0	8	0	12	0	0	0	54	0	0	0	10531	58	0	0	0	3199	0	12	0	0	0	0	0	0	0	0	0	0	4	0	17	0	0	0	0	10	0	0	0	0	0	59	5	0	0	0	0	0	0	0	0	0	0	0	22	0	28473	0	0	0	0	0	0	0	0	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	5	0	656	0	108	0	0	808	0	0	205	0	139	0	0	0	0	0	0	0	206	0	0	0	0	12563	0	73	125	0	25	0	0	0	0	2903	0	0	0	93	0	0	575	0	0	0	189	17	0	27	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	44	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	6	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1259	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	49	0	0	0	0
f440	0	0	28	0	0	0	0	0	342	0	0	0	13520	11	0	0	0	3879	0	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	54	0	0	0	0	0	147	17	0	0	0	3	0	0	0	0	0	0	5	48	0	10165	0	0	0	0	0	0	0	0	2440	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	614	0	0	0	0	0	0	0	0	19	0	0	1363	0	158	0	0	3643	0	0	692	0	503	0	0	0	0	0	0	8	429	0	0	0	0	19766	0	166	1217	0	56	0	0	0	0	501	0	0	0	155	0	0	125	0	0	0	951	0	0	95	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	39	0	0	159	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	107	0	0	12	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	15	0	50	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	24	0	0	0	8	0	0	0	117	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	356	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2125	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	246	0	0	0	0
f466	0	0	0	0	0	0	253	0	7	0	0	0	2876	0	30	0	0	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	19888	0	0	0	0	0	0	0	0	3876	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1031	45	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	1706	0	0	57	0	18	0	0	0	26	0	0	0	0	0	0	0	0	18835	0	18	28	0	0	0	0	0	0	86	0	0	0	0	0	0	2368	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
f467	0	0	0	0	0	0	0	0	0	0	0	0	1963	0	0	0	0	1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	25398	0	0	0	0	0	0	7	0	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	58	0	0	0	0	0	0	0	0	0	0	0	177	0	13	0	0	513	0	0	20	0	21	0	0	0	0	0	0	0	0	0	0	0	0	26134	0	17	0	0	0	0	0	0	0	30	0	0	0	0	0	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
f468	0	0	0	3	0	0	9	0	0	0	0	0	1552	0	100	0	0	557	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	78342	0	0	0	0	0	0	0	0	4097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	13	0	0	0	0	0	16	0	0	0	0	0	86	0	21	0	0	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1014	0	0	12	0	0	0	0	0	0	53	0	0	8	0	0	0	1901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f469	0	0	6	0	0	0	9	0	0	0	0	0	4287	7	0	0	0	1239	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	15714	0	0	0	0	0	0	5	0	1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	163	0	0	0	0	0	0	0	0	0	0	0	746	0	12	0	0	1394	0	0	161	0	84	0	0	0	0	0	0	0	0	0	0	0	0	27807	15	70	33	0	0	0	0	0	0	139	0	0	0	0	0	0	1005	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	26	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	21	0	18	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
f470	0	0	0	0	0	0	0	0	0	0	0	0	3275	102	0	0	0	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	34479	0	0	0	0	0	0	3	0	1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	46	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	495	0	0	0	8	20	0	0	0	0	0	0	4	0	0	0	0	0	22287	0	0	9	0	0	0	0	0	0	85	0	0	0	0	0	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	11	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	5	0	0	3	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
f496	0	0	0	0	0	0	0	0	0	0	0	0	38	7	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	156	0	0	62782	0	0	0	0	0	0	19	0	11425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	4	0	0	0	0	0	0	0	0	0	0	18	0	0	0	4	656	0	0	0	0	0	0	0	2	168	0	0	0	0	0	0	0	0	350	0	3	32	0	0	0	0	0	0	24	0	0	341	0	0	0	2147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	26	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	5	0	0	0	11	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
f497	0	80	7	0	0	0	0	0	7	0	0	0	820	3	5	0	0	1255	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	64	39	0	52279	0	0	0	0	0	0	0	0	4642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	942	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	877	0	0	36	0	26	0	6	0	181	0	0	0	0	0	0	0	0	2276	0	123	258	0	0	0	0	0	0	67	0	0	5665	8	0	0	2670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0
f498	0	365	65	0	13	0	42	0	38	0	0	0	597	45	3	0	0	2507	4	23	0	0	0	0	0	0	0	0	0	0	80	0	0	8	0	0	0	0	0	0	0	0	0	0	34	0	107	0	16	0	0	0	0	0	0	136	131	0	47270	0	0	0	3	0	0	0	0	5614	0	0	0	40	0	0	0	0	0	0	0	0	17	0	0	39	437	108	0	0	0	0	0	0	0	0	27	0	0	183	0	18	0	0	1245	0	0	267	20	96	0	110	0	409	0	0	0	127	0	0	0	0	13714	0	221	810	0	57	0	0	0	0	251	0	0	42	115	0	0	3442	0	0	0	101	0	0	5	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	13	0	0	0	31	0	0	0	0	5	0	0	19	0	7	20	0	13	0	0	0	0	0	0	8	0	0	0	7	0	0	0	28	0	114	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	216	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	23	0	0	0	0	0	56	0	0	0	0	0	0	83	0	7	0	0	0	0	3	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	19	38	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	415	0	0	0	0
f499	0	270	20	0	0	0	30	0	0	0	0	0	1414	17	5	0	0	1633	0	10	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	66	0	0	0	0	0	0	0	0	95	177	0	28320	0	0	0	0	0	0	0	0	2192	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	52	237	44	0	0	0	0	0	0	0	0	14	0	0	208	0	47	0	0	830	0	0	241	16	95	0	19	0	284	0	0	0	78	0	0	0	0	21467	0	116	665	0	0	0	0	0	0	88	0	0	68	71	0	0	2027	0	0	0	59	4	0	0	0	0	0	0	0	0	0	0	0	18	0	11	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	25	3	0	0	0	0	0	0	30	0	5	22	0	0	0	0	0	0	0	0	6	0	0	0	0	32	0	0	0	0	117	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	11	0	0	0	24	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	2	0	58	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0
f500	8	474	95	0	65	0	78	0	87	0	0	0	299	34	6	0	0	2558	0	56	0	0	7	0	0	0	0	0	0	0	95	0	16	25	0	0	0	0	0	0	0	0	24	9	49	0	272	0	189	0	0	0	89	0	0	169	257	0	30301	0	0	0	83	41	0	2530	0	3145	0	0	0	115	0	4	0	5	3	0	0	13	11	0	0	55	1511	309	0	0	35	0	0	10	0	0	16	149	529	302	0	48	0	1165	1798	0	7	499	2	177	5	74	139	1106	0	0	0	92	0	0	0	0	3515	0	210	1340	0	69	0	11	0	0	163	0	0	71	106	0	0	1536	0	0	0	88	0	0	4	0	0	0	0	0	0	0	6	0	374	0	43	0	0	0	0	0	0	26	0	0	0	0	1848	0	34	0	2	0	52	11	0	0	0	0	0	0	64	19	12	35	0	32	0	0	0	0	0	0	26	0	0	0	198	0	0	0	25	0	230	7	0	0	0	0	0	579	0	0	0	0	0	0	0	18	0	4	0	0	0	0	0	0	6	0	0	2	0	0	7	0	824	4	8	71	0	0	0	0	74	0	0	13	0	0	0	0	0	0	0	0	0	10	0	0	37	0	0	0	31	11	0	0	0	0	0	22	6	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	206	0	0	0	0	0	62	0	0	0	0	3	0	61	0	9	0	0	0	0	0	0	0	0	18	0	0	8	0	0	0	0	0	0	0	0	0	0	0	69	39	0	0	0	0	0	6	10	0	0	0	178	0	55	0	0	0	0	0	829	21	5	0	0	6	3	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	585	0	0	0	0
