gene	log2FoldChange	padj	baseMean	pvalue	stat	metadata	value
parp14rs3	0.8638888981763728	0.01660279387812511	982.3442397065677	0.0021275323771072314	3.0718266540118964	Treatment	A- T- P+
parp16	-0.30927473060422567	0.0328413731261734	587.2430775563244	0.005448743892532891	-2.7792329256433392	Treatment	A- T- P+
parp2	0.7379858264465695	0.0016193461306068556	330.7808769644061	9.111325095953659e-5	3.9131146427249646	Treatment	A- T- P+
parp3	0.7023481080795753	0.041300715395674086	685.2935325032026	0.007492777149019397	2.674110441484494	Treatment	A- T- P+
parp8	0.9759528872001695	5.21990492188316e-4	392.4671886238893	1.9795187667487662e-5	4.267188516133546	Treatment	A- T- P+
parp9	0.995332135084904	0.04597326207558865	1438.570695013435	0.008683943671120568	2.6242522795870817	Treatment	A- T- P+
parpbp	2.3673201882792823	0.00543304726971971	81.37056442732107	4.7645540256919546e-4	3.4936555073766993	Treatment	A- T- P+
parvg	0.797329605109609	0.0249549598103428	181.2311493990739	0.0037635597364423625	2.8973280603796914	Treatment	A- T- P+
pask	2.496553358345429	0.0015528770228325015	67.373775655096	8.585748271134658e-5	3.9274325655656757	Treatment	A- T- P+
patj	-0.4711765461724927	0.009216356132799666	894.7863685106943	9.573461440500889e-4	-3.302770763011368	Treatment	A- T- P+
patl1	-0.31433333146255754	0.02032282706286984	1091.5094126098	0.0028167974443074955	-2.987054237362775	Treatment	A- T- P+
pawr	-0.6138215295823916	0.0016011473644031338	552.2403180233077	8.967679230761574e-5	-3.916948781215763	Treatment	A- T- P+
pbk	1.900390106064918	1.747815588173284e-5	199.61958069831775	2.1973773882640214e-7	5.181814462799493	Treatment	A- T- P+
pbx2	-0.3420883958978993	0.011935146018035256	396.0102849164094	0.0013566020257515343	-3.2037287933087253	Treatment	A- T- P+
pbxip1a	-1.5826496318796817	4.771829241102496e-7	554.9515297740995	1.952571641116826e-9	-6.001704211380287	Treatment	A- T- P+
pccb	0.5774781738757994	0.013397561193972497	962.2339304561282	0.001592032701982622	3.1573625525263567	Treatment	A- T- P+
pcgf5a	-1.9676550489317588	0.0017480667903599686	66.84660873387999	1.0169979229376685e-4	-3.886500320799981	Treatment	A- T- P+
pcgf6	1.4552525760887478	0.004921996654818224	115.7360112223085	4.1692923024119744e-4	3.5291293880365138	Treatment	A- T- P+
pclaf	2.2955917010968023	1.0765090084489116e-6	237.37698846913761	5.824064606715566e-9	5.821732693082767	Treatment	A- T- P+
pcm1	1.06519567891062	0.001990323451506387	848.1374753736538	1.2049825100577106e-4	3.8451102456484523	Treatment	A- T- P+
pcmtd1	-0.9187047321255293	0.035353498030420705	285.41882043150645	0.006045870773030005	-2.7452831559222064	Treatment	A- T- P+
pcmtl	-0.7886904857630225	0.034344015416186355	132.0770961202062	0.005821919348683693	-2.75764608220205	Treatment	A- T- P+
pcna	1.8328244750783151	3.971191922663981e-12	2492.457445619841	1.6369298939257957e-15	7.966150936152577	Treatment	A- T- P+
pcnx1	-0.6502684689568315	8.445613590102642e-4	806.5667953604925	3.7551763037932664e-5	-4.122048795448666	Treatment	A- T- P+
pcsk5b	-0.8130539704507461	0.00640592983739059	1859.0276299418229	5.918091610903405e-4	-3.435340757727514	Treatment	A- T- P+
pcyt1bb	-1.3543310951923437	0.009955017441111285	2662.4423397330634	0.0010674150502345725	-3.2721272942413187	Treatment	A- T- P+
pdap1a	0.6140455530617377	0.04053445189730585	1536.830294032538	0.007299459469346863	2.6828643347689693	Treatment	A- T- P+
pdcd11	0.7551685536928696	0.01804521673363875	1239.20656381219	0.0023848918446920547	3.037576092349077	Treatment	A- T- P+
pdcd4a	-0.711165408896596	0.013622334589468736	824.8199654328118	0.0016240175717276634	-3.151558265908851	Treatment	A- T- P+
pdcl3	1.0276435086665903	3.359497485677211e-4	858.0700278080869	1.0957140913199065e-5	4.397368141177275	Treatment	A- T- P+
pde2a	-0.8377619289429556	0.004653362913792754	81.9518783297478	3.8565652332301736e-4	-3.5497094619524843	Treatment	A- T- P+
pde3b	-0.6578996852193347	0.028420912709189297	293.33106828546687	0.004476645205687947	-2.842462821317237	Treatment	A- T- P+
pde4a	-1.0492279198656704	0.041141246999769315	95.32982718708789	0.007454005561641668	-2.675849740619016	Treatment	A- T- P+
pde5ab	-0.8029441091390781	0.044816421153686996	461.24760530133574	0.008389220490599463	-2.635989995598845	Treatment	A- T- P+
pdk2a	-1.8628801831243271	0.0012584938899930208	3469.2457450731445	6.516829964153885e-5	-3.9932699645975154	Treatment	A- T- P+
pdk2b	-1.8385847373597468	2.7440976401043216e-4	3233.348133478696	8.440984599867477e-6	-4.453682625587273	Treatment	A- T- P+
