feature	Oleiharenicola	Planifilum	Hyphomicrobiales_Incertae_Sedis_Genus	Legionella	Pseudorhodoplanes	Blastococcus	Niveibacterium	Pedosphaeraceae_Genus	Burkholderiales_Genus	Phreatobacter	Fluviicoccus	Caulobacter	Candidatus_Paracaedibacter	Dechloromonas	Rickettsiaceae_Genus	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	Gammaproteobacteria_Genus	SWB02	Noviherbaspirillum	Aeromonas	Crenobacter	Streptococcus	Rhodospirillales_Genus	Gemmata	X37.13_Genus	Haliangiaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Comamonadaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Chryseobacterium	Roseomonas	env.OPS_17_Genus	Sphingobium	Pseudomonas	Pedomicrobium	Paracoccaceae_Genus	Reyranella	JGI_0001001.H03	Rhodocyclaceae_Genus	Candidatus_Bealeia	Luteolibacter	Hyphomicrobiales_Genus	Cytophagales_Genus	Pajaroellobacter	Gemmataceae_Genus	Candidatus_Obscuribacter	Nocardia	Enterobacterales_Genus	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Nitrosomonas	Planctomycetes_Genus	Nocardioides	Lysobacter	Obscuribacteraceae_Genus	Sphingomonas	Luteimonas	Candidatus_Megaira	JG30.KF.CM45_Genus	Bacillota_Genus	Terrimonas	Leuconostoc	Sediminibacterium	Babeliaceae_Genus	Blastocatellaceae_Genus	Aquihabitans	Acetobacteraceae_Genus	Pirellula	Burkholderia.Caballeronia.Paraburkholderia	bacteriap25_Genus	Brevifollis	Granulosicoccus	IS.44	Bacteroidia_Genus	Acidobacteriota_Genus	Sphaerotilus	Marmoricola	Aeromonadaceae_Genus	Emticicia	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Anaerovorax	Alphaproteobacteria_Genus	Microscillaceae_Genus	Clostridia_Genus	Paludibaculum	NS11.12_marine_group_Genus	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	X0319.6G20_Genus	Flavobacterium	Devosia	Saprospiraceae_Genus	Staphylococcus	Leeia	Brevundimonas	Chlamydiales_Genus	Microtrichaceae_Genus	Ensifer	Paucibacter	Telmatocola	Rhizobium	Agitococcus	Paenirhodobacter	Novosphingobium	Candidatus_Captivus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Polyangiia_Genus	P3OB.42	Roseicella	A21b_Genus	Moraxellaceae_Genus	Cetobacterium	Gaiellales_Genus	Shinella	Sutterellaceae_Genus	Fluviicola	Vibrionaceae_Genus	Exiguobacterium	Kineosporiaceae_Genus	AAP99	Streptomyces	SM2D12_Genus	Chitinilyticum	Fimbriiglobus	Acinetobacter	Eremiobacteria_Genus	Vibrio	Candidatus_Ovatusbacter	Shewanella	Bryobacteraceae_Genus	X11.24_Genus	Runella	Truepera	Sphingomonadaceae_Genus	Abditibacterium	Oligoflexaceae_Genus	Rhizobiaceae_Genus	Stagnimonas	Rhizorhapis	Rubrivivax	Neochlamydia	Blfdi19_Genus	Sandaracinaceae_Genus	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Unknown_Family_Genus	Phenylobacterium	Opitutaceae_Genus	Pseudomonadota_Genus	Gordonia	Pasteurella	Microtrichales_Genus	Paracoccus	Bdellovibrio	Sphingopyxis	Haliscomenobacter	cvE6_Genus	Pseudoduganella	Pseudolabrys	Pir4_lineage	Agromyces	Planctomycetota_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	IMCC26207	Dyadobacter	Romboutsia	Pseudoxanthomonas	Thermoleophilia_Genus	Bosea	MBNT15_Genus	Undibacterium	Stella	Neisseriaceae_Genus	OM190_Genus	TM7a	Caedibacter	Pectobacteriaceae_Genus	Bacillus	Anaeromyxobacter	Parvibium	Pseudolysobacter	Dinghuibacter	WY65	SH3.11	Glutamicibacter	Rothia	alphaI_cluster	Vampirovibrionales_Genus	Gemmobacter	Chitinophagaceae_Genus	Deinococcus	Kapabacteriales_Genus	Chlamydiaceae_Genus	Cellvibrio	Parachlamydiaceae_Genus	Micropepsaceae_Genus	oc32	Alicyclobacillus	Pseudomonadales_Genus	Longivirga	Turneriella	LWQ8_Genus	Bacilli_Genus	Fimbriimonadaceae_Genus	Gemmatimonas	TRA3.20_Genus	Tundrisphaera	KD4.96_Genus	Curvibacter	Sinimarinibacterium	SM1A02	PMMR1	Bradyrhizobium	Acidiferrimicrobium	OLB17	Vicinamibacteraceae_Genus	Flavihumibacter	PB19_Genus	Anaerocolumna	Holosporaceae_Genus	BIrii41_Genus	Pontibacter	Kineococcus	CL500.3	Ruminiclostridium	Candidatus_Alysiosphaera	Heyndrickxia	Cerasibacillus	Aquabacterium	Myxococcaceae_Genus	Barnesiellaceae_Genus	Pyrinomonadaceae_Genus	Enterobacteriaceae_Genus	Variovorax	Blastocatella	Aerococcaceae_Genus	Ottowia	Serinicoccus	Oscillospiraceae_Genus	Opitutus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	Cloacibacterium	Paraconexibacter	DEV007_Genus	Defluviimonas	Rhodovastum	Massilia	Thermomicrobiales_Genus	Thermodesulfobacteriota_Genus	Paraclostridium	Alcaligenaceae_Genus	Methylorubrum	Micavibrionales_Genus	Brevitalea	Sporichthyaceae_Genus	Psychromonas	Gemmatimonadaceae_Genus	Rubritaleaceae_Genus	Campylobacterales_Genus	Steroidobacter	Rhodopseudomonas	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	Virgibacillus	Bauldia	Nevskiaceae_Genus	Stenotrophomonas	DEV114	Simkaniaceae_Genus	Lysobacteraceae_Genus	Pirellulaceae_Genus	Hirschia	Plesiomonas	Lactococcus	OLB12	vadinHA49_Genus	Thermus	Rheinheimera	Rhodospirillaceae_Genus	Sporomusaceae_Genus	Weissella	Chitinimonas	Raineya	NB1.j_Genus	Acidovorax	Lactobacillaceae_Genus	Ferruginibacter	Vampirovibrio	Kocuria	Nordella	Polyangiales_Genus	Elsteraceae_Genus	Methylocystis	Methyloligellaceae_Genus	Mesorhizobium	Pseudorhizobium	Mariniblastus	Azospira	Oxalobacteraceae_Genus	Hassallia	Nannocystis	Isosphaeraceae_Genus	Fuscovulum	Aureimonas	Siphonobacter	Polyangiaceae_Genus	Permianibacter	Desulfosporosinus	Geodermatophilus	Hyphomonadaceae_Genus	Delftia	Sandaracinus	Actinoplanes	Corynebacterium	Elstera	Marinomonas	IMCC26134	Parcubacteria_Genus	Flectobacillus	Desulfotomaculum	Anaerospora	Thermobrachium	Peptostreptococcaceae_Genus	Babeliales_Genus	Bryobacter	Aeromicrobium	AKYH767_Genus	Bordetella	Acidibacter	Hydrogenophaga	Chthonomonas	Dongia	Panacibacter	Methylibium	Perlucidibaca	Coxiella	Aurantisolimonas	Agrobacterium	Anaerotaenia	Vogesella	CL500.29_marine_group
f619	7	0	241	752	20	16	43	724	12	999	7	0	0	13	0	5	139	1695	28	309	139	0	674	90	0	6	11	0	403	0	0	0	2196	0	402	0	0	214	0	16	90	496	0	162	322	1067	150	0	0	0	0	133	15	53	92	256	909	0	0	0	1057	65	204	0	92	0	2	0	4084	0	878	0	0	0	0	0	0	7	0	103	70	0	10	0	0	32	0	83	28	0	25	15	17	0	0	0	257	91	0	0	132	0	19	0	39	35	48	10	387	386	3	35	2	647	84	488	2832	331	282	32	92	0	4	0	51	4	0	33	0	0	0	581	14	0	6	14	0	0	0	242	0	0	0	28	5	45	0	54	43	13	764	34	0	0	0	0	377	0	415	58	164	4	124	390	65	14	6	26	0	0	848	0	157	0	12	31	1245	10	0	0	47	0	0	4	230	41	0	0	18	0	218	0	864	0	0	851	0	0	0	0	3	0	76	254	103	29	0	0	39	0	6048	36	133	99	0	0	33	5	29	0	0	23	230	0	0	0	65	29	446	0	17	0	2	0	58	0	0	172	0	0	0	16	21	0	0	0	0	7	0	0	601	0	2	0	0	18	23	0	0	0	0	0	13	0	17	15	0	51	0	0	0	236	14	0	0	12	0	0	0	0	0	0	0	6	0	0	0	46	16	0	0	0	0	0	142	0	21	0	361	31	0	15	0	0	0	13	0	0	33	0	23	3024	0	851	0	0	14	0	0	19	0	15	0	0	0	0	92	4	0	175	0	0	0	0	0	0	380	0	0	0	0	13	0	12	24	0	0	0	0	0	0	0	0	9	0	0	12	4	0	0	52	0	0	0	35	0	0	3
f620	0	0	66	3	0	0	556	16	4	162	0	0	0	66	0	0	1488	621	8	122	0	0	58824	704	0	0	3	0	0	0	0	6	34	0	4	0	0	0	0	0	90	15	0	815	13	219	0	0	0	0	7	0	0	0	6	5	103	0	0	0	39	6	0	0	3	0	0	2	39	0	0	0	0	0	0	0	0	10	0	29	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	7	0	0	0	0	6	5	0	0	6	3	0	0	17	0	21	1097	6	10	0	60	0	0	0	0	0	0	0	0	0	0	4164	0	0	226	93	0	0	0	0	0	0	52	0	0	0	0	0	142	0	7	11	0	0	0	0	26	0	0	170	0	0	0	25	0	0	0	0	0	0	256	0	0	13	0	0	11	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	35	0	0	7	0	0	0	0	0	0	0	150	0	51	0	0	24	0	104	0	22	0	0	23	0	0	0	0	0	25	5	0	0	0	0	0	76	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	22	0	62	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	22	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f21	4	0	259	77	0	0	453	81	0	438	0	0	9	258	0	0	975	44	16	70	96	0	42717	875	0	8	350	3	4439	0	4	0	791	24	39	27	0	163	3	0	98	30	0	382	21	648	0	0	0	0	0	4	32	2	14	8	0	4	0	0	138	11	226	0	0	0	0	0	419	0	20	0	17	0	38	0	0	25	0	46	19	0	37	0	0	69	0	10084	0	0	64	0	12	5	4	115	0	19	0	0	0	0	0	3	0	0	5	55	55	202	0	0	0	0	0	125	575	135	66	18	355	0	0	0	14	0	2	0	2	0	0	7351	0	0	80	16	0	37	0	32	0	0	88	113	12	7	0	0	156	0	23	440	0	0	0	2	0	0	13	0	0	0	13	80	0	8	0	0	22	0	7	0	0	12	0	0	1167	0	11	0	33	0	0	0	0	0	0	0	4	0	28	2	39	0	0	109	0	0	0	0	0	0	0	171	10	0	4	0	0	0	131	180	40	4	0	7	0	0	0	0	0	0	0	3	0	0	0	0	168	0	32	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	31	8	0	0	0	34	0	0	0	0	0	0	0	0	0	0	13	0	0	0	30	0	0	0	0	5	28	0	0	0	0	96	143	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	0	0	2	0	0	0	84	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	37	0	0	0	0	0	0	0	0	0	129	0	0	0	0
f22	0	0	0	0	0	154	85	0	0	41	0	0	0	37	0	0	1467	6	0	0	0	0	81812	1210	0	0	0	0	29	0	0	0	0	0	0	0	24	0	0	0	0	0	0	81	0	84	0	0	0	0	0	0	0	0	0	0	8	0	0	27	0	0	45	0	40	4	0	35	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	17	0	0	0	0	0	0	0	126	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2529	0	0	10	8	0	0	0	0	0	0	55	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	73	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	8	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	26	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f23	0	0	0	40	0	0	223	0	4	177	0	5	0	507	0	0	3266	25	0	38	0	0	65482	1496	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	59	0	0	151	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	72	0	0	0	0	0	0	0	25	349	0	19	3	147	0	0	0	0	0	0	0	0	0	0	19041	3	0	131	10	0	0	0	0	0	0	181	0	12	0	0	0	169	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0
f24	0	0	1083	115	71	3	501	369	4	2484	0	0	7	2167	0	84	328	488	163	1223	14	0	2204	2616	0	11	79	0	432	4	0	51	677	0	563	44	0	175	138	0	797	379	3	590	72	3254	33	0	0	0	166	0	291	392	298	199	73	2	0	0	99	540	164	0	43	0	21	0	711	0	48	0	0	9	167	0	0	161	0	641	0	3	303	0	6	1009	0	190	15	0	1393	52	49	17	133	275	23	4	5	0	855	0	0	0	0	102	83	115	140	1931	0	164	29	210	11	248	2206	359	59	21	776	152	0	127	8	0	9	74	10	3	0	1909	0	0	960	3426	0	9	22	229	0	2	25	0	5	5	0	0	42	0	2011	854	0	0	3	6	374	5	9	1347	39	49	17	415	8	193	0	35	0	0	118	0	128	0	35	8	943	0	134	0	39	28	0	0	94	0	0	0	186	0	34	4	4551	10	0	179	0	0	0	0	0	46	91	2062	0	1007	0	0	207	0	1253	15	95	35	3	396	13	0	0	0	0	440	129	0	0	52	5	0	262	4	0	0	31	0	39	2	0	26	449	0	0	0	78	0	0	32	0	83	0	0	48	0	0	0	0	53	100	0	0	0	0	0	238	9	0	0	709	89	559	0	0	0	60	0	0	27	0	0	0	4	4	18	0	28	0	0	0	17	0	0	0	0	57	13	0	0	0	0	31	62	0	27	0	0	0	0	0	0	0	17	6	112	0	1053	0	0	22	0	8	0	0	11	0	0	6	0	55	7	0	628	0	0	0	4	0	0	10	0	0	0	0	73	0	0	0	0	0	4	0	0	3	0	0	0	0	4	0	0	0	0	0	13	7	588	0	4	0	9
f25	0	0	0	0	0	43	0	0	0	7	0	0	0	0	0	0	43	1477	0	0	0	0	384	0	0	0	0	0	229	0	0	0	15	0	0	1420	0	0	0	134	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	28	164	0	0	0	0	0	0	0	112	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	240	56	0	0	0	0	0	0	0	3	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	396	0	38	209	0	0	0	0	7	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3318	0	0	0	0	0	13	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	26	0	0	0	0	0	0	0	0	0	0	0
f26	13	0	516	81	0	0	322	214	11	908	0	0	19	872	0	3	178	187	200	208	170	0	1583	777	0	11	652	0	9909	4	4	11	1883	122	84	45	0	318	5	0	190	152	0	572	67	1392	3	0	0	5	0	0	1131	21	102	24	104	0	0	0	157	21	670	0	17	0	0	0	841	0	20	0	18	0	114	0	0	59	0	124	0	0	115	0	0	1339	0	14875	0	0	125	143	8	26	22	137	0	91	0	0	35	0	0	2	15	365	14	539	87	657	0	11	0	12	25	249	2267	212	232	70	1226	38	0	0	54	0	8	0	0	0	0	493	3	20	262	39	0	30	9	114	0	0	71	342	12	24	5	0	0	0	99	1042	0	0	0	10	75	0	32	73	17	0	29	312	0	0	0	6	36	3	159	0	10	0	98	0	2480	4	28	0	32	0	0	0	14	0	0	0	15	2	40	9	280	5	0	382	0	0	0	0	0	0	0	451	9	27	25	0	0	8	225	164	83	15	0	74	0	0	0	0	0	8	28	0	0	0	0	5	213	0	50	0	0	0	267	0	0	65	0	0	0	0	4	0	0	0	0	0	0	0	185	0	0	14	0	0	10	0	0	0	0	9	0	0	0	0	0	80	0	0	0	21	73	0	0	0	0	0	0	0	0	0	0	0	0	2	0	103	0	0	0	0	50	19	0	0	0	0	191	21	0	22	0	0	0	0	48	0	0	0	8	194	0	24	0	0	16	0	6	0	0	0	0	0	0	0	41	0	0	2450	0	0	0	0	0	0	189	29	10	0	0	100	0	0	0	0	0	0	0	0	0	0	0	7	0	0	14	0	0	0	0	0	0	404	0	3	0	0
f27	0	0	201	302	0	19	1644	180	0	8315	0	0	0	1407	0	0	298	27	15	81	58	8	596	3529	0	31	91	0	2018	5	0	0	1980	127	0	0	29	160	132	0	1024	3734	0	84	84	2730	0	0	0	0	0	0	26	107	0	0	47	0	0	0	53	0	94	0	109	0	0	0	117	114	13	0	0	0	44	0	0	284	0	0	8	0	0	0	0	286	0	1293	0	0	0	71	0	0	0	282	33	0	0	0	0	0	0	0	30	0	165	385	0	118	0	17	0	27	0	39	871	226	76	49	3109	0	0	0	30	0	0	0	0	0	3	860	0	0	225	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	539	0	14	0	7	104	3	0	100	0	0	0	1242	0	0	0	0	28	0	18	0	86	475	167	0	1206	0	0	0	34	0	0	0	0	49	0	0	0	0	180	0	0	0	0	566	0	20	0	0	0	0	0	1151	0	0	0	0	0	0	199	0	306	387	0	3	0	0	0	75	0	19	0	0	0	46	0	0	699	0	0	0	0	0	133	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	6	0	0	0	0	19	0	0	0	8	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	79	0	0	659	0	0	0	0	0	0	64	0	0	0	0	12	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1431	0	0	0	0
f28	0	0	31	44	0	0	270	50	5	552	0	0	5	1522	0	0	3738	23	48	117	0	0	56875	1378	0	0	22	0	220	0	0	0	109	15	0	14	0	13	30	0	147	224	0	934	5	1247	0	3	0	0	0	0	15	11	0	0	11	0	0	0	0	7	18	4	4	0	0	0	34	0	0	0	0	0	63	0	0	95	0	10	0	0	20	0	0	228	0	788	0	0	41	48	0	15	0	34	0	0	0	0	0	0	0	0	0	0	0	484	0	128	0	0	0	0	0	61	2934	0	12	19	533	0	0	0	0	0	3	0	8	0	0	12637	0	0	422	19	0	0	0	0	0	0	135	0	30	0	0	0	1087	0	0	196	0	0	0	0	0	0	0	45	5	0	2	39	0	19	0	0	0	3	0	0	0	0	0	0	568	0	0	0	11	0	0	0	0	4	0	0	0	0	27	0	41	0	0	19	0	0	0	0	0	0	0	268	0	12	0	0	0	0	236	0	165	13	0	66	0	0	0	0	0	18	0	0	0	0	0	0	99	0	0	0	0	0	17	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0
f29	0	0	0	0	0	0	63	0	0	34	0	0	0	150	0	0	374	4	0	0	0	0	81307	1855	5	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	9	0	0	467	0	91	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542	0	0	111	3	0	0	0	0	0	0	116	0	8	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0
f30	0	0	10	9	0	0	17	4	0	171	0	0	0	257	0	0	14344	0	8	5	0	0	45821	350	19	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	65	0	0	54	0	176	0	0	0	0	0	8	16	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	21	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	101	0	0	6	140	0	0	0	0	0	0	0	0	0	0	18970	0	0	147	0	0	3	0	0	0	0	56	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
f51	0	0	0	96	0	14	103	0	0	782	0	0	0	650	0	0	238	200	256	159	4	0	62300	807	0	0	0	0	179	0	0	0	0	0	0	0	0	81	0	0	64	0	0	1217	9	1767	0	0	0	0	0	0	190	0	0	0	72	0	11	0	0	9	0	0	64	0	0	16	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	21	0	0	0	164	1183	0	264	5	643	0	0	0	0	0	0	0	0	0	0	5860	0	0	50	0	0	0	0	0	0	0	44	0	0	0	0	0	106	0	0	0	0	0	0	0	54	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	57	17	383	0	0	0	0	0	19	0	0	0	0	31	0	0	0	0	30	37	93	0	3	0	0	0	0	0	0	0	0	194	0	5	0	0	17	0	910	0	55	0	0	1228	0	0	0	0	0	169	0	0	0	0	0	0	130	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	0	0	0
