feature	Oleiharenicola	X0319.6G20_Genus	Planifilum	Hyphomicrobiales_Incertae_Sedis_Genus	Legionella	Craurococcus	Pseudorhodoplanes	Blastococcus	Pedosphaeraceae_Genus	Phreatobacter	Fluviicoccus	Caulobacter	Candidatus_Paracaedibacter	Dechloromonas	Rickettsiaceae_Genus	Chitinophagales_Genus	Culicoidibacter	Clostridium	Gammaproteobacteria_Genus	SWB02	Noviherbaspirillum	Crenobacter	Variovorax	Parachlamydiaceae_Genus	Streptococcus	Gemmata	X37.13_Genus	Haliangiaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Comamonadaceae_Genus	Piscinibacter	Siminovitchia	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Roseomonas	env.OPS_17_Genus	Paracoccus	Pirellulaceae_Genus	Pseudomonas	Hyphomicrobiales_Genus	Pedomicrobium	Reyranella	JGI_0001001.H03	Rhodocyclaceae_Genus	Candidatus_Bealeia	Luteolibacter	Cytophagales_Genus	Nocardia	Gemmataceae_Genus	Aeromonas	Candidatus_Protochlamydia	Enterobacterales_Genus	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Planctomycetes_Genus	Paracoccaceae_Genus	Jeotgalicoccus	Nocardioides	Lysobacter	Luteimonas	Burkholderiales_Genus	Candidatus_Megaira	Bacillota_Genus	Terrimonas	Fimbriiglobus	Leuconostoc	Kinneretia	Blastocatellaceae_Genus	Aquihabitans	Caldilineaceae_Genus	Pirellula	Burkholderia.Caballeronia.Paraburkholderia	bacteriap25_Genus	Brevifollis	Granulosicoccus	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Sandaracinaceae_Genus	Marmoricola	Emticicia	NS9_marine_group_Genus	Hyphomicrobium	Fusobacteriaceae_Genus	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Armatimonadaceae_Genus	Anaerovorax	Microscillaceae_Genus	Paludibaculum	NS11.12_marine_group_Genus	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Granulicatella	Flavobacterium	Sphingomonas	Devosia	Saprospiraceae_Genus	Staphylococcus	Leeia	Chlamydiales_Genus	Agitococcus	Microtrichaceae_Genus	Ensifer	Paucibacter	Cloacibacterium	Telmatocola	Rhizobium	Paenirhodobacter	Nitrosomonas	Novosphingobium	Gemmatimonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Aeromicrobium	Polyangiia_Genus	P3OB.42	Roseicella	A21b_Genus	Moraxellaceae_Genus	Blastocatella	Cetobacterium	Gaiellales_Genus	Shinella	Sutterellaceae_Genus	Meiothermus	Fluviicola	Niveibacterium	Vibrionaceae_Genus	Exiguobacterium	Chitinilyticum	AAP99	SM2D12_Genus	Rickettsiella	Acinetobacter	Eremiobacteria_Genus	Candidatus_Ovatusbacter	Shewanella	Bosea	Bryobacteraceae_Genus	Pectobacteriaceae_Genus	X11.24_Genus	JG30.KF.CM45_Genus	Runella	Tetragenococcus	Sphingomonadaceae_Genus	Abditibacterium	Oligoflexaceae_Genus	Enterovirga	Stagnimonas	Rhizorhapis	Rubrivivax	Mycobacterium	Neochlamydia	Blfdi19_Genus	Lonsdalea	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Actinobacteria_Genus	Opitutaceae_Genus	Pseudomonadota_Genus	Pasteurella	Chryseobacterium	Gemmobacter	Kineosporiaceae_Genus	Microtrichales_Genus	Bdellovibrio	Rhodovastum	Sphingopyxis	Rhizobiaceae_Genus	Cellvibrio	Obscuribacteraceae_Genus	Marinomonas	Synechococcus_PCC.7902	cvE6_Genus	Pseudoduganella	Pir4_lineage	Agromyces	Planctomycetota_Genus	mle1.27_Genus	IMCC26207	Dyadobacter	Agriterribacter	Brevundimonas	Thermoleophilia_Genus	MBNT15_Genus	Undibacterium	Ligilactobacillus	Aeromonadaceae_Genus	Stella	Vibrio	Neisseriaceae_Genus	OM190_Genus	TM7a	Geodermatophilaceae_Genus	Caedibacter	Leucobacter	Parvibium	Pseudolysobacter	Dinghuibacter	WY65	Glutamicibacter	Sediminibacterium	BIrii41_Genus	Rothia	alphaI_cluster	Lysobacteraceae_Genus	Pseudoxanthomonas	Vampirovibrionales_Genus	Chitinophagaceae_Genus	Armatimonas	Kapabacteriales_Genus	Chlamydiaceae_Genus	Phenylobacterium	Alphaproteobacteria_Genus	Candidatus_Alysiosphaera	Bacillaceae_Genus	Gordonia	Alicyclobacillus	Deinococcus	PeM15_Genus	LWQ8_Genus	Fimbriimonadaceae_Genus	Gemmatimonas	TRA3.20_Genus	Bacilli_Genus	Tundrisphaera	KD4.96_Genus	Curvibacter	PMMR1	Bradyrhizobium	OLB17	Vicinamibacteraceae_Genus	Flavihumibacter	Anaerocolumna	Longivirga	Rhodospirillales_Genus	Holosporaceae_Genus	Pontibacter	SH3.11	Kineococcus	Sphingobium	CL500.3	Ruminiclostridium	Chromobacteriaceae_Genus	Aquabacterium	Myxococcaceae_Genus	Barnesiellaceae_Genus	Pyrinomonadaceae_Genus	Candidatus_Abawacabacteria_Genus	Aerococcaceae_Genus	Candidatus_Obscuribacter	Serinicoccus	Oscillospiraceae_Genus	Babeliaceae_Genus	Opitutus	X67.14_Genus	Malacoplasma	Blastomonas	Cypionkella	Paraconexibacter	Elstera	Defluviimonas	Ellin6055	Massilia	Thermomicrobiales_Genus	Thermodesulfobacteriota_Genus	Paraclostridium	Micromonospora	Alcaligenaceae_Genus	Pseudomonadales_Genus	Hyphomicrobiaceae_Genus	Methylorubrum	Brevitalea	Sporichthyaceae_Genus	Psychromonas	Rubritaleaceae_Genus	Campylobacterales_Genus	Fusobacteriales_Genus	Stenotrophomonas	Adhaeribacter	Thermoactinomycetaceae_Genus	Nevskiaceae_Genus	Simkaniaceae_Genus	OLB12	RBG.13.54.9_Genus	Hirschia	Plesiomonas	Knoellia	Lactococcus	Unknown_Family_Genus	Thermus	Rheinheimera	Sporomusaceae_Genus	Acidiferrimicrobium	Chitinimonas	Frisingicoccus	Raineya	NB1.j_Genus	Altererythrobacter	Rhodopseudomonas	Methylobacterium	Vampirovibrio	Acidovorax	Kocuria	Polyangiales_Genus	Elsteraceae_Genus	Peptoniphilus	Bacillus	Methyloligellaceae_Genus	Mesorhizobium	Micavibrionales_Genus	Veillonellales.Selenomonadales_Genus	Pseudorhizobium	Mariniblastus	Azospira	Rhodospirillaceae_Genus	Hassallia	Nannocystis	Isosphaeraceae_Genus	Fuscovulum	Aureimonas	Vermiphilaceae_Genus	Turneriella	Polyangiaceae_Genus	Permianibacter	Geodermatophilus	Hyphomonadaceae_Genus	Nordella	Delftia	Sandaracinus	Actinoplanes	Corynebacterium	Haliscomenobacter	Latilactobacillus	Ferruginibacter	Flectobacillus	Desulfotomaculum	Anaerospora	Thermobrachium	Peptostreptococcaceae_Genus	Romboutsia	Babeliales_Genus	Pediococcus	Lactobacillaceae_Genus	AKYH767_Genus	Bordetella	Acidibacter	Hydrogenophaga	Bacteroidales_Genus	Intrasporangiaceae_Genus	Aurantisolimonas	Acetobacteraceae_Genus	SM1A02	Perlucidibaca	Coxiella	Acetivibrio	Anaerotaenia	Vogesella	CL500.29_marine_group
f409	0	26	0	37	181	0	0	0	0	638	0	66	0	743	0	0	5017	0	675	0	0	4167	0	15	67	21	0	0	0	0	0	0	0	0	0	6	0	109	0	143	0	0	0	1574	0	0	0	0	0	0	0	0	0	151	28296	10	0	0	0	0	26	0	1101	0	0	0	0	3	0	0	0	0	0	5	0	16	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0	0	0	0	0	66	0	0	77	4919	256	0	122	411	0	0	0	0	0	0	0	0	0	9	0	0	0	13068	0	0	219	0	0	601	0	0	350	0	0	0	0	0	0	643	102	0	0	0	7	0	0	0	0	0	0	0	0	0	45	15	0	0	0	0	51	0	0	0	0	0	431	0	5	0	4	0	23	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	20	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0
f410	0	20	0	40	105	0	8	0	0	467	0	33	0	472	0	0	4615	0	485	0	0	7143	0	19	0	29	0	0	0	0	0	10	0	0	0	2	0	63	0	104	0	0	0	976	0	0	0	0	0	0	0	0	0	268	31809	0	0	0	0	0	25	0	949	0	0	0	0	0	0	0	0	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	410	0	0	0	0	0	71	0	0	55	3688	229	0	90	283	0	0	0	0	0	9	0	0	0	9	0	0	0	7879	0	0	208	0	0	709	0	0	173	0	0	0	0	0	0	395	67	0	0	0	0	0	0	0	0	0	0	0	0	0	57	12	0	0	0	0	17	0	0	0	0	0	315	0	0	0	6	0	0	22	0	0	0	0	0	6	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	9	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0
f436	0	3	0	59	67	0	24	0	54	2301	0	109	0	434	0	0	10222	0	924	0	0	4936	0	2	0	44	0	23	0	0	8	0	0	0	9	9	0	46	0	268	0	0	0	2680	0	0	6	0	0	0	127	7	7	751	5457	0	0	0	0	0	179	0	1265	0	9	0	9	3	0	0	0	47	0	0	0	61	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	60	0	0	0	0	0	17	0	0	225	3342	104	0	184	1131	7	0	0	0	0	6	0	0	0	0	66	0	0	16715	0	0	163	0	1009	376	0	0	726	0	0	0	0	3	0	221	185	0	5	0	16	0	0	0	0	0	0	0	0	70	79	0	0	0	9	0	57	0	0	0	0	0	552	0	59	0	38	0	140	699	7	0	0	0	0	56	0	0	0	97	0	0	0	0	0	66	0	0	0	0	0	3	0	0	0	0	0	0	1055	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	233	0	0	0	98	0	0	0	0	90	0	0	0	0	0	0	0	0	0	11	0	582	0	0	0	30	0	0	0	0	23	0	0	20	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0
f437	0	0	0	0	40	0	0	0	8	693	0	50	0	217	0	0	8618	0	365	0	0	3610	0	0	7	8	0	0	0	0	0	0	0	0	0	9	0	7	0	97	0	0	0	3029	0	0	0	0	0	0	64	0	0	359	18504	0	0	0	0	0	62	0	455	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	60	1262	60	0	64	272	0	0	0	0	0	0	0	0	0	5	0	0	0	18237	0	0	116	0	467	85	0	0	459	0	0	0	8	0	0	419	104	0	0	0	0	0	0	0	0	0	0	0	0	22	14	0	0	7	0	0	39	0	0	0	0	0	270	0	8	0	17	0	29	16	0	0	0	0	0	14	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	18	0	0	0	0	31	0	0	0	42	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2327	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
f438	0	14	0	30	56	0	21	0	19	1867	0	135	0	534	0	0	12797	2	845	0	0	5474	0	2	0	23	0	0	2	0	0	11	0	0	0	17	0	35	0	206	0	0	3	2709	0	5	4	0	0	0	107	0	0	673	10093	0	0	0	0	0	137	0	1179	0	5	0	0	5	0	0	0	39	0	0	0	57	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	19	0	0	167	2711	171	0	114	817	0	0	0	0	0	0	0	0	0	0	0	0	0	15482	0	0	158	0	907	364	0	0	705	0	0	0	11	0	0	222	187	0	0	0	13	0	0	0	0	0	0	0	0	46	53	0	0	0	0	0	44	0	0	0	0	0	577	0	43	0	22	0	117	291	0	0	0	0	0	41	3	0	0	90	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	207	0	0	0	57	0	0	3	0	70	0	0	0	71	0	0	0	0	3	0	0	205	0	0	0	13	0	0	0	0	8	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0
f439	0	0	0	8	25	0	0	0	12	656	0	27	0	54	0	0	10531	0	224	0	0	3199	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	4	0	93	0	0	0	1347	0	17	0	0	0	0	10	0	9	206	28493	0	0	0	0	0	59	0	205	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	808	32	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	12575	2	0	73	0	125	154	0	0	2903	0	0	0	0	0	0	575	41	0	0	0	8	0	0	0	0	0	0	0	0	22	58	0	0	0	0	0	35	0	0	0	0	0	157	9	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	29	0	0	0	44	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0
f440	0	0	0	28	56	0	0	0	10	1363	0	95	0	342	0	0	13520	0	614	0	0	3879	0	0	10	15	0	0	0	0	0	2	0	0	0	0	0	9	0	155	0	0	0	2440	9	0	0	0	0	0	54	0	0	432	10169	0	0	0	0	0	147	4	692	0	4	0	3	8	0	0	0	21	0	0	0	39	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	158	3643	120	0	107	503	0	0	0	0	0	8	0	0	0	0	0	0	0	19771	0	0	166	0	1217	81	0	0	501	0	0	0	5	0	0	125	159	0	0	0	14	0	0	0	0	0	0	0	0	48	11	0	0	0	0	0	111	0	0	0	0	0	356	0	64	0	27	0	96	284	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	28	0	0	0	50	0	0	14	0	151	0	3	0	15	0	0	0	0	0	0	0	363	0	0	0	17	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	246	0	0	0	0	0	0	0	0
f21	4	5	0	259	77	0	0	0	81	438	0	0	9	258	0	0	975	16	70	96	0	875	0	0	0	350	3	4439	0	4	0	791	24	0	39	27	0	163	3	98	30	12	0	382	4	21	0	0	0	0	0	32	0	14	42717	0	4	0	0	138	11	0	648	0	0	0	419	0	0	0	17	113	0	0	0	25	0	46	19	0	37	0	2	0	69	10084	13	0	64	0	12	0	5	4	115	19	0	0	0	3	0	0	0	55	0	55	202	0	0	0	18	0	125	575	8	135	66	355	226	0	13	0	14	0	6	2	0	2	0	0	0	7351	0	0	80	0	16	453	0	37	88	32	0	0	12	7	0	156	28	0	0	23	20	440	0	0	0	2	0	0	13	0	44	0	0	0	80	0	8	0	22	0	0	0	131	0	0	0	34	0	0	7	0	0	0	0	11	33	0	0	0	0	0	0	0	0	2	39	0	0	0	0	0	109	0	0	0	0	0	0	171	10	4	38	0	0	0	0	4	0	180	0	4	0	0	0	0	0	7	0	40	0	3	0	0	0	0	168	0	32	0	0	0	28	0	0	0	8	0	0	0	0	0	0	0	0	16	0	0	12	0	0	8	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	5	0	0	0	96	143	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	0	0	0	2	0	0	84	0	49	0	0	0	1167	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	129	0	0	0	0	0	0	0	0
f22	0	0	0	0	0	0	0	154	0	41	0	0	0	37	0	0	1467	0	0	0	0	1210	0	0	0	0	0	29	0	0	0	0	0	0	0	0	24	0	0	0	0	73	0	81	0	0	0	0	0	0	0	0	8	0	81812	0	0	0	27	0	0	0	84	0	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	35	17	0	0	0	0	0	0	0	126	0	0	10	0	45	0	0	0	0	0	0	0	0	0	0	0	0	2529	0	0	10	0	8	85	0	0	55	0	0	0	0	0	0	35	8	0	0	0	44	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	17	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f23	0	5	0	0	40	0	0	0	0	177	0	5	0	507	0	0	3266	0	38	0	0	1496	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	151	0	0	0	0	0	0	0	0	0	0	65482	0	0	0	0	0	5	0	248	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	3	0	25	349	0	0	19	147	0	0	0	0	0	0	0	0	0	0	0	0	0	19041	3	0	131	0	10	223	0	0	181	0	0	0	12	0	0	169	8	0	0	0	0	0	0	0	0	0	0	0	0	18	25	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	16	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0
f24	0	83	0	1083	115	0	71	3	369	2484	0	0	7	2167	0	84	328	163	1223	14	0	2616	53	13	0	79	0	432	4	0	51	677	0	0	563	44	0	175	138	797	379	0	0	590	0	72	33	0	0	0	166	291	73	298	2204	23	2	0	0	99	540	0	3254	0	43	0	711	4	0	0	0	0	9	0	0	161	0	641	0	3	303	0	392	6	1009	190	17	15	1393	52	49	0	17	133	275	4	5	855	0	0	0	102	0	115	0	140	1931	0	164	210	21	11	248	2206	559	359	59	776	164	152	28	127	8	0	0	9	74	10	3	0	100	1909	0	0	960	0	3426	501	0	9	25	229	2	0	5	5	0	42	34	0	0	2011	48	854	0	0	3	6	0	5	9	1347	488	39	49	0	415	8	193	0	0	0	0	0	1253	22	128	35	60	8	374	396	21	0	0	0	134	39	28	0	94	0	0	0	29	0	4	4551	0	0	10	0	0	179	0	0	0	0	46	91	2062	0	0	167	78	0	207	0	186	0	15	0	35	3	35	0	83	0	118	0	95	709	0	52	5	0	0	262	4	0	0	39	0	26	449	0	440	11	0	0	1007	0	3	32	0	0	48	0	0	0	0	0	199	0	0	0	0	238	9	0	89	0	73	0	0	0	0	27	0	0	0	0	0	0	4	18	0	0	0	0	13	0	0	57	0	27	0	31	62	0	0	0	0	0	0	2	0	0	17	6	0	17	0	0	112	0	0	8	0	0	0	11	4	0	0	0	6	0	55	7	0	628	0	0	129	0	4	0	10	22	0	0	0	0	943	0	1053	0	0	4	0	0	0	3	0	0	0	0	4	0	0	0	588	0	31	13	7	0	4	0	9
f25	0	0	0	0	0	0	0	43	0	7	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	229	0	0	0	15	0	0	0	1420	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	164	0	384	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	87	0	0	0	0	0	0	0	240	0	56	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1477	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	396	38	209	0	0	0	7	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3318	0	0	0	0	0	0	0	13	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	26	0	0	0	0	0	0	0	0	0	0	0
f26	13	14	0	516	81	0	0	0	214	908	0	0	19	872	0	3	178	200	208	170	0	777	0	0	0	652	0	9909	4	4	11	1883	122	0	84	45	0	318	5	190	152	0	0	572	0	67	3	0	0	5	0	1131	104	102	1583	0	0	0	0	157	21	0	1392	0	17	0	841	11	0	0	18	342	0	0	0	59	0	124	0	0	115	0	21	0	1339	14875	29	0	125	143	8	0	26	22	137	91	0	35	0	2	15	365	0	539	0	87	657	0	11	12	70	25	249	2267	0	212	232	1226	670	38	0	0	54	0	0	8	0	0	0	0	10	493	3	20	262	0	39	322	0	30	71	114	0	0	12	24	0	0	40	0	0	99	20	1042	0	0	0	10	0	0	32	73	187	17	0	0	312	0	0	0	36	3	0	0	225	9	10	98	73	0	75	74	0	0	0	4	28	32	0	0	14	0	0	0	0	2	9	280	0	0	5	5	0	382	0	0	0	0	0	0	451	9	25	114	4	0	0	0	15	8	164	0	15	0	6	0	0	0	159	0	83	0	0	0	0	5	0	213	0	50	0	267	0	65	0	0	8	11	0	0	27	0	0	0	0	0	185	0	0	14	0	0	24	0	0	0	9	0	0	0	80	0	100	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	19	0	0	50	0	22	0	191	21	0	0	0	0	0	48	0	0	0	0	8	0	103	0	0	194	0	0	6	0	0	0	0	0	0	0	0	0	0	41	0	0	2450	0	0	28	0	0	0	189	16	29	10	0	0	2480	0	24	0	0	0	0	0	0	0	0	0	7	0	0	14	0	0	404	0	0	0	0	0	3	0	0
