.sample_name,Sample,Tank.ID,Time,Antibiotics,Temperature,Pathogen,Treatment,History,Sex,Weight.g,Weight.mg,Length.mm,Body.Size,Mortality,Total.Worm.Count,Flagged,notes,fecal.sample.number,gut.sample.number,adultworm.count,larvalworm.count,notes.dissection,PLATE,WELL,treatment_code,treatment_group,time_point,pathogen_status,sex,Exp_Type
f318,318,11,60,0,1,1,A- T+ P+,1,M,0.42,420,35,0.979591837,0,0,0,NA,f318,g318,NA,NA,NA,P4,B8,NA,Temperature_Parasite,60,Exposed,M,Temperature
f319,319,11,60,0,1,1,A- T+ P+,1,F,0.46,460,34,1.17036434,0,2,0,NA,f319,g319,2,0,2 Worms,P4,C8,NA,Temperature_Parasite,60,Exposed,F,Temperature
f320,320,11,60,0,1,1,A- T+ P+,1,NA,0.46,460,35,1.072886297,0,0,0,"Fecal sample, weight, no sex",f320,g320,NA,NA,Sex not written,P4,D8,NA,Temperature_Parasite,60,Exposed,NA,Temperature
f346,346,12,60,0,1,1,A- T+ P+,1,F,0.42,420,36,0.900205761,0,2,0,NA,f346,g346,0,2,2 Larvae,P4,E8,NA,Temperature_Parasite,60,Exposed,F,Temperature
f347,347,12,60,0,1,1,A- T+ P+,1,M,0.31,310,33,0.862620697,0,3,0,NA,f347,g347,3,0,3 Worms,P4,F8,NA,Temperature_Parasite,60,Exposed,M,Temperature
f348,348,12,60,0,1,1,A- T+ P+,1,M,0.23,230,34,0.58518217,0,14,0,NA,f348,g348,14,0,14 Worms,P4,G8,NA,Temperature_Parasite,60,Exposed,M,Temperature
f349,349,12,60,0,1,1,A- T+ P+,1,M,0.41,410,36,0.878772291,0,6,0,NA,f349,g349,6,0,6 Worms,P4,H8,NA,Temperature_Parasite,60,Exposed,M,Temperature
f350,350,12,60,0,1,1,A- T+ P+,1,F,0.57,570,36,1.221707819,0,13,0,NA,f350,g350,13,0,13 Worms,P4,A9,NA,Temperature_Parasite,60,Exposed,F,Temperature
f376,376,13,60,1,0,0,A+ T- P-,1,F,0.86,860,37,1.697826387,0,0,0,NA,f376,g376,NA,NA,NA,P4,B9,NA,Antibiotics,60,Unexposed,F,Antibiotics
f377,377,13,60,1,0,0,A+ T- P-,1,F,0.65,650,36,1.393175583,0,0,0,NA,f377,g377,NA,NA,NA,P4,C9,NA,Antibiotics,60,Unexposed,F,Antibiotics
f378,378,13,60,1,0,0,A+ T- P-,1,F,0.75,750,39,1.264350377,0,0,0,NA,f378,g378,NA,NA,NA,P4,D9,NA,Antibiotics,60,Unexposed,F,Antibiotics
f379,379,13,60,1,0,0,A+ T- P-,1,F,0.62,620,36,1.328875171,0,0,0,NA,f379,g379,NA,NA,NA,P4,E9,NA,Antibiotics,60,Unexposed,F,Antibiotics
f380,380,13,60,1,0,0,A+ T- P-,1,F,0.25,250,35,0.583090379,0,0,0,NA,f380,g380,NA,NA,NA,P4,F9,NA,Antibiotics,60,Unexposed,F,Antibiotics
f406,406,14,60,1,0,0,A+ T- P-,1,F,0.61,610,39,1.028338306,0,0,0,NA,f406,g406,NA,NA,NA,P4,G9,NA,Antibiotics,60,Unexposed,F,Antibiotics
f407,407,14,60,1,0,0,A+ T- P-,1,F,0.65,650,39,1.095770327,0,0,0,NA,f407,g407,NA,NA,NA,P4,H9,NA,Antibiotics,60,Unexposed,F,Antibiotics
f408,408,14,60,1,0,0,A+ T- P-,1,F,0.68,680,38,1.239247704,0,0,0,NA,f408,g408,NA,NA,NA,P4,A10,NA,Antibiotics,60,Unexposed,F,Antibiotics
f409,409,14,60,1,0,0,A+ T- P-,1,M,0.47,470,36,1.007373114,0,0,0,NA,f409,g409,NA,NA,NA,P4,B10,NA,Antibiotics,60,Unexposed,M,Antibiotics
f410,410,14,60,1,0,0,A+ T- P-,1,F,0.7,700,39,1.180060352,0,0,0,NA,f410,g410,NA,NA,Swapped with 440,P4,C10,NA,Antibiotics,60,Unexposed,F,Antibiotics
f436,436,15,60,1,0,0,A+ T- P-,1,M,0.55,550,36,1.178840878,0,0,0,NA,f436,g436,NA,NA,NA,P4,D10,NA,Antibiotics,60,Unexposed,M,Antibiotics
f437,437,15,60,1,0,0,A+ T- P-,1,M,0.39,390,36,0.83590535,0,0,0,NA,f437,g437,NA,NA,NA,P4,E10,NA,Antibiotics,60,Unexposed,M,Antibiotics
f438,438,15,60,1,0,0,A+ T- P-,1,M,0.43,430,35,1.002915452,0,0,0,NA,f438,g438,NA,NA,NA,P4,F10,NA,Antibiotics,60,Unexposed,M,Antibiotics
f439,439,15,60,1,0,0,A+ T- P-,1,M,0.52,520,36,1.114540466,0,0,0,NA,f439,g439,NA,NA,NA,P4,G10,NA,Antibiotics,60,Unexposed,M,Antibiotics
f440,440,15,60,1,0,0,A+ T- P-,1,F,0.69,690,39,1.163202347,0,0,0,NA,f440,g440,NA,NA,Swapped with 410,P4,H10,NA,Antibiotics,60,Unexposed,F,Antibiotics
f466,466,16,60,1,0,1,A+ T- P+,1,F,0.39,390,35,0.909620991,0,0,0,NA,f466,g466,NA,NA,NA,P4,A11,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f467,467,16,60,1,0,1,A+ T- P+,1,F,0.45,450,34,1.144921636,0,1,0,NA,f467,g467,1,0,1 Worm,P4,B11,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f468,468,16,60,1,0,1,A+ T- P+,1,M,0.42,420,35,0.979591837,0,2,0,NA,f468,g468,2,0,2 Worms,P4,C11,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f469,469,16,60,1,0,1,A+ T- P+,1,F,0.42,420,34,1.068593527,0,0,0,NA,f469,g469,NA,NA,NA,P4,D11,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f470,470,16,60,1,0,1,A+ T- P+,1,M,0.3,300,34,0.763281091,0,1,0,NA,f470,g470,1,0,1 Worm,P4,E11,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f496,496,17,60,1,0,1,A+ T- P+,1,M,0.16,160,30,0.592592593,0,0,0,NA,f496,g496,NA,NA,NA,P4,F11,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f497,497,17,60,1,0,1,A+ T- P+,1,M,0.49,490,36,1.050240055,0,3,0,NA,f497,g497,3,0,3 Worms,P4,G11,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f498,498,17,60,1,0,1,A+ T- P+,1,F,0.31,310,35,0.72303207,0,11,0,NA,f498,g498,11,0,11 worms,P4,H11,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f499,499,17,60,1,0,1,A+ T- P+,1,F,0.5,500,37,0.987108365,0,0,0,NA,f499,g499,NA,NA,NA,P4,A12,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f500,500,17,60,1,0,1,A+ T- P+,1,F,0.57,570,39,0.960906286,0,0,0,NA,f500,g500,NA,NA,NA,P4,B12,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f526,526,18,60,1,0,1,A+ T- P+,1,F,0.4,400,34,1.017708121,0,0,0,NA,f526,g526,NA,NA,NA,P4,C12,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f527,527,18,60,1,0,1,A+ T- P+,1,M,0.44,440,30,1.62962963,0,0,0,NA,f527,g527,NA,NA,NA,P4,D12,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f528,528,18,60,1,0,1,A+ T- P+,1,M,0.51,510,35,1.189504373,0,1,0,NA,f528,g528,1,0,1 Worm,P4,E12,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f529,529,18,60,1,0,1,A+ T- P+,1,M,0.31,310,35,0.72303207,0,0,0,NA,f529,g529,NA,NA,NA,P4,F12,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f530,530,18,60,1,0,1,A+ T- P+,1,NA,NA,0,38,0,NA,0,0,"Fecal sample, no weight, no gut sample",f530,g530,NA,NA,NA,P4,G12,NA,Antibiotics_Parasite,60,Exposed,NA,Antibiotics
f556,556,19,60,1,1,0,A+ T+ P-,2,F,0.69,690,38,1.257471935,0,0,0,NA,f556,g556,NA,NA,NA,P5,B1,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f557,557,19,60,1,1,0,A+ T+ P-,2,F,0.56,560,36,1.200274348,0,0,0,NA,f557,g557,NA,NA,NA,P5,C1,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f558,558,19,60,1,1,0,A+ T+ P-,2,M,0.49,490,35,1.142857143,0,0,0,NA,f558,g558,NA,NA,NA,P5,D1,NA,Antibiotics_Temperature,60,Unexposed,M,Combined
f559,559,19,60,1,1,0,A+ T+ P-,2,F,0.75,750,39,1.264350377,0,0,0,NA,f559,g559,NA,NA,NA,P5,E1,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f560,560,19,60,1,1,0,A+ T+ P-,2,F,0.8,800,49,0.67998878,0,0,0,NA,f560,g560,NA,NA,NA,P5,F1,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f586,586,20,60,1,1,0,A+ T+ P-,2,F,0.6,600,35,1.39941691,0,0,0,NA,f586,g586,NA,NA,NA,P5,G1,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f616,616,21,60,1,1,0,A+ T+ P-,2,F,0.55,550,35,1.282798834,0,0,0,NA,f616,g616,NA,NA,NA,P5,H1,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f617,617,21,60,1,1,0,A+ T+ P-,2,F,0.63,630,37,1.24375654,0,0,0,NA,f617,g617,NA,NA,NA,P5,A2,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f618,618,21,60,1,1,0,A+ T+ P-,2,F,0.95,950,41,1.378389751,0,0,0,NA,f618,g618,NA,NA,NA,P5,B2,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f619,619,21,60,1,1,0,A+ T+ P-,2,M,0.43,430,34,1.09403623,0,0,0,NA,f619,g619,NA,NA,NA,P5,C2,NA,Antibiotics_Temperature,60,Unexposed,M,Combined
f620,620,21,60,1,1,0,A+ T+ P-,2,F,0.43,430,33,1.196538387,0,0,0,NA,f620,g620,NA,NA,NA,P5,D2,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f646,646,22,60,1,1,1,A+ T+ P+,2,M,0.36,360,34,0.915937309,0,0,0,NA,f646,g646,NA,NA,NA,P5,E2,NA,Antibiotics_Temperature_Parasite,60,Exposed,M,Combined
f647,647,22,60,1,1,1,A+ T+ P+,2,F,0.61,610,35,1.422740525,0,0,0,NA,f647,g647,NA,NA,NA,P5,F2,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f648,648,22,60,1,1,1,A+ T+ P+,2,M,0.33,330,34,0.8396092,0,0,0,NA,f648,g648,NA,NA,NA,P5,G2,NA,Antibiotics_Temperature_Parasite,60,Exposed,M,Combined
f649,649,22,60,1,1,1,A+ T+ P+,2,F,0.62,620,38,1.129902318,0,0,0,NA,f649,g649,NA,NA,NA,P5,H2,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f650,650,22,60,1,1,1,A+ T+ P+,2,M,0.46,460,31,1.544090497,0,0,0,NA,f650,g650,NA,NA,NA,P5,A3,NA,Antibiotics_Temperature_Parasite,60,Exposed,M,Combined
f676,676,23,60,1,1,1,A+ T+ P+,2,F,0.53,530,67,0.176218484,0,0,0,NA,f676,g676,NA,NA,Swapped w/ 679,P5,B3,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f677,677,23,60,1,1,1,A+ T+ P+,2,F,0.55,550,35,1.282798834,0,0,0,NA,f677,g677,NA,NA,NA,P5,C3,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f678,678,23,60,1,1,1,A+ T+ P+,2,F,0.64,640,39,1.078912322,0,0,0,NA,f678,g678,NA,NA,NA,P5,D3,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f679,679,23,60,1,1,1,A+ T+ P+,2,F,0.45,450,35,1.049562682,0,10,0,NA,f679,g679,10,0,10 Worms,P5,E3,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f680,680,23,60,1,1,1,A+ T+ P+,2,NA,0.51,510,33,1.419150179,0,0,0,"Fecal sample, weight, no gut sample",f680,g680,NA,NA,NA,P5,F3,NA,Antibiotics_Temperature_Parasite,60,Exposed,NA,Combined
f706,706,24,60,1,1,1,A+ T+ P+,2,F,0.31,310,33,0.862620697,0,9,0,NA,f706,g706,9,0,9 Worms,P5,G3,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f707,707,24,60,1,1,1,A+ T+ P+,2,M,0.43,430,35,1.002915452,0,6,0,NA,f707,g707,6,0,6 Worms,P5,H3,NA,Antibiotics_Temperature_Parasite,60,Exposed,M,Combined
f708,708,24,60,1,1,1,A+ T+ P+,2,F,0.6,600,40,0.9375,0,1,0,NA,f708,g708,1,0,1 Worm,P5,A4,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f710,710,24,60,1,1,1,A+ T+ P+,2,M,0.42,420,35,0.979591837,0,16,0,NA,f710,g710,16,0,16 Worms,P5,B4,NA,Antibiotics_Temperature_Parasite,60,Exposed,M,Combined
f13,13,1,29,0,0,0,A- T- P-,0,M,0.43,430,34,1.09403623,0,0,0,NA,f13,g13,NA,NA,NA,P5,C4,NA,Control,29,Unexposed,M,No prior stressor(s)
f14,14,1,29,0,0,0,A- T- P-,0,F,0.59,590,36,1.26457476,0,0,0,NA,f14,g14,NA,NA,NA,P5,D4,NA,Control,29,Unexposed,F,No prior stressor(s)
f15,15,1,29,0,0,0,A- T- P-,0,M,0.36,360,33,1.001753068,0,0,0,NA,f15,g15,NA,NA,NA,P5,E4,NA,Control,29,Unexposed,M,No prior stressor(s)
f43,43,2,29,0,0,0,A- T- P-,0,F,0.46,460,35,1.072886297,0,0,0,NA,f43,g43,NA,NA,No Food,P5,F4,NA,Control,29,Unexposed,F,No prior stressor(s)
f44,44,2,29,0,0,0,A- T- P-,0,F,0.55,550,37,1.085819201,0,0,0,NA,f44,g44,NA,NA,NA,P5,G4,NA,Control,29,Unexposed,F,No prior stressor(s)
f45,45,2,29,0,0,0,A- T- P-,0,F,0.68,680,37,1.342467376,0,0,0,NA,f45,g45,NA,NA,NA,P5,H4,NA,Control,29,Unexposed,F,No prior stressor(s)
f73,73,3,29,0,0,0,A- T- P-,0,M,0.4,400,34,1.017708121,0,0,0,NA,f73,g73,NA,NA,NA,P5,A5,NA,Control,29,Unexposed,M,No prior stressor(s)
f74,74,3,29,0,0,0,A- T- P-,0,M,0.33,330,33,0.918273646,0,0,0,NA,f74,g74,NA,NA,NA,P5,B5,NA,Control,29,Unexposed,M,No prior stressor(s)
f75,75,3,29,0,0,0,A- T- P-,0,F,0.34,340,34,0.865051903,0,0,0,NA,f75,g75,NA,NA,NA,P5,C5,NA,Control,29,Unexposed,F,No prior stressor(s)
f103,103,4,29,0,0,1,A- T- P+,0,M,0.42,420,35,0.979591837,0,0,0,NA,f103,g103,NA,NA,NA,P5,D5,NA,Parasite,29,Exposed,M,No prior stressor(s)
f104,104,4,29,0,0,1,A- T- P+,0,M,0.32,320,33,0.890447171,0,0,0,NA,f104,g104,NA,NA,NA,P5,E5,NA,Parasite,29,Exposed,M,No prior stressor(s)
f105,105,4,29,0,0,1,A- T- P+,0,M,0.45,450,36,0.964506173,0,0,0,NA,f105,g105,NA,NA,Full Gut,P5,F5,NA,Parasite,29,Exposed,M,No prior stressor(s)
f133,133,5,29,0,0,1,A- T- P+,0,F,0.45,450,35,1.049562682,0,0,0,NA,f133,g133,NA,NA,NA,P5,G5,NA,Parasite,29,Exposed,F,No prior stressor(s)
f134,134,5,29,0,0,1,A- T- P+,0,M,0.37,370,32,1.129150391,0,0,0,NA,f134,g134,NA,NA,NA,P5,H5,NA,Parasite,29,Exposed,M,No prior stressor(s)
f135,135,5,29,0,0,1,A- T- P+,0,M,0.48,480,36,1.028806584,0,0,0,NA,f135,g135,NA,NA,NA,P5,A6,NA,Parasite,29,Exposed,M,No prior stressor(s)
f163,163,6,29,0,0,1,A- T- P+,0,F,0.58,580,36,1.243141289,0,0,0,NA,f163,g163,NA,NA,NA,P5,B6,NA,Parasite,29,Exposed,F,No prior stressor(s)
f164,164,6,29,0,0,1,A- T- P+,0,F,0.55,550,37,1.085819201,0,0,0,NA,f164,g164,NA,NA,NA,P5,C6,NA,Parasite,29,Exposed,F,No prior stressor(s)
f165,165,6,29,0,0,1,A- T- P+,0,F,0.48,480,35,1.119533528,0,0,0,NA,f165,g165,NA,NA,NA,P5,D6,NA,Parasite,29,Exposed,F,No prior stressor(s)
f193,193,7,29,0,1,0,A- T+ P-,1,M,0.37,370,33,1.029579542,0,0,0,NA,f193,g193,NA,NA,NA,P5,E6,NA,Temperature,29,Unexposed,M,Temperature
f194,194,7,29,0,1,0,A- T+ P-,1,F,0.55,550,39,0.927190276,0,0,0,NA,f194,g194,NA,NA,NA,P5,F6,NA,Temperature,29,Unexposed,F,Temperature
f195,195,7,29,0,1,0,A- T+ P-,1,F,0.6,600,35,1.39941691,0,0,0,NA,f195,g195,NA,NA,NA,P5,G6,NA,Temperature,29,Unexposed,F,Temperature
f223,223,8,29,0,1,0,A- T+ P-,1,M,0.35,350,33,0.973926594,0,0,0,NA,f223,g223,NA,NA,Minimal Gut Material,P5,H6,NA,Temperature,29,Unexposed,M,Temperature
f224,224,8,29,0,1,0,A- T+ P-,1,M,0.31,310,33.5,0.824569512,0,0,0,NA,f224,g224,NA,NA,Minimal Gut Material,P5,A7,NA,Temperature,29,Unexposed,M,Temperature
f225,225,8,29,0,1,0,A- T+ P-,1,M,0.39,390,55.5,0.228131711,0,0,0,NA,f225,g225,NA,NA,NA,P5,B7,NA,Temperature,29,Unexposed,M,Temperature
f253,253,9,29,0,1,0,A- T+ P-,1,F,0.52,520,36,1.114540466,0,0,0,NA,f253,g253,NA,NA,NA,P5,C7,NA,Temperature,29,Unexposed,F,Temperature
f254,254,9,29,0,1,0,A- T+ P-,1,F,0.5,500,37,0.987108365,0,0,0,NA,f254,g254,NA,NA,Switched Tubes with 374,P5,D7,NA,Temperature,29,Unexposed,F,Temperature
f255,255,9,29,0,1,0,A- T+ P-,1,M,0.47,470,35,1.096209913,0,0,0,NA,f255,g255,NA,NA,NA,P5,E7,NA,Temperature,29,Unexposed,M,Temperature
f283,283,10,29,0,1,1,A- T+ P+,1,M,0.35,350,33,0.973926594,0,0,0,NA,f283,g283,NA,NA,NA,P5,F7,NA,Temperature_Parasite,29,Exposed,M,Temperature
f284,284,10,29,0,1,1,A- T+ P+,1,M,0.5,500,38,0.911211547,0,0,0,NA,f284,g284,NA,NA,NA,P5,G7,NA,Temperature_Parasite,29,Exposed,M,Temperature
f285,285,10,29,0,1,1,A- T+ P+,1,F,0.4,400,35,0.932944606,0,0,0,NA,f285,g285,NA,NA,NA,P5,H7,NA,Temperature_Parasite,29,Exposed,F,Temperature
f313,313,11,29,0,1,1,A- T+ P+,1,F,0.49,490,36,1.050240055,0,0,0,NA,f313,g313,NA,NA,NA,P5,A8,NA,Temperature_Parasite,29,Exposed,F,Temperature
f314,314,11,29,0,1,1,A- T+ P+,1,M,0.36,360,33,1.001753068,0,0,0,NA,f314,g314,NA,NA,NA,P5,B8,NA,Temperature_Parasite,29,Exposed,M,Temperature
f315,315,11,29,0,1,1,A- T+ P+,1,M,0.35,350,34,0.890494606,0,0,0,NA,f315,g315,NA,NA,NA,P5,C8,NA,Temperature_Parasite,29,Exposed,M,Temperature
f343,343,12,29,0,1,1,A- T+ P+,1,F,0.44,440,34,1.119478933,0,0,0,NA,f343,g343,NA,NA,NA,P5,D8,NA,Temperature_Parasite,29,Exposed,F,Temperature
f344,344,12,29,0,1,1,A- T+ P+,1,F,0.54,540,39,0.910332271,0,0,0,NA,f344,g344,NA,NA,NA,P5,E8,NA,Temperature_Parasite,29,Exposed,F,Temperature
f345,345,12,29,0,1,1,A- T+ P+,1,F,0.22,220,29,0.902046004,0,0,0,NA,f345,g345,NA,NA,NA,P5,F8,NA,Temperature_Parasite,29,Exposed,F,Temperature
f373,373,13,29,1,0,0,A+ T- P-,1,F,0.44,440,33,1.224364861,0,0,0,NA,f373,g373,NA,NA,NA,P5,G8,NA,Antibiotics,29,Unexposed,F,Antibiotics
f374,374,13,29,1,0,0,A+ T- P-,1,F,0.55,550,36,1.178840878,0,0,0,NA,f374,g374,NA,NA,Switched Tubes with 254,P5,H8,NA,Antibiotics,29,Unexposed,F,Antibiotics
f375,375,13,29,1,0,0,A+ T- P-,1,F,0.45,450,34,1.144921636,0,0,0,NA,f375,g375,NA,NA,NA,P5,A9,NA,Antibiotics,29,Unexposed,F,Antibiotics
f403,403,14,29,1,0,0,A+ T- P-,1,M,0.47,470,36,1.007373114,0,0,0,NA,f403,g403,NA,NA,NA,P5,B9,NA,Antibiotics,29,Unexposed,M,Antibiotics
f404,404,14,29,1,0,0,A+ T- P-,1,F,0.59,590,36,1.26457476,0,0,0,NA,f404,g404,NA,NA,NA,P5,C9,NA,Antibiotics,29,Unexposed,F,Antibiotics
f405,405,14,29,1,0,0,A+ T- P-,1,F,0.57,570,38,1.038781163,0,0,0,NA,f405,g405,NA,NA,NA,P5,D9,NA,Antibiotics,29,Unexposed,F,Antibiotics
f433,433,15,29,1,0,0,A+ T- P-,1,M,0.49,490,36,1.050240055,0,0,0,NA,f433,g433,NA,NA,NA,P5,E9,NA,Antibiotics,29,Unexposed,M,Antibiotics
f434,434,15,29,1,0,0,A+ T- P-,1,F,0.57,570,35,1.329446064,0,0,0,NA,f434,g434,NA,NA,NA,P5,F9,NA,Antibiotics,29,Unexposed,F,Antibiotics
f435,435,15,29,1,0,0,A+ T- P-,1,M,0.39,390,33,1.08523249,0,0,0,NA,f435,g435,NA,NA,NA,P5,G9,NA,Antibiotics,29,Unexposed,M,Antibiotics
f463,463,16,29,1,0,1,A+ T- P+,1,NA,0.43,430,35,1.002915452,0,0,0,"Fecal sample, weight, no gut sample",f463,g463,NA,NA,Sex Undetermined,P5,H9,NA,Antibiotics_Parasite,29,Exposed,NA,Antibiotics
f464,464,16,29,1,0,1,A+ T- P+,1,M,0.36,360,34,0.915937309,0,0,0,NA,f464,g464,NA,NA,NA,P5,A10,NA,Antibiotics_Parasite,29,Exposed,M,Antibiotics
f465,465,16,29,1,0,1,A+ T- P+,1,M,0.41,410,35,0.956268222,0,0,0,NA,f465,g465,NA,NA,NA,P5,B10,NA,Antibiotics_Parasite,29,Exposed,M,Antibiotics
f493,493,17,29,1,0,1,A+ T- P+,1,M,0.33,330,33,0.918273646,0,0,0,NA,f493,g493,NA,NA,NA,P5,C10,NA,Antibiotics_Parasite,29,Exposed,M,Antibiotics
f494,494,17,29,1,0,1,A+ T- P+,1,M,0.32,320,33,0.890447171,0,0,0,NA,f494,g494,NA,NA,NA,P5,D10,NA,Antibiotics_Parasite,29,Exposed,M,Antibiotics
f495,495,17,29,1,0,1,A+ T- P+,1,M,0.36,360,35,0.839650146,0,0,0,NA,f495,g495,NA,NA,NA,P5,E10,NA,Antibiotics_Parasite,29,Exposed,M,Antibiotics
f523,523,18,29,1,0,1,A+ T- P+,1,M,0.4,400,34,1.017708121,0,0,0,NA,f523,g523,NA,NA,NA,P5,F10,NA,Antibiotics_Parasite,29,Exposed,M,Antibiotics
f524,524,18,29,1,0,1,A+ T- P+,1,F,0.65,650,38,1.184575011,0,0,0,NA,f524,g524,NA,NA,NA,P5,G10,NA,Antibiotics_Parasite,29,Exposed,F,Antibiotics
f525,525,18,29,1,0,1,A+ T- P+,1,M,0.41,410,35,0.956268222,0,0,0,NA,f525,g525,NA,NA,NA,P5,H10,NA,Antibiotics_Parasite,29,Exposed,M,Antibiotics
f553,553,19,29,1,1,0,A+ T+ P-,2,M,0.45,450,35,1.049562682,0,0,0,NA,f553,g553,NA,NA,NA,P5,A11,NA,Antibiotics_Temperature,29,Unexposed,M,Combined
f554,554,19,29,1,1,0,A+ T+ P-,2,M,0.38,380,34,0.966822715,0,0,0,NA,f554,g554,NA,NA,NA,P5,B11,NA,Antibiotics_Temperature,29,Unexposed,M,Combined
f555,555,19,29,1,1,0,A+ T+ P-,2,F,0.41,410,34,1.043150824,0,0,0,NA,f555,g555,NA,NA,NA,P5,C11,NA,Antibiotics_Temperature,29,Unexposed,F,Combined
f583,583,20,29,1,1,0,A+ T+ P-,2,F,0.48,480,36,1.028806584,0,0,0,NA,f583,g583,NA,NA,NA,P5,D11,NA,Antibiotics_Temperature,29,Unexposed,F,Combined
f584,584,20,29,1,1,0,A+ T+ P-,2,F,0.44,440,35,1.026239067,0,0,0,NA,f584,g584,NA,NA,NA,P5,E11,NA,Antibiotics_Temperature,29,Unexposed,F,Combined
f585,585,20,29,1,1,0,A+ T+ P-,2,M,0.35,350,34,0.890494606,0,0,0,NA,f585,g585,NA,NA,NA,P5,F11,NA,Antibiotics_Temperature,29,Unexposed,M,Combined
f613,613,21,29,1,1,0,A+ T+ P-,2,M,0.37,370,35,0.862973761,0,0,0,NA,f613,g613,NA,NA,NA,P5,G11,NA,Antibiotics_Temperature,29,Unexposed,M,Combined
f614,614,21,29,1,1,0,A+ T+ P-,2,F,0.5,500,35,1.166180758,0,0,0,NA,f614,g614,NA,NA,Full Gut,P5,H11,NA,Antibiotics_Temperature,29,Unexposed,F,Combined
f615,615,21,29,1,1,0,A+ T+ P-,2,M,0.47,470,37,0.927881863,0,0,0,NA,f615,g615,NA,NA,NA,P5,A12,NA,Antibiotics_Temperature,29,Unexposed,M,Combined
f643,643,22,29,1,1,1,A+ T+ P+,2,M,0.47,470,35,1.096209913,0,0,0,NA,f643,g643,NA,NA,NA,P5,B12,NA,Antibiotics_Temperature_Parasite,29,Exposed,M,Combined
f644,644,22,29,1,1,1,A+ T+ P+,2,F,0.37,370,33,1.029579542,0,0,0,NA,f644,g644,NA,NA,Minimal Gut Material,P5,C12,NA,Antibiotics_Temperature_Parasite,29,Exposed,F,Combined
f645,645,22,29,1,1,1,A+ T+ P+,2,F,0.33,330,32,1.007080078,0,0,0,NA,f645,g645,NA,NA,NA,P5,D12,NA,Antibiotics_Temperature_Parasite,29,Exposed,F,Combined
f673,673,23,29,1,1,1,A+ T+ P+,2,M,0.42,420,35,0.979591837,0,0,0,NA,f673,g673,NA,NA,NA,P5,E12,NA,Antibiotics_Temperature_Parasite,29,Exposed,M,Combined
f674,674,23,29,1,1,1,A+ T+ P+,2,F,0.4,400,34,1.017708121,0,0,0,NA,f674,g674,NA,NA,NA,P5,F12,NA,Antibiotics_Temperature_Parasite,29,Exposed,F,Combined
f675,675,23,29,1,1,1,A+ T+ P+,2,M,0.46,460,36,0.985939643,0,0,0,NA,f675,g675,NA,NA,NA,P5,G12,NA,Antibiotics_Temperature_Parasite,29,Exposed,M,Combined
f703,703,24,29,1,1,1,A+ T+ P+,2,M,0.38,380,35,0.886297376,0,0,0,NA,f703,g703,NA,NA,Minimal Gut Material,P6,B1,NA,Antibiotics_Temperature_Parasite,29,Exposed,M,Combined
f704,704,24,29,1,1,1,A+ T+ P+,2,M,0.41,410,36,0.878772291,0,0,0,NA,f704,g704,NA,NA,Minimal Gut Material,P6,C1,NA,Antibiotics_Temperature_Parasite,29,Exposed,M,Combined
f705,705,24,29,1,1,1,A+ T+ P+,2,F,0.53,530,37,1.046334867,0,0,0,NA,f705,g705,NA,NA,NA,P6,D1,NA,Antibiotics_Temperature_Parasite,29,Exposed,F,Combined
f21,21,1,60,0,0,0,A- T- P-,0,F,0.61,610,37,1.204272205,0,0,0,NA,f21,g21,NA,NA,NA,P6,E1,NA,Control,60,Unexposed,F,No prior stressor(s)
