feature	Oleiharenicola	Halomonas	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rickettsiaceae_Genus	Rhodovarius	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	SWB02	Noviherbaspirillum	Crenobacter	Blfdi19_Genus	Streptococcus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	JGI_0001001.H03	Candidatus_Bealeia	Luteolibacter	Babeliaceae_Genus	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	env.OPS_17_Genus	Lysobacter	Luteimonas	Terrimonas	Leuconostoc	Acinetobacter	Rubrivivax	Aeromonas	Larkinella	Burkholderia.Caballeronia.Paraburkholderia	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Brevibacterium	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Devosia	Saprospiraceae_Genus	Peptostreptococcus	Leeia	Chlamydiales_Genus	Emticicia	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Haliangiaceae_Genus	Paucibacter	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Sphingomonas	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	A21b_Genus	Cetobacterium	Deinococcus	Shinella	Sutterellaceae_Genus	Fluviicola	Legionella	Exiguobacterium	Burkholderiales_Genus	AAP99	SM2D12_Genus	Chitinilyticum	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Shewanella	Bryobacteraceae_Genus	Caulobacter	Tetragenococcus	Abditibacterium	Chitinivorax	Stagnimonas	Neochlamydia	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Anaerovorax	Micavibrionales_Genus	X37.13_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Cytophagales_Genus	Kinneretia	Rhizorhapis	cvE6_Genus	Pir4_lineage	mle1.27_Genus	Methylibium	IMCC26207	Polymorphobacter	Dyadobacter	Aquihabitans	Brevundimonas	Agromyces	LiUU.11.161_Genus	Undibacterium	Stella	Neisseriaceae_Genus	TM7a	Caedibacter	X0319.6G20_Genus	JG30.KF.CM45_Genus	Parvibium	Pseudolysobacter	Arthrospira_PCC.7345	Citrobacter	Dinghuibacter	Chryseobacterium	Glutamicibacter	Rhizobium	Sediminibacterium	Candidatus_Megaira	alphaI_cluster	Runella	Chitinophagaceae_Genus	NS11.12_marine_group_Genus	Dietzia	Cellvibrio	Candidatus_Alysiosphaera	Gemmatimonas	TRA3.20_Genus	Aquicella	KD4.96_Genus	Curvibacter	Brucella	Gemmata	CM1G08	Bradyrhizobium	Aerococcus	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	Candidatus_Paracaedibacter	Rhodospirillales_Genus	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Aeromicrobium	CL500.3	Ruminiclostridium	Nocardioides	Aquabacterium	Sphingomonadaceae_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Holosporaceae_Genus	Acetobacteroides	Variovorax	Candidatus_Obscuribacter	Oscillospiraceae_Genus	Bosea	bacteriap25_Genus	Oligoflexaceae_Genus	Pirellula	Babeliales_Genus	Weeksellaceae_Genus	X67.14_Genus	Malacoplasma	Blastomonas	PeM15_Genus	Cypionkella	OM190_Genus	Cloacibacterium	Paraconexibacter	Defluviimonas	Rhodovastum	Massilia	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Gordonia	Fuscovulum	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Gemmobacter	MBNT15_Genus	Blastocatella	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Weissella	Stenotrophomonas	Planococcus	Simkaniaceae_Genus	Azospira	Hirschia	Plesiomonas	Agitococcus	OLB12	Thermus	Rheinheimera	Sporomusaceae_Genus	Chitinimonas	Raineya	Barnesiellaceae_Genus	Hydrogenophaga	NB1.j_Genus	Acidovorax	Pirellulaceae_Genus	Altererythrobacter	Rhodopseudomonas	Bacillus	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Gaiellales_Genus	Nannocystis	WY65	Chthoniobacter	Eremiobacteria_Genus	Turneriella	Permianibacter	Hyphomonadaceae_Genus	Pseudoduganella	Lactococcus	Nordella	Delftia	Sandaracinus	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Marinomonas	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Vogesella	Ferruginibacter	Flectobacillus	Desulfotomaculum	Obscuribacteraceae_Genus	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Bryobacter	Sphingobium	AKYH767_Genus	Bordetella	Haliscomenobacter	Panacibacter	Pseudoxanthomonas	Niveibacterium	Blastococcus	Elsteraceae_Genus	SM1A02	Perlucidibaca	Coxiella	Polyangiaceae_Genus	Aurantisolimonas	Anaerotaenia	Limosilactobacillus	CL500.29_marine_group
f170	0	5	12	0	0	0	0	0	0	0	0	180	13	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	5	40175	0	0	0	0	0	0	0	0	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	147	33	5	0	0	0	0	0	70	0	0	0	0	97	0	110	0	0	0	0	0	0	0	19	0	42	0	0	0	17078	0	0	6	35	0	0	0	0	0	25	0	14	0	625	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
f21	4	0	259	0	81	0	0	258	0	0	0	975	44	14	96	0	875	0	0	0	4	0	24	39	24	0	163	3	21	0	0	0	0	0	0	0	138	11	30	0	419	17	0	12	0	42715	0	19	0	37	2	0	69	10075	382	0	0	0	0	12	5	4	115	0	19	0	113	0	0	0	55	70	55	202	0	0	0	61	438	0	125	0	4439	575	135	648	0	355	226	0	788	0	14	0	0	14	0	0	0	7351	40	0	80	16	77	37	0	32	0	88	0	98	0	156	0	0	0	0	0	0	0	13	0	80	0	8	0	22	0	0	3	0	12	0	32	0	13	0	33	0	0	0	0	0	25	0	0	0	39	0	0	0	0	5	20	0	0	0	0	171	0	4	66	38	0	0	440	180	3	0	7	0	0	0	0	0	32	0	347	0	0	0	0	28	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	16	0	12	5	0	0	0	8	0	28	0	2	46	0	0	0	0	0	0	31	109	8	0	0	34	0	0	23	0	7	862	0	0	0	131	2	0	0	0	0	0	13	0	0	28	0	0	0	96	143	18	0	0	0	0	0	0	0	0	0	52	0	0	30	0	0	0	0	0	0	10	0	0	0	0	84	11	0	0	49	0	0	0	0	0	0	2	0	168	0	0	0	0	0	0	0	0	0	0	0	0	37	0	1167	0	4	453	0	0	0	0	0	0	129	0	0	0
f22	0	0	0	0	0	0	0	37	0	0	0	1467	6	0	0	0	1210	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	81769	0	0	0	0	0	0	0	6	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	17	0	0	0	0	0	27	0	0	0	29	126	0	84	8	0	45	0	0	0	0	0	35	0	0	0	0	2529	0	0	10	8	0	0	0	0	0	55	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	44	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	6	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	25	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	136	0	0	0	0	0	0	0	0	0
f23	0	0	0	0	0	0	0	507	0	0	0	3266	25	0	0	0	1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	12	18	65482	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	38	0	0	0	0	0	0	177	0	25	0	39	349	0	248	0	147	0	0	0	0	0	0	0	0	0	0	0	19041	0	0	131	10	40	0	0	0	0	181	0	59	0	169	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0	5	0	0	0	0	0	58	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	3	0	3	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	233	0	0	0
f24	0	0	1083	71	366	13	0	2161	0	0	84	328	488	163	14	0	2616	49	0	4	0	51	0	560	44	0	147	138	72	30	0	0	166	0	0	0	99	540	379	0	709	0	9	0	1347	2192	0	0	52	303	392	6	1009	190	587	0	0	15	52	25	17	133	275	23	4	855	0	0	0	102	115	1223	140	1931	0	164	210	1393	2484	11	248	0	432	2206	359	3254	73	776	164	152	669	127	0	0	0	291	9	74	3	1909	95	0	960	3426	115	9	0	229	0	25	0	760	0	42	0	0	0	3	0	5	39	17	0	415	8	193	35	0	0	4	0	128	0	8	291	0	9	0	39	94	0	0	0	0	161	29	28	0	4551	10	0	0	0	83	48	46	91	0	0	2062	0	0	59	167	0	207	830	15	0	0	394	83	5	0	0	4	0	0	79	0	39	0	0	26	449	22	7	11	27	0	35	78	35	1007	0	0	32	0	21	48	0	0	57	0	0	53	197	0	34	0	0	641	3	0	238	9	0	709	89	179	549	0	0	60	0	0	2011	0	118	628	0	0	0	1253	4	100	4	374	0	18	28	0	0	13	0	0	0	31	62	21	27	0	0	0	0	17	0	0	6	112	0	0	17	0	11	0	55	0	7	0	0	5	129	4	10	134	0	22	0	0	0	73	440	0	0	10	0	262	0	0	0	1053	0	0	21	0	0	0	0	3	0	0	943	0	186	501	3	8	31	13	7	0	588	4	0	9
f25	0	0	0	0	0	0	0	0	0	0	0	43	1477	0	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	229	240	56	0	106	0	0	0	15	0	0	3	186	0	0	0	0	223	31	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	109	0	309	0	0	0	0	0	0	0	0	0	0	0	134	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3185	0	0	0	0	13	0	0	93	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	43	0	0	0	0	0	0	0	0	0
f26	13	0	516	0	210	0	0	872	0	0	0	178	187	200	170	0	777	0	0	4	4	11	122	84	45	0	313	5	67	0	0	5	0	0	0	0	157	21	152	0	841	18	0	12	73	1583	0	0	0	115	21	0	1336	14873	572	0	0	0	143	8	26	22	137	0	91	35	334	0	15	365	539	208	87	657	0	11	9	125	905	25	249	0	9787	2267	212	1388	104	1226	661	38	1870	0	54	0	0	102	8	0	0	493	83	20	262	34	78	30	0	114	0	71	5	190	0	0	0	0	0	0	0	0	11	29	0	312	0	0	6	36	0	0	0	10	0	0	1131	0	24	4	32	14	0	0	0	0	56	0	0	0	280	5	0	0	0	14	20	0	0	0	0	451	0	25	232	114	0	0	1039	164	0	0	74	0	0	5	0	0	50	0	652	0	267	0	0	65	0	9	19	11	0	0	94	4	15	27	0	0	0	0	17	185	0	14	50	0	0	0	24	0	40	0	10	124	0	0	0	0	0	0	80	382	0	0	21	73	0	0	96	0	159	2450	0	0	0	225	9	10	0	75	0	0	0	0	0	19	0	0	0	191	21	70	22	0	0	48	0	0	0	14	8	194	0	0	103	0	0	0	41	3	0	9	0	24	28	0	189	28	0	14	29	10	0	100	8	0	0	0	0	213	0	0	0	24	0	0	0	0	0	0	0	0	7	0	2480	0	15	316	0	6	0	0	0	0	404	3	0	0
f27	0	0	201	0	141	0	0	1407	0	0	0	298	27	15	58	8	3529	0	0	5	0	0	127	0	0	29	160	132	84	0	0	0	0	0	0	0	53	0	3734	0	117	0	0	0	100	596	0	8	46	0	107	0	286	1293	84	0	0	0	71	0	0	0	282	33	0	0	0	0	30	0	385	81	0	118	0	17	27	0	8278	0	39	0	2018	871	226	2730	47	3109	94	0	1980	0	30	0	0	0	0	0	0	860	306	0	225	0	278	0	0	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	1242	0	0	0	28	0	0	0	59	68	0	26	0	0	0	34	0	0	49	0	0	284	0	0	0	0	0	0	0	20	165	13	0	0	0	0	1151	0	0	76	44	30	0	539	0	0	0	3	0	0	0	0	0	0	0	91	0	133	0	0	0	0	0	0	31	0	0	167	112	387	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	566	0	0	0	167	0	0	0	0	18	659	0	0	0	196	0	0	0	104	0	0	0	0	0	0	0	0	0	0	25	49	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	79	0	0	0	0	24	0	0	64	0	0	0	0	0	0	12	19	0	0	0	0	699	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1206	0	0	1644	19	0	0	0	0	0	1431	0	0	0
f28	0	0	31	0	50	0	0	1522	0	0	0	3738	23	48	0	0	1378	0	0	0	0	0	15	0	14	0	13	30	0	0	3	0	0	0	0	0	0	7	224	0	34	0	0	30	45	56875	0	0	0	20	11	0	228	788	934	0	0	0	48	0	15	0	34	0	0	0	0	0	0	0	484	113	0	128	0	0	0	41	552	0	61	0	220	2934	0	1247	11	533	18	0	109	0	0	0	0	0	3	0	0	12637	165	0	422	19	44	0	0	0	0	135	0	147	0	1087	0	0	0	0	0	0	5	2	0	39	0	19	0	0	0	0	0	0	0	0	8	0	0	0	11	0	0	4	0	0	95	0	0	0	41	0	0	0	0	0	0	0	0	0	0	268	0	0	12	63	0	0	196	0	0	0	66	0	0	0	0	0	0	0	22	0	17	0	0	3	0	0	5	0	0	0	0	0	13	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	27	0	0	10	0	0	0	0	0	0	0	19	21	0	0	21	0	0	0	0	0	117	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	15	0	0	8	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	270	0	0	0	0	0	0	576	0	0	0
f29	0	0	0	0	0	0	0	150	0	0	0	374	4	0	0	0	1855	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	8	0	81307	0	0	0	0	0	0	22	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	34	0	0	0	33	331	0	87	4	0	0	0	0	0	0	0	0	0	0	0	0	1542	0	0	111	3	0	0	0	0	0	116	0	9	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	63	0	0	0	0	0	0	72	0	0	0
f30	0	0	10	0	0	0	0	242	0	0	0	14344	0	8	0	0	350	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	45821	0	0	0	0	0	0	21	19	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	0	0	0	0	0	0	171	0	0	0	42	101	0	176	0	140	0	0	0	0	0	0	0	0	0	0	0	18970	0	0	147	0	0	3	0	0	0	56	0	65	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	20	0	0	0	15	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	17	0	0	0	0	0	0	178	0	0	0
f51	0	0	0	0	0	0	0	650	0	0	0	238	200	251	0	0	807	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	62298	0	0	0	0	0	0	351	0	1217	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	320	159	0	0	0	21	0	0	782	0	164	0	179	1183	0	1767	67	643	0	0	0	0	0	0	0	0	0	0	0	5860	55	0	50	0	96	0	0	0	0	44	0	37	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	17	0	190	0	0	0	19	0	0	31	0	0	147	0	0	0	93	0	3	0	0	0	0	0	0	0	0	194	0	0	264	0	0	17	0	0	0	0	1228	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	383	0	0	5	0	0	0	113	64	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	6	910	37	0	0	51	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	169	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	14	0	0	0	0	0	615	0	0	0
f81	4	0	173	0	146	0	12	1056	0	0	0	151	164	54	13	0	376	0	0	0	0	0	26	55	30	0	78	4	44	3	0	0	2	0	0	0	63	19	97	0	497	10	0	141	37	832	0	0	0	41	23	0	610	3131	237	0	0	9	0	0	0	62	36	0	35	65	126	0	0	8	333	186	116	180	0	75	0	110	731	0	464	0	4366	6034	46	961	39	563	154	41	456	0	24	0	0	99	5	0	155	338	83	0	71	0	54	8	0	47	0	19	0	127	0	24	6	19	0	0	0	16	0	0	0	78	0	0	0	3	0	0	2	15	10	11	394	0	0	0	22	9	0	9	0	3	35	4	0	0	25187	0	0	0	0	8	58	0	15	0	0	205	0	0	118	54	0	0	698	56	0	0	226	0	0	0	0	0	14	0	257	0	137	0	0	17	0	10	12	11	0	0	13	2	16	10	0	0	0	0	0	113	0	0	80	0	0	0	14	0	72	0	0	24	0	0	17	0	0	9	19	208	22	0	0	38	0	0	34	0	48	787	0	0	0	217	0	12	0	112	0	0	4	0	0	0	0	0	0	52	24	0	0	0	0	2	0	0	5	0	0	130	0	0	45	7	0	0	22	0	6	0	0	60	11	0	50	419	0	21	0	0	0	146	10	0	0	3	0	87	0	0	0	18	0	0	3	0	0	0	0	0	0	0	1186	0	0	92	0	0	0	0	0	0	318	0	0	0
f82	0	0	216	0	54	0	0	1268	0	0	0	1313	202	286	6	0	1519	0	0	0	0	28	17	19	67	0	133	0	22	6	0	0	3	0	0	0	45	25	102	0	463	0	0	21	87	20803	0	0	0	12	33	0	1540	2001	783	0	0	0	19	5	6	12	85	0	0	0	90	0	0	32	352	306	40	384	0	0	18	129	896	0	107	0	4431	2634	77	1435	24	748	106	33	435	0	20	6	0	34	27	0	0	3135	59	0	192	18	101	0	0	55	0	1110	0	252	0	54	0	0	0	0	0	0	9	8	0	57	0	43	0	0	0	0	0	23	0	0	3549	0	0	5	26	2	0	13	0	0	111	0	237	0	97	0	0	0	0	21	13	0	37	0	0	387	0	0	74	16	0	21	762	80	0	0	84	0	0	0	0	2	0	0	186	0	74	0	0	18	0	0	18	8	0	0	44	0	9	33	0	0	0	14	3	92	0	0	3	0	0	0	0	0	42	0	0	64	0	0	4	0	0	20	65	174	0	0	0	49	0	0	326	0	14	541	0	0	0	612	0	15	0	68	0	0	7	0	0	4	0	0	0	23	82	26	0	0	0	53	0	0	0	0	4	94	0	0	38	0	0	0	0	0	0	0	0	11	0	0	30	9	0	0	0	0	0	246	41	0	0	8	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542	0	0	177	0	0	0	0	0	0	484	0	0	0
f83	22	0	222	0	744	0	0	1018	0	0	0	934	835	75	101	0	913	0	0	0	0	5	111	128	22	0	186	0	105	5	0	0	0	0	0	0	397	38	85	53	891	0	0	0	0	10921	0	0	0	59	61	0	1218	8537	934	0	0	0	28	89	34	0	29	0	23	17	1009	0	0	167	324	294	16	1313	0	0	0	104	2432	0	321	0	7683	2653	657	1827	168	510	708	167	436	0	24	0	0	500	108	7	0	1632	0	0	41	37	185	0	9	47	14	161	5	65	0	85	0	0	0	0	0	0	0	113	0	340	0	11	0	3	0	0	0	6	0	0	2062	0	0	3	0	0	0	0	0	0	38	0	301	0	68	0	0	0	0	23	22	0	127	0	0	189	0	0	1578	596	0	0	548	238	0	0	28	0	0	0	0	0	140	0	799	0	605	0	0	33	0	46	28	11	0	0	31	4	92	0	0	0	0	0	3	51	0	173	0	14	0	0	310	0	60	0	15	177	0	0	0	0	0	0	107	837	0	0	16	6	0	0	50	0	27	505	0	8	0	523	10	52	0	130	0	0	0	0	0	0	0	0	0	49	95	19	0	0	0	30	0	0	0	0	20	164	0	0	185	0	0	3	23	0	9	0	0	117	10	0	74	0	0	56	0	0	0	1530	7	0	0	15	0	376	0	0	0	0	0	0	16	7	0	9	0	0	0	0	4092	0	0	69	0	6	0	0	0	0	119	0	0	0
f84	0	0	0	0	0	0	0	0	0	0	0	1812	38	0	0	0	1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57750	0	0	0	0	0	0	12	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	44	0	0	0	0	0	0	43	0	12	0	0	1449	0	211	6	95	0	0	0	0	0	0	0	3	0	0	0	3785	0	0	0	19	5	0	0	0	0	5412	6	0	0	207	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
f85	0	0	0	0	0	0	0	89	0	0	0	1604	93	0	0	0	2787	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	72187	0	0	0	0	0	0	6	0	4041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	99	0	0	0	0	0	0	94	0	25	0	9	922	0	849	0	146	0	0	0	0	0	9	0	0	0	0	0	4784	0	0	0	23	14	0	0	0	0	207	0	44	0	221	0	0	0	0	0	0	3	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	23	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	2	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	88	0	0	0
